"tconst","averagerating","numvotes"
"tt3417942","7.8000","6"
"tt3420060","5.4000","522"
"tt3421966","6.4000","7"
"tt3422462","4.6000","981"
"tt3425402","4.5000","476"
"tt3432434","4.3000","27"
"tt3437996","4.8000","30"
"tt3438610","7.9000","13"
"tt3441176","8.3000","33"
"tt3447878","7.1000","7"
"tt3451984","4.6000","534"
"tt3455996","4.2000","49"
"tt3458510","5.1000","5116"
"tt3459430","6.1000","32"
"tt3460084","6.7000","916"
"tt3461726","7.4000","10"
"tt3461908","6.2000","896"
"tt3462834","8.8000","26"
"tt3468824","7.8000","169"
"tt3470530","8.1000","10"
"tt3470600","7.1000","115951"
"tt3477042","9.1000","55"
"tt3478160","7.9000","7"
"tt3498730","4.8000","5"
"tt3499542","8.7000","133"
"tt3512486","7.2000","232"
"tt3515632","3.2000","579"
"tt3516158","7.2000","455"
"tt3517306","5.3000","1127"
"tt3521134","8.3000","10162"
"tt3521232","7.3000","42"
"tt3521254","7.4000","28"
"tt3526120","5.8000","313"
"tt3527388","4.2000","5"
"tt3528822","7.6000","9"
"tt3528906","6.5000","305"
"tt3530170","7.0000","210"
"tt3530970","6.4000","132"
"tt3534384","7.4000","9"
"tt3543918","4.7000","322"
"tt3544082","7.1000","27914"
"tt3544218","6.7000","3695"
"tt3546114","4.7000","2261"
"tt3547740","7.3000","21866"
"tt3548416","5.3000","41"
"tt3548978","5.4000","181"
"tt3549566","3.4000","216"
"tt3552320","8.9000","23"
"tt3554208","8.5000","6"
"tt3554418","6.4000","6811"
"tt3556646","5.7000","6"
"tt3557964","4.4000","90"
"tt3557978","4.6000","41"
"tt3558190","5.5000","169"
"tt3560792","2.6000","9"
"tt3560798","4.2000","6"
"tt3560892","6.0000","75"
"tt3564256","7.8000","5"
"tt3581524","4.3000","27"
"tt3582136","4.3000","14"
"tt3583190","8.0000","31"
"tt3585116","7.9000","7"
"tt3589144","6.4000","42"
"tt3595260","5.9000","19"
"tt3600924","7.3000","47"
"tt3603178","8.7000","7"
"tt3623002","3.9000","442"
"tt3624624","4.4000","513"
"tt3625400","3.8000","6"
"tt3626504","4.2000","31"
"tt3638444","4.9000","32"
"tt3638686","6.8000","110"
"tt3640424","7.1000","125741"
"tt3640942","5.7000","234"
"tt3647288","7.4000","10"
"tt3649984","6.5000","6"
"tt3652098","3.1000","152"
"tt3652978","2.7000","166"
"tt3653674","5.3000","12"
"tt3658642","8.2000","45"
"tt3661582","6.2000","5"
"tt3673180","8.1000","30"
"tt3673764","6.3000","281"
"tt3675486","6.4000","795"
"tt3675504","5.4000","136"
"tt3678180","5.4000","21"
"tt3678192","6.8000","639"
"tt3681442","7.6000","1008"
"tt3684194","5.9000","249"
"tt3685080","5.4000","34"
"tt3685680","7.5000","314"
"tt3686998","8.4000","8627"
"tt3689528","5.4000","22"
"tt3689908","6.4000","53"
"tt3690152","8.0000","26"
"tt3692652","4.6000","3269"
"tt3696764","7.5000","41"
"tt3699354","7.1000","401"
"tt3701160","5.6000","162"
"tt3702996","6.0000","10178"
"tt3707612","7.5000","105"
"tt3708510","7.5000","6"
"tt3710778","7.9000","52"
"tt3715122","6.6000","1755"
"tt3717532","7.7000","9354"
"tt3721272","5.8000","14"
"tt3721936","7.0000","31663"
"tt3722118","6.3000","632"
"tt3726408","7.5000","11"
"tt3730090","7.0000","20"
"tt3730612","8.3000","31"
"tt3735082","5.8000","5"
"tt3735554","4.7000","1164"
"tt3737012","4.9000","86"
"tt3740090","4.4000","60"
"tt3746926","4.0000","84"
"tt3748048","4.0000","337"
"tt3756484","6.7000","74"
"tt3760256","8.3000","54"
"tt3764194","5.5000","527"
"tt3772512","7.0000","33"
"tt3774228","8.1000","8"
"tt3776174","8.5000","6"
"tt3782810","5.2000","17"
"tt3783510","3.0000","35"
"tt3785244","8.2000","162"
"tt3788098","1.6000","265"
"tt3790012","6.6000","194"
"tt3792124","6.9000","26"
"tt3794392","4.3000","293"
"tt3796006","5.7000","632"
"tt3803110","4.9000","25"
"tt3804012","8.1000","53"
"tt3810810","6.6000","524"
"tt3813880","7.8000","108"
"tt3814678","7.7000","24"
"tt3819236","4.5000","18"
"tt3820042","6.8000","10"
"tt3820922","8.2000","6"
"tt3823672","5.1000","273"
"tt3826186","5.7000","100"
"tt3828092","7.2000","6"
"tt3830270","6.9000","16"
"tt3830290","8.3000","6"
"tt3830312","5.8000","459"
"tt3830998","7.3000","324"
"tt3834874","4.3000","52"
"tt3840898","8.5000","171"
"tt3841424","7.8000","28287"
"tt3841606","8.2000","6"
"tt3842994","8.4000","14"
"tt3843254","5.0000","93"
"tt3843282","7.5000","303"
"tt3852484","6.7000","15"
"tt3853518","6.6000","7"
"tt3857046","8.8000","5"
"tt3862004","5.6000","131"
"tt3862814","9.8000","5"
"tt3864722","8.0000","36"
"tt3867606","6.2000","305"
"tt3868590","8.1000","15"
"tt3877230","5.0000","6"
"tt3877296","5.1000","1872"
"tt3881172","8.0000","6"
"tt3885724","6.8000","476"
"tt3890160","7.6000","363977"
"tt3890676","7.1000","10"
"tt3890724","7.8000","9"
"tt3891338","4.1000","245"
"tt3891594","9.3000","42"
"tt3892618","6.9000","534"
"tt3894190","6.8000","2414"
"tt3900196","7.2000","237"
"tt3904754","5.9000","220"
"tt3905088","6.5000","63"
"tt3905778","2.3000","14"
"tt3906002","3.1000","52"
"tt3917210","7.5000","5078"
"tt3919278","5.8000","742"
"tt3921164","7.1000","402"
"tt3922956","6.5000","8"
"tt3924840","5.0000","8"
"tt3956562","6.5000","280"
"tt3958072","7.2000","2101"
"tt3961964","6.7000","73"
"tt3962802","4.6000","8"
"tt3963766","6.8000","494"
"tt3969208","6.1000","99"
"tt3976234","4.7000","75"
"tt3979540","7.3000","22"
"tt3986532","7.4000","2173"
"tt3986820","6.5000","21161"
"tt3986926","4.8000","120"
"tt3990282","9.3000","6"
"tt3992768","6.3000","29"
"tt3992778","6.3000","43"
"tt3993370","5.8000","20"
"tt3996710","6.8000","29"
"tt4004608","3.5000","101"
"tt4015478","4.8000","216"
"tt4021132","4.9000","25"
"tt4027654","8.5000","17"
"tt4027946","3.9000","19"
"tt4036336","8.3000","41"
"tt4036902","6.8000","18"
"tt4040882","7.4000","62"
"tt4043870","7.6000","9"
"tt4045520","5.1000","27"
"tt4047150","5.7000","91"
"tt4051862","7.4000","7"
"tt4054502","6.0000","74"
"tt4057446","5.3000","26"
"tt4057708","6.5000","20"
"tt4073890","2.7000","2598"
"tt4076126","6.7000","24"
"tt4078932","7.0000","12"
"tt4080058","4.6000","42"
"tt4082668","7.7000","43"
"tt4083076","5.5000","757"
"tt4083770","8.6000","16"
"tt4085238","5.3000","1756"
"tt4085696","8.5000","1109"
"tt4092686","7.0000","172"
"tt4093680","6.7000","1304"
"tt4111880","7.0000","42"
"tt4112940","4.6000","19"
"tt4115820","4.7000","10"
"tt4119110","8.8000","24"
"tt4121152","7.9000","7"
"tt4123562","7.4000","140"
"tt4123718","6.5000","94"
"tt4123900","5.0000","9"
"tt4129802","6.4000","131"
"tt4132778","6.0000","160"
"tt4137324","6.9000","787"
"tt4138322","6.7000","61"
"tt4144766","7.9000","14"
"tt4145108","4.2000","675"
"tt4145324","3.5000","1931"
"tt4149732","5.6000","1320"
"tt4151346","6.9000","38"
"tt4156700","3.8000","813"
"tt4161172","8.4000","5"
"tt4161438","8.2000","405"
"tt4168470","5.6000","73"
"tt4169250","7.7000","28343"
"tt4172510","4.1000","291"
"tt4183140","8.6000","10"
"tt4183448","5.7000","666"
"tt4187928","8.9000","37"
"tt4188460","3.2000","11"
"tt4190906","7.0000","121"
"tt4191024","5.1000","18"
"tt4195148","5.6000","392"
"tt4195368","7.4000","2063"
"tt4217446","5.8000","222"
"tt4219354","6.0000","159"
"tt4224550","8.9000","16"
"tt4227196","9.2000","8"
"tt4227386","5.2000","93"
"tt4229298","4.9000","1618"
"tt4230078","4.6000","190"
"tt4235104","6.7000","9"
"tt4235454","4.7000","25"
"tt4236972","7.8000","8"
"tt4240038","7.8000","28"
"tt4247138","6.2000","45"
"tt4250984","3.2000","9"
"tt4254436","8.0000","6"
"tt4263772","8.8000","6"
"tt4280658","6.6000","22"
"tt4285988","5.2000","46"
"tt4287236","8.8000","5"
"tt4287350","3.7000","100"
"tt4291014","8.0000","45"
"tt4293980","7.2000","15"
"tt4295090","8.2000","11"
"tt4298468","6.4000","16"
"tt4299862","6.2000","8"
"tt4302814","5.8000","57"
"tt4310344","7.0000","7"
"tt4313608","5.4000","206"
"tt4314094","6.4000","164"
"tt4316192","5.0000","7"
"tt4318548","7.2000","32"
"tt4318696","5.0000","49"
"tt4319654","7.6000","101"
"tt4321754","5.8000","361"
"tt4323504","5.8000","2982"
"tt4325732","7.4000","5"
"tt4333610","8.0000","16"
"tt4336004","3.1000","73"
"tt4337500","7.0000","64"
"tt4337718","4.6000","18"
"tt4338276","6.5000","511"
"tt4338806","3.2000","60"
"tt4339026","5.9000","21"
"tt4343968","8.7000","7"
"tt4357714","3.9000","201"
"tt4360438","2.9000","24"
"tt4365506","7.6000","803"
"tt4366200","3.2000","8"
"tt4372360","4.1000","14"
"tt4374126","7.8000","72"
"tt4381588","5.6000","16"
"tt4387516","8.8000","12"
"tt4405532","4.7000","105"
"tt4411466","7.1000","83"
"tt4418070","7.9000","26"
"tt4418108","6.5000","68"
"tt4418268","6.3000","27"
"tt4419678","7.1000","18"
"tt4422886","7.5000","21"
"tt4424350","7.3000","96"
"tt4431140","5.8000","5"
"tt4437216","5.7000","6782"
"tt4439174","6.2000","59"
"tt4443658","6.5000","22367"
"tt4448054","7.3000","13"
"tt4454078","3.6000","592"
"tt4454246","6.4000","109"
"tt4465162","6.5000","6"
"tt4470200","9.0000","6"
"tt4470266","5.6000","2114"
"tt4471036","8.1000","34"
"tt4477536","4.5000","43893"
"tt4480398","3.8000","1092"
"tt4489078","6.5000","28"
"tt4492986","7.8000","13"
"tt4493588","6.3000","27"
"tt4497686","5.4000","311"
"tt4499228","5.0000","1188"
"tt4501832","7.0000","10"
"tt4511394","6.8000","21"
"tt4512452","8.4000","8"
"tt4520508","6.5000","21"
"tt4524144","8.3000","12"
"tt4529506","6.2000","11"
"tt4530368","7.1000","8"
"tt4538716","3.8000","88"
"tt4549224","5.6000","797"
"tt4550420","6.0000","3210"
"tt4553310","4.9000","18"
"tt4555674","6.8000","506"
"tt4560374","9.2000","8"
"tt4560436","6.1000","47862"
"tt4560754","7.1000","7"
"tt4561398","5.2000","77"
"tt4561448","7.5000","203"
"tt4563072","7.2000","13"
"tt4573136","5.3000","285"
"tt4576292","7.8000","5"
"tt4577024","7.9000","10"
"tt4586720","6.2000","6"
"tt4586918","8.5000","8"
"tt4588930","8.9000","8"
"tt4591226","3.2000","97"
"tt4591784","7.2000","13"
"tt4597598","6.9000","629"
"tt4599430","9.0000","5"
"tt4602834","7.4000","57"
"tt4602916","7.4000","15"
"tt4606514","7.1000","383"
"tt4607098","7.6000","21"
"tt4607228","5.3000","723"
"tt4619830","4.0000","5"
"tt4623814","7.8000","6"
"tt4624722","7.3000","24"
"tt4625502","7.4000","8"
"tt4627100","8.0000","11"
"tt4630206","7.5000","34"
"tt4635004","6.3000","53"
"tt4641286","5.1000","10"
"tt4644266","8.5000","14"
"tt4649330","6.7000","32"
"tt4665344","4.5000","17"
"tt4667322","4.7000","16"
"tt4667682","7.4000","30"
"tt4669336","5.7000","9"
"tt4670614","3.9000","17"
"tt4672302","8.2000","10"
"tt4672350","5.6000","228"
"tt4677578","6.6000","836"
"tt4680278","5.7000","125"
"tt4682022","4.6000","7"
"tt4692420","6.2000","6"
"tt4694404","5.1000","704"
"tt4695098","4.7000","1935"
"tt4697944","7.3000","429"
"tt4707416","7.8000","8"
"tt4714474","6.1000","9"
"tt4714998","3.0000","6"
"tt4717402","6.7000","1627"
"tt4741768","6.1000","1621"
"tt4744086","5.8000","4723"
"tt4761908","6.8000","26"
"tt4765834","2.4000","7"
"tt4768354","8.6000","9"
"tt4771956","6.0000","990"
"tt4773490","1.4000","13"
"tt4777522","7.1000","52"
"tt4781252","6.4000","45"
"tt4786132","5.7000","1367"
"tt4788844","7.5000","11"
"tt4789290","6.4000","533"
"tt4795546","6.5000","3460"
"tt4796414","7.6000","15"
"tt4799400","7.7000","6"
"tt4799426","6.6000","514"
"tt4800658","5.7000","14"
"tt4809770","5.9000","62"
"tt4818588","7.6000","7"
"tt4823494","6.7000","7"
"tt4827182","4.8000","10"
"tt4827254","7.1000","63"
"tt4827442","2.8000","92"
"tt4830836","2.4000","17"
"tt4834622","6.5000","222"
"tt4835298","6.0000","623"
"tt4837062","7.3000","692"
"tt4844974","5.8000","20"
"tt4846232","7.3000","52305"
"tt4849454","7.5000","61"
"tt4851570","5.2000","190"
"tt4853318","6.7000","16"
"tt4853910","3.1000","181"
"tt4857946","6.0000","9"
"tt4862478","7.2000","698"
"tt4863784","6.3000","812"
"tt4866320","5.4000","60"
"tt4873154","7.4000","22"
"tt4881032","6.7000","130"
"tt4881362","8.3000","2053"
"tt4882174","3.9000","514"
"tt4882750","7.4000","9"
"tt4886030","4.9000","91"
"tt4886726","6.6000","196"
"tt4890154","8.5000","44"
"tt4893244","7.1000","128"
"tt4894198","3.3000","131"
"tt4896178","5.5000","10"
"tt4896924","7.1000","57"
"tt4899104","6.7000","26"
"tt4902260","5.0000","613"
"tt4908194","5.6000","5"
"tt4908742","4.8000","33"
"tt4913118","7.3000","24"
"tt4916176","6.1000","330"
"tt4919662","6.4000","22"
"tt4920262","7.1000","27"
"tt4922028","5.7000","198"
"tt4924686","8.3000","83"
"tt4930160","5.7000","23"
"tt4937134","7.8000","9"
"tt4938292","6.2000","177"
"tt4941722","5.9000","95"
"tt4943322","6.7000","22569"
"tt4944852","6.3000","53"
"tt4946006","4.5000","107"
"tt4949100","6.9000","461"
"tt4951982","6.5000","7261"
"tt4957164","8.2000","29"
"tt4959326","5.6000","515"
"tt4960576","5.8000","225"
"tt4961542","7.1000","7"
"tt4966472","6.5000","56"
"tt4971484","7.3000","111"
"tt4972904","6.8000","617"
"tt4974208","7.0000","40"
"tt4975622","7.7000","6"
"tt4978710","6.3000","4640"
"tt4982870","5.6000","212"
"tt4991128","4.2000","8"
"tt4991702","4.8000","5"
"tt5007458","9.4000","18"
"tt5008274","6.4000","13"
"tt5016698","8.8000","13"
"tt5020074","6.2000","210"
"tt5021198","8.2000","16"
"tt5022902","4.4000","11"
"tt5034502","4.6000","5"
"tt5038358","6.2000","900"
"tt5042620","6.8000","5"
"tt5045644","6.7000","23"
"tt5048688","4.0000","30"
"tt5057328","8.7000","7"
"tt5065924","8.8000","19"
"tt5072070","8.2000","6"
"tt5072336","6.5000","92"
"tt5073690","5.7000","58"
"tt5074352","8.5000","123638"
"tt5082014","7.9000","5279"
"tt5088884","3.6000","18"
"tt5091600","5.4000","7"
"tt5093994","7.0000","26"
"tt5101878","5.4000","225"
"tt5108168","5.1000","1180"
"tt5111844","5.6000","30"
"tt5112424","7.8000","15"
"tt5112578","6.6000","14199"
"tt5113040","6.6000","3467"
"tt5127000","7.2000","10"
"tt5128282","8.0000","9"
"tt5130230","6.3000","7"
"tt5130442","5.1000","250"
"tt5130530","7.5000","122"
"tt5131124","6.3000","233"
"tt5131960","7.1000","223"
"tt5132734","8.5000","22"
"tt5133038","8.7000","85"
"tt5134870","7.5000","599"
"tt5136090","5.9000","16"
"tt5138124","5.1000","369"
"tt5142898","4.9000","51"
"tt5152652","7.3000","26"
"tt5152882","7.0000","7"
"tt5152908","8.0000","6"
"tt5155780","6.3000","24574"
"tt5159384","6.5000","291"
"tt5161784","6.7000","378"
"tt5164480","8.2000","8"
"tt5176052","5.8000","72"
"tt5176442","4.9000","661"
"tt5177636","6.9000","34"
"tt5180332","7.7000","47"
"tt5186176","8.8000","29"
"tt5191938","8.0000","81"
"tt5195842","5.7000","191"
"tt5197742","6.4000","62"
"tt5198702","3.6000","7"
"tt5203734","7.3000","42"
"tt5206388","5.4000","14"
"tt5211812","8.2000","10"
"tt5213870","5.1000","689"
"tt5215010","7.7000","13"
"tt5219066","5.0000","16"
"tt5220882","7.2000","5"
"tt5221360","6.3000","122"
"tt5221584","7.5000","15251"
"tt5222802","8.4000","7"
"tt5224270","5.5000","10"
"tt5227746","6.5000","4417"
"tt5234462","7.7000","198"
"tt5237948","8.7000","6"
"tt5238514","7.5000","90"
"tt5238782","6.0000","5"
"tt5239680","9.5000","6"
"tt5240858","7.4000","20"
"tt5241010","6.2000","487"
"tt5241356","7.3000","87"
"tt5241760","8.3000","474"
"tt5244578","8.0000","9"
"tt5244912","6.0000","6"
"tt5247022","7.4000","55285"
"tt5249994","9.0000","5"
"tt5251806","6.5000","11"
"tt5257458","8.8000","8"
"tt5263884","7.2000","5"
"tt5270826","9.2000","5"
"tt5282006","6.4000","2487"
"tt5286900","5.9000","54"
"tt5288552","6.5000","365"
"tt5291044","5.7000","6"
"tt5291714","6.0000","66"
"tt5291762","5.5000","13"
"tt5295358","4.1000","927"
"tt5303632","6.0000","294"
"tt5304688","5.2000","720"
"tt5307750","6.7000","7"
"tt5307852","8.7000","32"
"tt5313994","5.3000","40"
"tt5314954","6.2000","11"
"tt5315902","4.9000","13"
"tt5320892","7.2000","133"
"tt5323640","6.4000","4728"
"tt5327850","6.7000","49"
"tt5331286","4.8000","8"
"tt5332142","5.0000","63"
"tt5333812","7.1000","272"
"tt5335128","6.9000","2557"
"tt5337986","7.8000","171"
"tt5340626","6.2000","76"
"tt5346538","8.1000","10"
"tt5347126","3.3000","24"
"tt5348534","7.9000","15"
"tt5348966","5.2000","146"
"tt5354362","4.9000","104"
"tt5355890","7.2000","10"
"tt5356308","7.7000","92"
"tt5356326","5.6000","18"
"tt5358438","8.0000","6"
"tt5368224","8.4000","39"
"tt5368296","7.9000","36"
"tt5371612","4.2000","16"
"tt5374650","8.9000","14"
"tt5375958","6.1000","52"
"tt5378224","6.8000","168"
"tt5389708","5.8000","64"
"tt5392738","4.9000","185"
"tt5396622","7.4000","67"
"tt5396888","6.8000","9"
"tt5419450","8.8000","22"
"tt5420406","4.8000","38"
"tt5420878","7.3000","857"
"tt5426350","7.1000","9"
"tt5430876","7.3000","10"
"tt5433398","6.4000","41"
"tt5441256","5.7000","46"
"tt5448010","6.8000","16"
"tt5449214","5.6000","292"
"tt5456706","7.0000","398"
"tt5457078","5.5000","633"
"tt5457656","5.9000","178"
"tt5458448","6.3000","391"
"tt5461798","7.1000","7"
"tt5467554","6.2000","1181"
"tt5467928","8.4000","342"
"tt5468300","6.4000","1626"
"tt5470222","3.5000","1230"
"tt5471154","5.8000","94"
"tt5472614","8.0000","22"
"tt5473478","7.4000","23"
"tt5476076","6.3000","11"
"tt5477340","8.1000","7"
"tt5479078","8.9000","15"
"tt5487722","6.9000","8"
"tt5489164","7.0000","5"
"tt5491866","6.6000","16"
"tt5500468","6.7000","141"
"tt5500794","8.4000","39"
"tt5511856","6.9000","16"
"tt5512702","7.8000","5"
"tt5517708","6.4000","259"
"tt5523010","5.5000","18734"
"tt5523174","7.6000","1250"
"tt5523324","5.2000","33"
"tt5524630","5.5000","242"
"tt5526028","7.8000","950"
"tt5526362","7.9000","17"
"tt5530890","6.2000","10"
"tt5533990","5.1000","297"
"tt5540840","5.0000","30"
"tt5541186","7.3000","10"
"tt5553470","8.4000","60"
"tt5559586","5.9000","519"
"tt5567572","4.6000","32"
"tt5571580","5.0000","22"
"tt5571724","5.8000","201"
"tt5577494","5.1000","100"
"tt5580902","7.0000","26"
"tt5584612","6.0000","8"
"tt5586362","4.3000","1391"
"tt5591834","6.1000","71"
"tt5592768","6.2000","13"
"tt5592976","7.7000","13"
"tt5608972","3.4000","1970"
"tt5612148","4.1000","109"
"tt5612426","6.7000","265"
"tt5612742","4.3000","3653"
"tt5613834","6.3000","4188"
"tt5613920","7.4000","27"
"tt5614008","6.0000","6"
"tt5622770","4.2000","129"
"tt5632118","7.6000","18"
"tt5634442","7.8000","6"
"tt5634962","5.7000","473"
"tt5639882","6.7000","7"
"tt5642216","8.0000","9"
"tt5644216","7.5000","19"
"tt5647942","7.2000","47"
"tt5651412","6.6000","5"
"tt5652498","3.1000","14"
"tt5658714","7.1000","215"
"tt5672952","6.3000","102"
"tt5679360","8.2000","9"
"tt5686120","3.4000","56"
"tt5690330","4.7000","19"
"tt5690630","6.4000","44"
"tt5695668","6.5000","166"
"tt5699950","9.2000","12"
"tt5701856","6.0000","58"
"tt5706242","4.9000","142"
"tt5710792","4.8000","5"
"tt5711408","6.6000","166"
"tt5712058","6.6000","820"
"tt5713208","6.3000","30"
"tt5716280","4.8000","1223"
"tt5716566","8.1000","16"
"tt5721088","4.4000","4829"
"tt5726448","6.6000","29"
"tt5727138","9.3000","9"
"tt5730464","8.2000","12"
"tt5730824","8.8000","23"
"tt5737162","4.4000","211"
"tt5738152","6.8000","22"
"tt5739468","5.9000","30"
"tt5743656","6.9000","2313"
"tt5748106","8.4000","13"
"tt5748438","7.7000","30"
"tt5749570","4.4000","239"
"tt5753552","6.5000","1270"
"tt5754510","6.9000","17"
"tt5755816","7.9000","45"
"tt5761612","4.1000","31"
"tt5765144","6.4000","199"
"tt5767482","7.6000","10"
"tt5768204","7.5000","19"
"tt5771486","8.7000","11"
"tt5771640","7.2000","1140"
"tt5772090","7.3000","12"
"tt5772704","8.6000","9"
"tt5773470","3.1000","7"
"tt5776736","6.6000","73"
"tt5782146","5.6000","383"
"tt5782262","6.5000","8"
"tt5782498","7.6000","15"
"tt5787384","6.4000","419"
"tt5791442","6.7000","176"
"tt5805090","6.7000","9"
"tt5805252","7.8000","1123"
"tt5806688","5.7000","7"
"tt5811318","7.1000","13"
"tt5814592","6.6000","13798"
"tt5824770","7.8000","8"
"tt5836246","6.5000","297"
"tt5851492","6.5000","62"
"tt5859238","7.4000","14447"
"tt5863360","7.6000","36"
"tt5863880","8.0000","10"
"tt5866866","6.3000","23"
"tt5870084","8.8000","1180"
"tt5875102","7.7000","18"
"tt5882704","5.4000","140"
"tt5883930","7.4000","8"
"tt5884004","6.7000","27"
"tt5884142","8.3000","33"
"tt5884866","9.2000","27"
"tt5885106","4.3000","896"
"tt5891546","7.2000","5"
"tt5895892","5.4000","256"
"tt5907978","6.5000","11"
"tt5918088","7.5000","20"
"tt5921100","7.0000","70"
"tt5924932","7.6000","17"
"tt5932722","5.5000","11"
"tt5934402","8.1000","90"
"tt5940300","6.1000","17"
"tt5941004","3.8000","57"
"tt5951250","8.1000","10"
"tt5951550","7.2000","16"
"tt5952332","6.9000","17234"
"tt5954644","7.2000","10"
"tt5957120","6.9000","67"
"tt5973370","7.5000","14"
"tt5978000","6.6000","9"
"tt5988216","6.6000","751"
"tt5988370","1.8000","71887"
"tt5988462","6.0000","9"
"tt5988966","2.5000","577"
"tt5988988","7.3000","10"
"tt5989606","3.5000","111"
"tt5991138","7.0000","132"
"tt5991500","7.8000","12"
"tt5992138","5.4000","165"
"tt5993068","6.3000","39"
"tt5999174","5.4000","559"
"tt6001942","5.4000","91"
"tt6006672","8.4000","5"
"tt6014556","7.5000","37"
"tt6015410","7.4000","17"
"tt6028328","5.0000","8"
"tt6029106","5.3000","201"
"tt6033150","5.7000","384"
"tt6042794","6.1000","35"
"tt6043124","5.2000","13"
"tt6047452","9.2000","11"
"tt6048582","7.1000","509"
"tt6052236","7.7000","6"
"tt6055718","7.2000","9"
"tt6060002","9.0000","9"
"tt6066170","7.9000","50"
"tt6066696","9.1000","7"
"tt6067432","2.8000","75"
"tt6069058","6.1000","25"
"tt6069684","7.6000","9"
"tt6072502","3.8000","390"
"tt6075750","2.3000","10"
"tt6075948","5.6000","34"
"tt6086350","7.3000","6"
"tt6086432","7.9000","7"
"tt6096528","5.4000","115"
"tt6096938","5.8000","51"
"tt6097298","8.2000","12"
"tt6102102","7.2000","6"
"tt6103812","5.8000","84"
"tt6105430","6.7000","26"
"tt6105880","5.8000","879"
"tt6106016","8.9000","11"
"tt6107396","6.4000","66"
"tt6108486","5.2000","26"
"tt6112220","6.9000","104"
"tt6114092","5.4000","7"
"tt6117476","5.4000","14"
"tt6118340","3.8000","1382"
"tt6126346","6.0000","1543"
"tt6132250","6.5000","600"
"tt6132410","6.6000","81"
"tt6133806","6.5000","676"
"tt6135036","6.9000","459"
"tt6135232","7.5000","24"
"tt6135340","8.4000","11"
"tt6135800","8.6000","79"
"tt6140128","6.7000","50"
"tt6141382","4.4000","5"
"tt6148090","6.6000","621"
"tt6150988","2.5000","145"
"tt6155084","5.4000","391"
"tt6161300","6.3000","171"
"tt6164762","6.4000","750"
"tt6166732","6.8000","85"
"tt6168322","7.0000","93"
"tt6170432","8.6000","410"
"tt6170878","5.8000","6"
"tt6175402","7.5000","100"
"tt6176138","7.9000","13"
"tt6177382","8.4000","9"
"tt6177424","6.6000","42"
"tt6177592","4.6000","139"
"tt6180242","8.4000","18"
"tt6181974","8.4000","50"
"tt6185482","5.6000","104"
"tt6189880","6.7000","118"
"tt6191254","4.9000","113"
"tt6205538","5.4000","39"
"tt6212486","6.7000","43"
"tt6212984","8.2000","2418"
"tt6213802","5.6000","117"
"tt6214294","5.2000","104"
"tt6217848","4.3000","20"
"tt6217958","5.8000","20"
"tt6224426","8.7000","6"
"tt6224502","5.8000","2079"
"tt6226610","6.3000","184"
"tt6230318","3.3000","22"
"tt6232266","4.5000","6"
"tt6262764","5.6000","2297"
"tt6264430","6.3000","9"
"tt6264452","1.5000","6"
"tt6265536","5.6000","358"
"tt6272504","8.8000","67"
"tt6273924","6.3000","91"
"tt6278732","7.5000","90"
"tt6278982","6.7000","30"
"tt6280064","3.8000","11"
"tt6282546","6.0000","8"
"tt6289724","7.3000","401"
"tt6297258","6.0000","234"
"tt6299040","7.6000","9813"
"tt6306178","7.4000","37"
"tt6316138","8.7000","26743"
"tt6326340","8.0000","14"
"tt6333080","7.8000","449"
"tt6337252","6.6000","60"
"tt6339230","3.3000","107"
"tt6347318","7.2000","8"
"tt6348410","4.6000","76"
"tt6351924","6.4000","17"
"tt6354056","3.3000","179"
"tt6359554","8.2000","2353"
"tt6359974","4.6000","59"
"tt6371588","6.2000","215"
"tt6383494","4.5000","119"
"tt6388120","6.2000","5"
"tt6389802","3.9000","178"
"tt6393026","6.1000","33"
"tt6400198","9.2000","47"
"tt6400476","8.1000","15"
"tt6409908","3.9000","7"
"tt6417672","8.2000","12"
"tt6417940","3.4000","7"
"tt6424280","3.9000","14"
"tt6424286","6.9000","19"
"tt6441120","6.6000","247"
"tt6445236","5.4000","118"
"tt6445408","5.1000","192"
"tt6447976","7.7000","6"
"tt6449466","5.0000","22"
"tt6459208","7.9000","17"
"tt6461980","6.6000","5"
"tt6466020","1.8000","8"
"tt6470028","7.3000","45"
"tt6470512","7.0000","21"
"tt6470834","7.2000","5"
"tt6478692","6.6000","5"
"tt0770828","7.1000","647288"
"tt0775440","4.3000","21968"
"tt0775543","6.3000","1390"
"tt0787474","6.8000","50763"
"tt0790788","6.6000","1695"
"tt0841185","6.6000","50"
"tt0858422","5.6000","87"
"tt0864835","6.8000","57277"
"tt0878814","4.5000","1342"
"tt0882977","6.5000","78142"
"tt0960827","7.0000","15"
"tt10006056","7.4000","7"
"tt10011508","8.7000","29"
"tt10074426","6.3000","10"
"tt10102350","2.8000","378"
"tt10115436","8.3000","31"
"tt10153664","5.2000","5"
"tt1018728","7.4000","335"
"tt1024648","7.7000","534683"
"tt10274466","1.4000","10"
"tt10313218","7.8000","192"
"tt10341248","5.1000","8"
"tt1047011","7.0000","6709"
"tt1047449","3.5000","1985"
"tt3716332","8.1000","10"
"tt3717252","5.8000","62942"
"tt3717324","3.5000","766"
"tt3722696","2.6000","12"
"tt3723780","4.5000","421"
"tt3726006","5.3000","47"
"tt3726014","5.0000","401"
