"location","variable","Unit","Date","Value"
"Iringa","Mean Minimum Temperature (°C )","°C","2012M9","14.1"
"Iringa","Mean Minimum Temperature (°C )","°C","2012M10","15.5"
"Iringa","Mean Minimum Temperature (°C )","°C","2012M11","16.2"
"Iringa","Mean Minimum Temperature (°C )","°C","2012M12","16.4"
"Iringa","Population in ""000""","thousands","2002","1491"
"Iringa","Population in ""000""","thousands","2010","1737"
"Iringa","Population in ""000""","thousands","2012","941.238"
"Iringa","Density/km2","persons per sq. km","2010","30"
"Iringa","Density/km2","persons per sq. km","2012","27"
"Iringa","Total, % HIV Positive","%","2008","14.7"
"Iringa","Total, % HIV Positive","%","2012","9.1"
"Iringa","Number of Household, Short Rainy Season","","2008","1388"
"Iringa","Planted Area (ha), Short Rainy Season","Hectares","2008","1116"
"Iringa","Number of Household, Long Rainy Season","","2008","303718"
"Iringa","Planted Area (ha), Long Rainy Season","Hectares","2008","418750"
"Iringa","Total area Planted (ha)","Hectares","2008","419866"
"Iringa","% Area Planted in Short Rainy Season","%","2008","0.3"
"Iringa","Maize, Quantity Harvested (tons/ha)","","2003","265951"
"Iringa","Maize, Quantity Harvested (tons/ha)","","2008","384273"
"Iringa","Paddy, Quantity Harvested (tons/ha)","","2003","8099"
"Iringa","Paddy, Quantity Harvested (tons/ha)","","2008","17711"
"Mbeya","Climatic Condition","mm","2010M1","151.1"
"Mbeya","Climatic Condition","mm","2010M2","123.9"
"Mbeya","Climatic Condition","mm","2010M3","239.1"
"Mbeya","Climatic Condition","mm","2010M4","37.8"
"Mbeya","Climatic Condition","mm","2010M5","14.7"
"Mbeya","Climatic Condition","mm","2010M6","1"
"Mbeya","Climatic Condition","mm","2010M7","0"
"Mbeya","Climatic Condition","mm","2010M8","0"
"Mbeya","Climatic Condition","mm","2010M9","0"
"Mbeya","Climatic Condition","mm","2010M10","0"
"Mbeya","Climatic Condition","mm","2010M11","17.6"
"Mbeya","Climatic Condition","mm","2010M12","93.1"
"Mbeya","Climatic Condition","mm","2012M1","149.9"
"Mbeya","Climatic Condition","mm","2012M2","153"
"Mbeya","Climatic Condition","mm","2012M3","105.7"
"Mbeya","Climatic Condition","mm","2012M4","24.4"
"Mbeya","Climatic Condition","mm","2012M5","5.8"
"Mbeya","Climatic Condition","mm","2012M6","0"
"Mbeya","Climatic Condition","mm","2012M7","0"
"Mbeya","Climatic Condition","mm","2012M8","0"
"Mbeya","Climatic Condition","mm","2012M9","0"
"Mbeya","Climatic Condition","mm","2012M10","47.2"
"Mbeya","Climatic Condition","mm","2012M11","37.7"
"Mbeya","Climatic Condition","mm","2012M12","114.6"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M1","24.6"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M2","24.2"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M3","24.7"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M4","24.5"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M5","23.8"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M6","22.3"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M7","22"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M8","23.4"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M9","25.6"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M10","28.1"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M11","27.9"
"Mbeya","Mean Maximum Temperature (°C)","°C","2010M12","25.2"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M1","24.4"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M2","25.4"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M3","24.7"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M4","23.6"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M5","23.6"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M6","23.2"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M7","23.2"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M8","25.3"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M9","27"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M10","28.2"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M11","26.7"
"Mbeya","Mean Maximum Temperature (°C)","°C","2012M12","26.1"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M1","15.1"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M2","15.6"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M3","15.2"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M4","13"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M5","11.1"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M6","8.1"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M7","7.8"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M8","6.5"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M9","9.4"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M10","12.2"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M11","14.2"
"Mbeya","Mean Minimum Temperature (°C )","°C","2010M12","13.9"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M1","14.7"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M2","13.5"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M3","15.1"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M4","12.5"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M5","12.3"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M6","7.1"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M7","5.7"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M8","8.8"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M9","12.3"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M10","15.4"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M11","17.5"
"Mbeya","Mean Minimum Temperature (°C )","°C","2012M12","17.6"
"Mbeya","Population in ""000""","thousands","2002","2063"
"Mbeya","Population in ""000""","thousands","2010","2662"
"Mbeya","Population in ""000""","thousands","2012","2707.41"
"Mbeya","Density/km2","persons per sq. km","2010","44"
"Mbeya","Density/km2","persons per sq. km","2012","45"
"Mbeya","Total, % HIV Positive","%","2008","7.9"
"Mbeya","Total, % HIV Positive","%","2012","9"
"Mbeya","Number of Household, Short Rainy Season","","2008","97639"
"Mbeya","Planted Area (ha), Short Rainy Season","Hectares","2008","52573"
"Mbeya","Number of Household, Long Rainy Season","","2008","431213"
"Mbeya","Planted Area (ha), Long Rainy Season","Hectares","2008","515810"
"Mbeya","Total area Planted (ha)","Hectares","2008","568383"
"Mbeya","% Area Planted in Short Rainy Season","%","2008","9.2"
"Mbeya","Maize, Quantity Harvested (tons/ha)","","2003","286213"
"Mbeya","Maize, Quantity Harvested (tons/ha)","","2008","494810"
"Mbeya","Paddy, Quantity Harvested (tons/ha)","","2003","62780"
"Mbeya","Paddy, Quantity Harvested (tons/ha)","","2008","164065"
"Singida","Climatic Condition","mm","2010M1","94.3"
"Singida","Climatic Condition","mm","2010M2","130.7"
"Singida","Climatic Condition","mm","2010M3","64"
"Singida","Climatic Condition","mm","2010M4","5.8"
"Singida","Climatic Condition","mm","2010M5","3.7"
"Singida","Climatic Condition","mm","2010M6","0"
"Singida","Climatic Condition","mm","2010M7","0"
"Singida","Climatic Condition","mm","2010M8","0"
"Singida","Climatic Condition","mm","2010M9","0"
"Singida","Climatic Condition","mm","2010M10","0"
"Singida","Climatic Condition","mm","2010M11","29.6"
"Singida","Climatic Condition","mm","2010M12","132"
"Singida","Climatic Condition","mm","2012M1","107.1"
"Singida","Climatic Condition","mm","2012M2","52.6"
"Singida","Climatic Condition","mm","2012M3","97.6"
"Singida","Climatic Condition","mm","2012M4","38.3"
"Singida","Climatic Condition","mm","2012M5","4.8"
"Singida","Climatic Condition","mm","2012M6","0"
"Singida","Climatic Condition","mm","2012M7","0"
"Singida","Climatic Condition","mm","2012M8","1.5"
"Singida","Climatic Condition","mm","2012M9","0"
"Singida","Climatic Condition","mm","2012M10","6.3"
"Singida","Climatic Condition","mm","2012M11","36.4"
"Singida","Climatic Condition","mm","2012M12","201.9"
"Singida","Mean Maximum Temperature (°C)","°C","2010M1","27.2"
"Singida","Mean Maximum Temperature (°C)","°C","2010M2","28.1"
"Singida","Mean Maximum Temperature (°C)","°C","2010M3","28.1"
"Singida","Mean Maximum Temperature (°C)","°C","2010M4","27.9"
"Singida","Mean Maximum Temperature (°C)","°C","2010M5","27.1"
"Singida","Mean Maximum Temperature (°C)","°C","2010M6","26.5"
"Singida","Mean Maximum Temperature (°C)","°C","2010M7","25.7"
"Singida","Mean Maximum Temperature (°C)","°C","2010M8","26.8"
"Singida","Mean Maximum Temperature (°C)","°C","2010M9","28.3"
"Singida","Mean Maximum Temperature (°C)","°C","2010M10","30.4"
"Singida","Mean Maximum Temperature (°C)","°C","2010M11","30.3"
"Singida","Mean Maximum Temperature (°C)","°C","2010M12","28.1"
"Singida","Mean Maximum Temperature (°C)","°C","2012M1","27.4"
"Singida","Mean Maximum Temperature (°C)","°C","2012M2","28.4"
"Singida","Mean Maximum Temperature (°C)","°C","2012M3","27.4"
"Singida","Mean Maximum Temperature (°C)","°C","2012M4","26.2"
"Singida","Mean Maximum Temperature (°C)","°C","2012M5","26.1"
"Singida","Mean Maximum Temperature (°C)","°C","2012M6","26"
"Singida","Mean Maximum Temperature (°C)","°C","2012M7","26.1"
"Singida","Mean Maximum Temperature (°C)","°C","2012M8","27"
"Singida","Mean Maximum Temperature (°C)","°C","2012M9","28.4"
"Singida","Mean Maximum Temperature (°C)","°C","2012M10","30"
"Singida","Mean Maximum Temperature (°C)","°C","2012M11","29.2"
"Singida","Mean Maximum Temperature (°C)","°C","2012M12","27.6"
"Singida","Mean Minimum Temperature (°C )","°C","2010M1","17.2"
"Singida","Mean Minimum Temperature (°C )","°C","2010M2","17.7"
"Singida","Mean Minimum Temperature (°C )","°C","2010M3","17.8"
"Singida","Mean Minimum Temperature (°C )","°C","2010M4","17.6"
"Singida","Mean Minimum Temperature (°C )","°C","2010M5","16.8"
"Singida","Mean Minimum Temperature (°C )","°C","2010M6","15"
"Singida","Mean Minimum Temperature (°C )","°C","2010M7","13.8"
"Singida","Mean Minimum Temperature (°C )","°C","2010M8","14.1"
"Singida","Mean Minimum Temperature (°C )","°C","2010M9","14.9"
"Singida","Mean Minimum Temperature (°C )","°C","2010M10","17"
"Singida","Mean Minimum Temperature (°C )","°C","2010M11","18"
"Singida","Mean Minimum Temperature (°C )","°C","2010M12","17.3"
"Singida","Mean Minimum Temperature (°C )","°C","2012M1","16.9"
"Singida","Mean Minimum Temperature (°C )","°C","2012M2","16.9"
"Singida","Mean Minimum Temperature (°C )","°C","2012M3","16.9"
"Singida","Mean Minimum Temperature (°C )","°C","2012M4","16.6"
"Singida","Mean Minimum Temperature (°C )","°C","2012M5","15.7"
"Singida","Mean Minimum Temperature (°C )","°C","2012M6","14.5"
"Singida","Mean Minimum Temperature (°C )","°C","2012M7","13.6"
"Singida","Mean Minimum Temperature (°C )","°C","2012M8","14.2"
"Singida","Mean Minimum Temperature (°C )","°C","2012M9","15.1"
"Singida","Mean Minimum Temperature (°C )","°C","2012M10","17.1"
"Singida","Mean Minimum Temperature (°C )","°C","2012M11","17.9"
"Singida","Mean Minimum Temperature (°C )","°C","2012M12","17.5"
"Singida","Population in ""000""","thousands","2002","1087"
"Singida","Population in ""000""","thousands","2010","1367"
"Singida","Population in ""000""","thousands","2012","1370.637"
"Singida","Density/km2","persons per sq. km","2010","28"
"Singida","Density/km2","persons per sq. km","2012","28"
"Singida","Total, % HIV Positive","%","2008","2.6"
"Singida","Total, % HIV Positive","%","2012","3.3"
"Singida","Number of Household, Short Rainy Season","","2008","0"
"Singida","Planted Area (ha), Short Rainy Season","Hectares","2008","0"
"Singida","Number of Household, Long Rainy Season","","2008","215908"
"Singida","Planted Area (ha), Long Rainy Season","Hectares","2008","464584"
"Singida","Total area Planted (ha)","Hectares","2008","464584"
"Singida","% Area Planted in Short Rainy Season","%","2008","0"
"Singida","Maize, Quantity Harvested (tons/ha)","","2003","54396"
"Singida","Maize, Quantity Harvested (tons/ha)","","2008","190491"
"Singida","Paddy, Quantity Harvested (tons/ha)","","2003","1973"
"Singida","Paddy, Quantity Harvested (tons/ha)","","2008","15051"
"Songea","Climatic Condition","mm","2010M1","326.1"
"Songea","Climatic Condition","mm","2010M2","230.9"
"Songea","Climatic Condition","mm","2010M3","151.1"
"Songea","Climatic Condition","mm","2010M4","67"
"Songea","Climatic Condition","mm","2010M5","15.4"
"Songea","Climatic Condition","mm","2010M6","2.3"
"Songea","Climatic Condition","mm","2010M7","0"
"Songea","Climatic Condition","mm","2010M8","1.4"
"Songea","Climatic Condition","mm","2010M9","0"
"Songea","Climatic Condition","mm","2010M10","2.1"
"Songea","Climatic Condition","mm","2010M11","0.3"
"Songea","Climatic Condition","mm","2010M12","159"
"Songea","Mean Maximum Temperature (°C)","°C","2010M1","28.8"
"Songea","Mean Maximum Temperature (°C)","°C","2010M2","28"
"Songea","Mean Maximum Temperature (°C)","°C","2010M3","27.9"
"Songea","Mean Maximum Temperature (°C)","°C","2010M4","27.2"
"Songea","Mean Maximum Temperature (°C)","°C","2010M5","26.5"
"Songea","Mean Maximum Temperature (°C)","°C","2010M6","24.6"
"Songea","Mean Maximum Temperature (°C)","°C","2010M7","24.3"
"Songea","Mean Maximum Temperature (°C)","°C","2010M8","25.4"
"Songea","Mean Maximum Temperature (°C)","°C","2010M9","28.4"
"Songea","Mean Maximum Temperature (°C)","°C","2010M10","31.1"
"Songea","Mean Maximum Temperature (°C)","°C","2010M11","31.6"
"Songea","Mean Maximum Temperature (°C)","°C","2010M12","29.2"
"Songea","Mean Minimum Temperature (°C )","°C","2010M9","17.7"
"Songea","Mean Minimum Temperature (°C )","°C","2010M10","19.8"
"Songea","Mean Minimum Temperature (°C )","°C","2010M11","20.2"
"Songea","Mean Minimum Temperature (°C )","°C","2010M12","18.3"
"Sumbawanga","Climatic Condition","mm","2010M1","179.2"
"Sumbawanga","Climatic Condition","mm","2010M2","154.6"
"Sumbawanga","Climatic Condition","mm","2010M3","162.2"
"Sumbawanga","Climatic Condition","mm","2010M4","8.2"
"Sumbawanga","Climatic Condition","mm","2010M5","23"
"Sumbawanga","Climatic Condition","mm","2010M6","0"
"Sumbawanga","Climatic Condition","mm","2010M7","0"
"Sumbawanga","Climatic Condition","mm","2010M8","0"
"Sumbawanga","Climatic Condition","mm","2010M9","0"
"Sumbawanga","Climatic Condition","mm","2010M10","0"
"Sumbawanga","Climatic Condition","mm","2010M11","17.1"
"Sumbawanga","Climatic Condition","mm","2010M12","261.3"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M1","24"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M2","24"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M3","24.6"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M4","24.8"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M5","25.4"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M6","24.6"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M7","24.1"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M8","25.8"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M9","26.9"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M10","28.4"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M11","27"
"Sumbawanga","Mean Maximum Temperature (°C)","°C","2010M12","24"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M1","13.1"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M2","15.2"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M3","13.8"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M4","14.5"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M5","13.4"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M6","10.4"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M7","9.7"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M8","9.8"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M9","12.6"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M10","14"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M11","15.6"
"Sumbawanga","Mean Minimum Temperature (°C )","°C","2010M12","14.4"
"Bukoba","Climatic Condition","mm","2010M1","134.9"
"Bukoba","Climatic Condition","mm","2010M2","385.9"
"Bukoba","Climatic Condition","mm","2010M3","173.6"
"Bukoba","Climatic Condition","mm","2010M4","425.1"
"Bukoba","Climatic Condition","mm","2010M5","243.4"
"Bukoba","Climatic Condition","mm","2010M6","111.7"
"Bukoba","Climatic Condition","mm","2010M7","7"
"Bukoba","Climatic Condition","mm","2010M8","9.5"
"Bukoba","Climatic Condition","mm","2010M9","129.9"
"Bukoba","Climatic Condition","mm","2010M10","73.5"
"Bukoba","Climatic Condition","mm","2010M11","118.8"
"Bukoba","Climatic Condition","mm","2010M12","176.3"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M1","26.9"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M2","26.8"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M3","26.8"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M4","26.9"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M5","26.4"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M6","26.3"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M7","25.8"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M8","26.7"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M9","26.2"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M10","27"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M11","27"
"Bukoba","Mean Maximum Temperature (°C)","°C","2010M12","25.9"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M1","18.3"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M2","18.6"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M3","19"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M4","19.3"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M5","19.3"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M6","18.5"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M7","17.8"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M8","17.7"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M9","17.9"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M10","18.2"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M11","18"
"Bukoba","Mean Minimum Temperature (°C )","°C","2010M12","17.4"
"Tabora","Climatic Condition","mm","2010M1","119.9"
"Tabora","Climatic Condition","mm","2010M2","158.6"
"Tabora","Climatic Condition","mm","2010M3","248.2"
"Tabora","Climatic Condition","mm","2010M4","41.3"
"Tabora","Climatic Condition","mm","2010M5","60.3"
"Tabora","Climatic Condition","mm","2010M6","0"
"Tabora","Climatic Condition","mm","2010M7","0"
"Tabora","Climatic Condition","mm","2010M8","0"
"Tabora","Climatic Condition","mm","2010M9","6.7"
"Tabora","Climatic Condition","mm","2010M10","1.6"
"Tabora","Climatic Condition","mm","2010M11","58.9"
"Tabora","Climatic Condition","mm","2010M12","154.9"
"Tabora","Climatic Condition","mm","2012M1","122.3"
"Tabora","Climatic Condition","mm","2012M2","135.8"
"Tabora","Climatic Condition","mm","2012M3","98.9"
"Tabora","Climatic Condition","mm","2012M4","116.3"
"Tabora","Climatic Condition","mm","2012M5","38"
"Tabora","Climatic Condition","mm","2012M6","0.8"
"Tabora","Climatic Condition","mm","2012M7","0"
"Tabora","Climatic Condition","mm","2012M8","13.9"
"Tabora","Climatic Condition","mm","2012M9","10.3"
"Tabora","Climatic Condition","mm","2012M10","32.8"
"Tabora","Climatic Condition","mm","2012M11","29.9"
"Tabora","Climatic Condition","mm","2012M12","228.9"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M1","28.7"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M2","29.2"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M3","29.5"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M4","30"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M5","30.2"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M6","29.9"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M7","29.5"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M8","30.9"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M9","32.1"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M10","33.5"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M11","32.8"
"Tabora","Mean Maximum Temperature (°C)","°C","2010M12","29.1"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M1","29"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M2","29.7"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M3","29.2"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M4","29"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M5","29.6"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M6","29.3"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M7","29"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M8","31"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M9","32.5"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M10","33.2"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M11","31.6"
"Tabora","Mean Maximum Temperature (°C)","°C","2012M12","29.4"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M1","18.5"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M2","19"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M3","18.9"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M4","17.7"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M5","17.3"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M6","15.4"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M7","15.2"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M8","16.2"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M9","18.4"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M10","20.2"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M11","20.1"
"Tabora","Mean Minimum Temperature (°C )","°C","2010M12","18.2"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M1","18.2"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M2","18.4"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M3","17.8"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M4","18"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M5","16.9"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M6","15.5"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M7","13.9"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M8","16.5"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M9","18.8"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M10","20"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M11","19.5"
"Tabora","Mean Minimum Temperature (°C )","°C","2012M12","18.9"
"Tabora","Population in ""000""","thousands","2002","1710"
"Tabora","Population in ""000""","thousands","2010","2349"
"Tabora","Population in ""000""","thousands","2012","2291.623"
"Tabora","Density/km2","persons per sq. km","2010","31"
"Tabora","Density/km2","persons per sq. km","2012","30"
"Tabora","Total, % HIV Positive","%","2008","6.1"
"Tabora","Total, % HIV Positive","%","2012","5.1"
"Tabora","Number of Household, Short Rainy Season","","2008","393"
"Tabora","Planted Area (ha), Short Rainy Season","Hectares","2008","601"
"Tabora","Number of Household, Long Rainy Season","","2008","287648"
"Tabora","Planted Area (ha), Long Rainy Season","Hectares","2008","688324"
"Tabora","Total area Planted (ha)","Hectares","2008","688925"
"Tabora","% Area Planted in Short Rainy Season","%","2008","0.1"
"Tabora","Maize, Quantity Harvested (tons/ha)","","2003","143122"
"Tabora","Maize, Quantity Harvested (tons/ha)","","2008","376341"
"Tabora","Paddy, Quantity Harvested (tons/ha)","","2003","58661"
"Tabora","Paddy, Quantity Harvested (tons/ha)","","2008","131507"
"Rukwa","Climatic Condition","mm","2012M1","150.7"
"Rukwa","Climatic Condition","mm","2012M2","249.9"
"Rukwa","Climatic Condition","mm","2012M3","84.1"
"Rukwa","Climatic Condition","mm","2012M4","34.6"
"Rukwa","Climatic Condition","mm","2012M5","1"
"Rukwa","Climatic Condition","mm","2012M6","0"
"Rukwa","Climatic Condition","mm","2012M7","0"
"Rukwa","Climatic Condition","mm","2012M8","0"
"Rukwa","Climatic Condition","mm","2012M9","0"
"Rukwa","Climatic Condition","mm","2012M10","4.5"
"Rukwa","Climatic Condition","mm","2012M11","70.8"
"Rukwa","Climatic Condition","mm","2012M12","233.4"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M1","22.9"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M2","24.4"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M3","24.9"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M4","24.8"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M5","25.3"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M6","23.4"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M7","23.4"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M8","26.1"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M9","27.4"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M10","27.8"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M11","24.8"
"Rukwa","Mean Maximum Temperature (°C)","°C","2012M12","23.6"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M1","14.1"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M2","13.2"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M3","13.3"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M4","13.5"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M5","12.3"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M6","8.6"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M7","7.6"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M8","8.9"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M9","11.9"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M10","12.1"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M11","14.1"
"Rukwa","Mean Minimum Temperature (°C )","°C","2012M12","14.4"
"Rukwa","Population in ""000""","thousands","2002","1136"
"Rukwa","Population in ""000""","thousands","2010","1503"
"Rukwa","Population in ""000""","thousands","2012","1004.539"
"Rukwa","Density/km2","persons per sq. km","2010","22"
"Rukwa","Density/km2","persons per sq. km","2012","44"
"Rukwa","Total, % HIV Positive","%","2008","4.5"
"Rukwa","Total, % HIV Positive","%","2012","6.2"
"Rukwa","Number of Household, Short Rainy Season","","2008","2521"
"Rukwa","Planted Area (ha), Short Rainy Season","Hectares","2008","3050"
"Rukwa","Number of Household, Long Rainy Season","","2008","216005"
"Rukwa","Planted Area (ha), Long Rainy Season","Hectares","2008","426358"
"Rukwa","Total area Planted (ha)","Hectares","2008","429408"
"Rukwa","% Area Planted in Short Rainy Season","%","2008","0.7"
"Rukwa","Maize, Quantity Harvested (tons/ha)","","2003","163432"
