field_1,latitude,longitude,adm1
"34423",-4.8958308000,34.8758392700,Kilimanjaro
"34424",-10.3333258100,40.1393185800,Tanga
"34425",-5.4236714900,38.9773318400,Kusini-Pemba
"34426",-8.9654590200,36.6790815400,Tanga
"34427",-6.7279259300,30.3898978700,Shinyanga
"34428",-8.7770021000,33.7853730800,Shinyanga
"34429",-7.6929241300,37.0429991600,Kigoma
"34430",-2.7800099300,33.2179380700,Kagera
"34431",-10.8487274700,39.6957156900,Tanga
"34432",-3.5603596500,33.7550516900,Mbeya
"34433",-3.5039215000,37.0459073400,Kusini-Pemba
"34434",-6.4350397700,37.5318149500,Kusini Unguja
"34435",-2.1530613200,33.4076103800,Kaskazini-Pemba
"34436",-10.7652414300,38.6240642200,Tanga
"34437",-5.8562289600,34.9584693300,Kaskazini-Unguja
"34438",-2.7262620200,33.6178489900,Dodoma
"34439",-1.5482544100,33.8664927400,Dar-Es-Salaam
"34440",-2.7155390200,33.2238052900,Kagera
"34441",-3.2073412200,34.0194947700,Manyara
"34442",-2.0848430400,33.0862250500,Kagera
"34443",-9.5471326400,35.1112475400,Tabora
"34444",-2.5778964100,32.9810986900,Iringa
"34445",-10.6246985800,35.4822374600,Tanga
"34446",-10.7451178900,39.7687107400,Tanga
"34447",-3.2060833400,37.2015193100,Lindi
"34448",-3.0434231100,33.6854225700,Manyara
"34449",-9.0506018700,34.6374829000,Tabora
"34450",-8.9154803200,32.1099049800,Kaskazini-Pemba
"34451",-0.0000000200,0.0000000000,
"34452",-3.4350268200,37.3866025200,Lindi
"34453",-4.2253727600,34.6839138200,Kilimanjaro
"34454",-2.0432267200,33.4835119500,Kaskazini-Pemba
"34455",-4.8123345500,32.4390456000,Kaskazini-Pemba
"34456",-8.9877964200,33.6900542200,Singida
"34457",-5.0581927600,38.3348525900,Arusha
"34458",-3.6994782000,35.5433456400,Kusini Unguja
"34459",-4.0435697500,33.5349711100,Kilimanjaro
"34460",-4.6902928800,34.4530746400,Kilimanjaro
"34461",-8.1475922900,36.6816168000,Kigoma
"34462",-1.8540359100,33.8399530800,Dodoma
"34463",-9.2354164900,34.0719584700,Kaskazini-Unguja
"34464",-4.0701324600,35.3650932200,Kusini Unguja
"34465",-0.0000000200,0.0000000000,
"34466",-7.9566559500,35.7406308700,Kaskazini-Unguja
"34467",-8.1558980500,35.3077513100,Kaskazini-Unguja
"34468",-3.1341273800,37.6234862000,Lindi
"34469",-9.5765156200,33.7976117500,Tabora
"34470",-4.1991182700,32.9071059800,Kilimanjaro
"34471",-10.0418047600,39.5032731100,Tanga
"34472",-9.1629456900,34.5702427900,Tabora
"34473",-10.1317313500,38.4678900800,Tanga
"34474",-2.5617780500,30.5448267300,Shinyanga
"34475",-3.4401445600,36.7176151700,Lindi
"34476",-0.0000000200,0.0000000000,
"34477",-8.8507470400,34.6308354100,Tabora
"34478",-4.4301419700,30.0301092900,Arusha
"34479",-11.4034978200,37.0703708400,Tanga
"34480",-3.4569909300,36.7189645800,Lindi
"34481",-3.3858358500,37.0851054800,Lindi
"34482",-3.0179689600,36.9961767800,Lindi
"34483",-6.2713163500,37.5019746700,Kusini Unguja
"34484",-9.3859070700,35.2943779000,Tabora
"34485",-0.0000000200,0.0000000000,
"34486",-10.0244835300,39.5644606500,Tanga
"34487",-9.4328118200,33.9334612300,Tabora
"34488",-7.7606786000,35.1216769000,Kaskazini-Unguja
"34489",-11.4593700000,34.9408662800,Tanga
"34490",-4.6479030900,38.0762944200,Arusha
"34491",-3.2227385000,35.8787354900,Kusini Unguja
"34492",-1.2256784900,31.7579235300,Dodoma
"34493",-3.1582968700,36.9531358300,Lindi
"34494",-5.5585961000,30.3561771000,Shinyanga
"34495",-9.6822877600,34.4969111300,Iringa
"34496",-4.7000225800,38.1179138800,Arusha
"34497",-9.8839339800,35.3566619000,Tanga
"34498",-4.6660747400,35.7775587300,Kilimanjaro
"34499",-6.5763791200,37.0606294600,Kigoma
"34500",-6.0010272200,37.7496234200,Kusini Unguja
"34501",-3.9228992100,32.7573610300,Kagera
"34502",-3.3981343700,37.1882280500,Lindi
"34503",-9.1128520500,34.5226711600,Tabora
"34504",-3.6099653200,37.6628067200,Lindi
"34505",-3.3982925400,37.5615971200,Manyara
"34506",-4.2077845700,35.5520096500,Lake Victoria
"34507",-7.1416907700,33.4847833100,Kaskazini-Pemba
"34508",-4.1790654000,35.1917272400,Kusini Unguja
"34509",-3.4098237500,37.3672340100,Manyara
"34510",-9.1058870600,34.6970917200,Tabora
"34511",-3.6017641100,30.5142700800,Shinyanga
"34512",-0.0000000200,0.0000000000,
"34513",-5.1096190300,38.5413959500,Arusha
"34514",-2.6952304200,31.3320015200,Shinyanga
"34515",-4.1124824100,32.9838979100,Kilimanjaro
"34516",-6.0553650700,35.9836825400,Kigoma
"34517",-9.2721064400,35.0096749400,Tabora
"34518",-4.5249875300,35.8408711600,Kilimanjaro
"34519",-4.1629324100,35.2757867700,Kusini Unguja
"34520",-2.5958302000,36.8184739500,Lindi
"34521",-7.9327819000,36.0953537700,Kaskazini-Unguja
"34522",-3.3273341900,36.9154959500,Lindi
"34523",-10.1256349200,34.9334769700,Iringa
"34524",-10.0557371600,39.6267417100,Tanga
"34525",-2.7906341200,31.4713383100,Shinyanga
"34526",-2.6399025500,31.7552771300,Shinyanga
"34527",-2.9822574100,34.0108085500,Kaskazini-Pemba
"34528",-9.4211888700,33.9313962600,Tabora
"34529",-2.5757656900,32.7218362800,Dar-Es-Salaam
"34530",-3.8048528800,33.4975098700,Kagera
"34531",-10.3028459900,39.3605724000,Tanga
"34532",-0.0000000200,0.0000000000,
"34533",-4.7026338400,34.8017165900,Kilimanjaro
"34534",-8.0220301000,33.2641579600,Kaskazini-Pemba
"34535",-4.4390380100,37.9582021000,Lindi
"34536",-4.5554721100,34.8440361700,Kilimanjaro
"34537",-10.6286915500,35.4793590500,Tanga
"34538",-7.4264596200,37.6714304200,Kusini Unguja
"34539",-3.3099431200,37.2076757900,Lindi
"34540",-2.4994254100,33.0473598900,Dodoma
"34541",-2.5258935600,36.4838637600,Lindi
"34542",-9.4463906900,34.2061802300,Kaskazini-Unguja
"34543",-5.0110712600,31.9228897000,Shinyanga
"34544",-10.3261975000,38.9883134200,Tanga
"34545",-9.6855251800,33.8968501200,
"34546",-5.0349664400,39.0415414500,Arusha
"34547",-8.5258386600,39.1749193600,Kusini-Pemba
"34548",-8.1278878700,36.6819597400,Kigoma
"34549",-10.1924976200,39.5333276600,Tanga
"34550",-4.8894987900,29.7525494500,Tabora
"34551",-6.3582417200,36.6252835800,Kigoma
"34552",-8.2660840700,35.1989547000,Kaskazini-Unguja
"34553",-3.8716167100,33.1446872200,Kagera
"34554",-4.6171275500,30.2655921200,Arusha
"34555",-4.4807103500,30.1638783000,Arusha
"34556",-4.1844346100,32.7402170600,Kilimanjaro
"34557",-10.5994461000,37.8279882700,Tanga
"34558",-10.8516376900,38.9774050500,Tanga
"34559",-7.3557563400,36.0119481200,Kaskazini-Unguja
"34560",-4.7865158400,29.7240924300,Tabora
"34561",-10.7268507300,34.8577347700,Tanga
"34562",-5.7678613500,32.7309860200,Kaskazini-Pemba
"34563",-8.5279752800,35.0891639600,Kaskazini-Unguja
"34564",-4.2181919600,35.1410914700,Kusini Unguja
"34565",-5.9410394900,37.2799122200,Kusini Unguja
"34566",-3.4624006100,33.6680900000,Mbeya
"34567",-7.1802971500,39.2249488600,Kusini-Pemba
"34568",-1.5918884900,30.9259143200,Ruvuma
"34569",-3.1955393800,34.1572071600,Manyara
"34570",-6.1194478300,38.3978813000,Kusini-Pemba
"34571",-8.1530134400,36.6834671800,Kigoma
"34572",-3.2391081800,37.2004903500,Lindi
"34573",-7.9713210100,39.7457376200,Pwani
"34574",-3.7469746600,33.4140047200,Kagera
"34575",-3.3221879000,32.8368756300,Dar-Es-Salaam
"34576",-3.5384095000,37.6973541200,Lindi
"34577",-9.8871349400,35.2765463600,Tanga
"34578",-4.8018207300,39.1496137000,Arusha
"34579",-2.8252565900,32.7383692000,Dar-Es-Salaam
"34580",-1.4176460800,31.1654919400,Ruvuma
"34581",-9.2302978100,33.0041483100,Kaskazini-Pemba
"34582",-3.1977918100,30.8905551400,Shinyanga
"34583",-9.4169565400,33.9343050000,Tabora
"34584",-8.8619968800,34.7166309200,Tabora
"34585",-6.9124649800,39.0744099300,Kusini-Pemba
"34586",-9.1912335600,39.6019716000,Kusini-Pemba
"34587",-4.8438351800,29.9822224600,Tabora
"34588",-9.3871128300,35.2906041500,Tabora
"34589",-5.2739341800,38.5240117700,Arusha
"34590",-4.4471154800,30.2934869200,Arusha
"34591",-10.9489339700,39.1087057200,Tanga
"34592",-11.5012074900,37.3678705900,Tanga
"34593",-7.4349216900,38.6844940500,Kusini-Pemba
"34594",-2.9472379200,30.8388893000,Shinyanga
"34595",-4.2913238400,37.8939838700,Lindi
"34596",-6.7245676200,38.7848696100,Kusini-Pemba
"34597",-11.0670797100,34.8811833600,Tanga
"34598",-1.7524730100,31.0014260100,Ruvuma
"34599",-4.2119330000,34.9095985700,Kilimanjaro
"34600",-9.3243930100,34.5426363000,Tabora
"34601",-3.8725385300,34.6194585000,Kusini Unguja
"34602",-3.3237800700,37.6022273400,Manyara
"34603",-7.7485704600,31.3554815800,Kaskazini-Pemba
"34604",-8.2097525500,35.0543051300,Kaskazini-Unguja
"34605",-7.0193255300,39.2191623500,Kusini-Pemba
"34606",-3.7155884000,33.5914150600,Mbeya
"34607",-8.7367065600,33.7139372700,Shinyanga
"34608",-0.0000000200,0.0000000000,
"34609",-2.0899141900,33.1078337600,Kagera
"34610",-3.1068668300,33.4817542300,Manyara
"34611",-10.6722373400,35.6721386700,Tanga
"34612",-6.9681908500,36.4052330500,Kigoma
"34613",-2.5952254400,30.5478495000,Shinyanga
"34614",-5.3493890700,38.9812609000,Kusini-Pemba
"34615",-8.6910860800,32.0718721300,Kaskazini-Pemba
"34616",-3.9557569600,35.8412191000,Lake Victoria
"34617",-1.1707077400,31.8547100700,Dodoma
"34618",-3.3205840000,37.4441308300,Manyara
"34619",-3.5963448500,30.5520420900,Shinyanga
"34620",-3.1946737500,36.8801460300,Lindi
"34621",-1.9901102800,32.9308899600,Kagera
"34622",-5.6634858800,35.3953850900,Kigoma
"34623",-6.5604689000,38.8602366800,Kusini-Pemba
"34624",-3.6858261700,33.1222827800,Kagera
"34625",-5.2919586300,39.0595765100,Arusha
"34626",-0.0000000200,0.0000000000,
"34627",-8.9315593400,33.5426372500,Shinyanga
"34628",-4.2739905300,35.8561371300,Lake Victoria
"34629",-7.9552665800,36.8592492500,Kigoma
"34630",-7.9499984600,38.9902962300,Kusini-Pemba
"34631",-4.9003637600,29.7473524900,Tabora
"34632",-1.7718535300,34.6002828600,Kaskazini-Pemba
"34633",-7.6287013100,31.0941646400,Kaskazini-Pemba
"34634",-6.1435509300,37.5886295500,Kusini Unguja
"34635",-2.3759227300,34.7225309400,Kaskazini-Pemba
"34636",-4.2188744200,33.2350056000,Kilimanjaro
"34637",-1.9577889600,35.3689319100,Manyara
"34638",-4.5523000300,30.2191719800,Arusha
"34639",-5.0004080800,34.8456253400,Kilimanjaro
"34640",-4.8686872700,32.8364421900,Kaskazini-Pemba
"34641",-4.4605433500,29.8167519500,Arusha
"34642",-6.6428218600,38.7790316100,Kusini-Pemba
"34643",-9.3384158300,33.6594833200,Singida
"34644",-4.8408691600,29.7369153600,Tabora
"34645",-8.8201012900,34.6294633200,Tabora
"34646",-8.2262687300,35.8831259800,Kaskazini-Unguja
"34647",-2.0726322000,32.9978727600,Kagera
"34648",-10.9874172000,34.9434789900,Tanga
"34649",-5.1785329800,32.7350740800,Kaskazini-Pemba
"34650",-3.7009661600,37.5778511200,Lindi
"34651",-9.2990466500,33.5298187400,Singida
"34652",-6.7377066100,32.4789863500,Shinyanga
"34653",-3.1759484300,33.8818411300,Manyara
"34654",-2.6212863700,30.4831369100,Shinyanga
"34655",-9.2323213000,34.6155537300,Tabora
"34656",-2.4304438500,33.1045019700,Dodoma
"34657",-10.5421430500,35.6080505700,Tanga
"34658",-4.8532689000,38.3016605400,Arusha
"34659",-2.6968013000,33.7109889600,Kaskazini-Pemba
"34660",-8.1541459400,35.6580798300,Kaskazini-Unguja
"34661",-7.8393234500,31.5169275600,Kaskazini-Pemba
"34662",-1.5816926100,31.1746584600,Ruvuma
"34663",-4.2245285900,35.4109129100,Lake Victoria
"34664",-8.9834846600,34.7437196900,Tabora
"34665",-9.5920691400,33.8660631800,Tabora
"34666",-5.8056583600,38.6637392700,Arusha
"34667",-5.9916952000,34.9403118600,Kaskazini-Unguja
"34668",-3.3265072800,33.8757919400,Manyara
"34669",-9.2622914400,33.0119073100,Kaskazini-Pemba
"34670",-8.2850660200,35.9358069200,Kaskazini-Unguja
"34671",-6.1400000800,35.9443585200,Kigoma
"34672",-6.3050783100,37.4418593900,Kusini Unguja
"34673",-9.1743733500,33.7594429400,Singida
"34674",-3.6747787800,37.6497737600,Lindi
"34675",-3.8344136200,34.2529101700,Mbeya
"34676",-4.2626262900,38.0114042200,Lindi
"34677",-4.5158454700,34.5951157700,Kilimanjaro
"34678",-9.1239477200,34.7729985900,Tabora
"34679",-8.8234602600,34.9468750400,Tabora
"34680",-3.3120749700,37.2861187000,Lindi
"34681",-10.7797032600,39.2961698500,Tanga
"34682",-6.9335416800,38.7200491500,Kusini-Pemba
"34683",-7.4625354000,35.4761242700,Kaskazini-Unguja
"34684",-6.4268492000,35.3300174200,Kigoma
"34685",-1.8206919200,31.6103356000,Kaskazini-Pemba
"34686",-9.2247244000,33.6413126100,Singida
"34687",-3.2327080300,31.0019134200,Shinyanga
"34688",-9.0177947900,34.5988986200,Tabora
"34689",-3.1634784800,37.6223560700,Lindi
"34690",-8.8779199500,33.3656430900,Shinyanga
"34691",-4.1955733500,32.9878370400,Kilimanjaro
"34692",-10.5373934600,35.8682622300,Tanga
"34693",-3.5628401500,36.6534667100,Lindi
"34694",-4.0766331700,37.1378215500,Kusini-Pemba
"34695",-6.3342823800,35.7497632500,Kigoma
"34696",-5.5697621300,36.1619720400,Kigoma
"34697",-4.5071737000,38.3934250100,Lindi
"34698",-10.5137024100,40.2213545800,Tanga
"34699",-3.6313110000,30.7262208200,Shinyanga
"34700",-3.5775968400,30.6126068300,Shinyanga
"34701",-3.8094614600,33.3751750300,Kagera
"34702",-3.3377879300,35.6842405700,Kusini Unguja
"34703",-6.0377154100,38.7743902400,Kusini-Pemba
"34704",-3.2497235400,36.6306266700,Lindi
"34705",-2.1294778000,33.5919984900,Kaskazini-Pemba
"34706",-8.1293381500,36.6816677800,Kigoma
"34707",-7.9022817400,35.9943777100,Kaskazini-Unguja
"34708",-3.8577973400,33.8500767100,Mbeya
"34709",-7.9685669600,39.7415186400,Pwani
"34710",-4.4141493100,35.5493545100,Kusini Unguja
"34711",-6.7045439200,36.3829740900,Kigoma
"34712",-6.0565094600,35.8917873100,Kigoma
"34713",-4.8669929800,38.7995699600,Arusha
"34714",-9.1695352200,33.5869267200,Singida
"34715",-1.2694458600,31.8578644400,Dodoma
"34716",-10.1721117700,38.9212267300,Tanga
"34717",-3.2251987400,37.5869855900,Lindi
"34718",-3.3490669900,37.2154219900,Lindi
"34719",-3.3834795800,36.9482056900,Lindi
"34720",-3.3020827000,37.2835649900,Lindi
"34721",-2.8431280000,33.1411974000,Kagera
"34722",-0.0000000200,0.0000000000,
"34723",-4.5017179000,38.3898942500,Lindi
"34724",-10.9010889500,37.8002762400,Tanga
"34725",-3.3064042300,36.8238877800,Lindi
"34726",-6.9146336500,39.1939616400,Kusini-Pemba
"34727",-2.5334831400,36.7174673800,Lindi
"34728",-4.1371589400,37.9016276200,Lindi
"34729",-8.7439114100,34.8133160000,Tabora
"34730",-4.2496355900,30.1922523400,Arusha
"34731",-8.1520178600,34.8622365100,Shinyanga
"34732",-8.1454342400,36.6800832500,Kigoma
"34733",-3.4886252200,33.3533514600,Mbeya
"34734",-7.5127082300,35.4692160900,Kaskazini-Unguja
"34735",-3.5145062800,36.9191554400,Lindi
"34736",-2.6343639600,30.4677325200,Shinyanga
"34737",-6.2423392100,35.8342935100,Kigoma
"34738",-2.1042071400,33.4205925300,Kaskazini-Pemba
"34739",-9.0506498300,33.2734975100,Shinyanga
"34740",-5.7792462100,38.8531628300,
"34741",-3.9401239200,30.6056328600,Shinyanga
"34742",-5.0011965200,34.7552134500,Kilimanjaro
"34743",-4.5395214000,38.2376831300,Lindi
"34744",-4.0117783500,33.1923928000,Kilimanjaro
"34745",-4.8532836400,33.1385042000,Kaskazini-Pemba
"34746",-3.1779914600,33.7742345300,Manyara
"34747",-3.5269999400,36.9500451100,Lindi
"34748",-3.1710854300,37.6301309400,Lindi
"34749",-7.6950402000,36.9586869900,Kigoma
"34750",-9.1880369400,34.4390778600,Tabora
"34751",-3.9434864200,33.3649767400,Kilimanjaro
"34752",-10.1505666900,38.6874701600,Tanga
"34753",-3.8391758400,36.7206127900,Kusini-Pemba
"34754",-8.0901107600,36.6952163100,Kigoma
"34755",-1.5575940900,31.5459968400,Dodoma
"34756",-2.6821158500,32.9915813200,Iringa
"34757",-3.5994297900,36.8782874500,Kusini-Pemba
"34758",-6.3083533600,36.6793887800,Kigoma
"34759",-4.8446815300,29.6867268800,Tabora
"34760",-3.9922634600,37.6951636700,Lindi
"34761",-2.9611838800,33.3761352100,Kagera
"34762",-7.6377028900,37.0261367400,Kigoma
"34763",-3.2433534600,36.9231023500,Lindi
"34764",-6.8211748800,37.9036526000,Kusini Unguja
"34765",-5.2278934600,36.4450988300,Kilimanjaro
"34766",-7.8868592200,38.7566409500,Kusini-Pemba
"34767",-2.8721983800,33.4666100600,Kagera
"34768",-4.6618264700,30.0636308100,Arusha
"34769",-9.8325736600,35.2668008900,Tanga
"34770",-11.1677776200,34.9069231300,Tanga
"34771",-10.6813678200,38.9438433100,Tanga
"34772",-4.8421181300,29.9709955100,Tabora
"34773",-6.9140400800,39.1332950200,Kusini-Pemba
"34774",-5.1118976200,32.5071414700,Kaskazini-Pemba
"34775",-3.0876453700,33.7059320500,Manyara
"34776",-6.2914797300,36.8655913700,Kigoma
"34777",-10.8248278600,39.3049127600,Tanga
"34778",-4.4733551000,38.2348639300,Lindi
"34779",-2.5860557500,31.3752913000,Shinyanga
"34780",-5.7491079300,34.8356698900,Kaskazini-Unguja
"34781",-7.1944460700,36.7959764600,Kigoma
"34782",-3.1480531300,31.0675628000,Shinyanga
"34783",-2.4314225300,30.5813917700,Shinyanga
"34784",-5.6927359700,36.1679982400,Kigoma
"34785",-6.6866298700,37.1296116100,Kigoma
"34786",-2.0488377800,32.8744206300,Dar-Es-Salaam
"34787",-0.0000000200,0.0000000000,
"34788",-1.6145917300,31.5740514500,Dodoma
"34789",-2.8935287800,31.1708112600,Shinyanga
"34790",-3.3120974400,32.4755509400,Kagera
"34791",-3.4693244500,31.8890260100,Kaskazini-Pemba
"34792",-1.9668237500,33.8289329900,Kaskazini-Pemba
"34793",-1.2139855000,31.7000900500,Dodoma
"34794",-9.4334273900,35.1372187900,Tabora
"34795",-6.0479481200,36.5870517400,Kigoma
"34796",-3.1071892000,31.1364278800,Shinyanga
"34797",-4.8829535400,38.2917370500,Arusha
"34798",-6.1330489200,37.6124163100,Kusini Unguja
"34799",-3.1299453100,37.6657639500,Lindi
"34800",-4.4373295500,29.9273093900,Arusha
"34801",-9.8981006600,39.0383121800,Tanga
"34802",-9.2052561700,34.4075512600,Kaskazini-Unguja
"34803",-6.8227293400,38.8661811300,Kusini-Pemba
"34804",-3.0213266300,31.7175696800,Shinyanga
"34805",-3.4596541300,36.5564942600,Lindi
"34806",-4.1168972900,37.9223021300,Lindi
"34807",-4.6480106000,38.2759795400,Lindi
"34808",-7.2220615000,39.2293440600,Kusini-Pemba
"34809",-4.4270477400,37.4945320600,Kusini-Pemba
"34810",-10.1122432500,39.2471752700,Tanga
"34811",-3.3296705400,36.7869352400,Lindi
"34812",-9.6734278700,39.5467728700,Tanga
"34813",-3.3202293700,36.7384498500,Lindi
"34814",-3.3725874300,37.4695656800,Manyara
"34815",-3.2517966200,37.6300263800,Lindi
"34816",-3.1982293400,37.1439535200,Lindi
"34817",-9.1186433400,33.4939545600,Singida
"34818",-10.8581542000,35.3436741900,Tanga
"34819",-1.7376812800,34.6889828800,Kaskazini-Pemba
"34820",-4.6153778400,30.2703133100,Arusha
"34821",-0.0000000200,0.0000000000,
"34822",-7.9334678800,36.0978884000,Kaskazini-Unguja
"34823",-7.4913884200,39.1460638500,Kusini-Pemba
"34824",-1.5002057900,33.7021150900,Dar-Es-Salaam
"34825",-4.0037275500,35.4645943400,Kusini Unguja
"34826",-4.5861621700,30.1112265800,Arusha
"34827",-6.9568995300,36.2607108200,Kigoma
"34828",-9.0373085200,32.5805937500,Kaskazini-Pemba
"34829",-10.5647297200,35.8472033900,Tanga
"34830",-5.1530157100,31.9605584400,Shinyanga
"34831",-8.4679743700,35.0026959500,Kaskazini-Unguja
"34832",-6.0347258600,35.8289352400,Kigoma
"34833",-4.2271194500,35.0106198900,Kusini Unguja
"34834",-10.7530122700,36.0190026200,Tanga
"34835",-10.6834854700,38.6632182800,Tanga
"34836",-1.7352914700,31.0006593900,Ruvuma
"34837",-2.9737599200,34.2376310000,Kaskazini-Pemba
"34838",-6.3232771100,31.1744367200,Shinyanga
"34839",-2.1671399800,31.4963148000,Kaskazini-Pemba
"34840",-9.3120757400,34.5183604500,Tabora
"34841",-8.0047531700,38.7783085300,Kusini-Pemba
"34842",-7.5394007200,39.3895356400,
"34843",-10.8410999600,39.6242788400,Tanga
"34844",-7.2411709900,35.7186372500,Kaskazini-Unguja
"34845",-3.0306507600,34.0382936800,Kaskazini-Pemba
"34846",-3.5441054700,35.3498213300,Kusini Unguja
"34847",-4.0693481600,32.9596206100,Kilimanjaro
"34848",-5.4818350000,38.8859025700,Kusini-Pemba
"34849",-8.3246484100,35.3147431000,Kaskazini-Unguja
"34850",-4.9660232400,34.8583549800,Kilimanjaro
"34851",-4.3412401300,34.8266040600,Kilimanjaro
"34852",-1.8365440700,34.7130048100,Kaskazini-Pemba
"34853",-4.9053133300,32.0303005300,Shinyanga
"34854",-9.6689017700,37.9593260600,Tanga
"34855",-7.4744167500,35.8620928200,Kaskazini-Unguja
"34856",-8.4104624700,36.6303629600,Tanga
"34857",-3.5881247500,30.7246911600,Shinyanga
"34858",-9.4927676600,33.6833059600,Singida
"34859",-9.2831799400,32.8472854600,Kaskazini-Pemba
"34860",-6.9036046600,39.2280662900,Kusini-Pemba
"34861",-6.9533527800,36.4861532000,Kigoma
"34862",-2.4927060100,32.8058010100,Dar-Es-Salaam
"34863",-4.2028931200,32.6551022200,Kagera
"34864",-7.9171443100,35.4773006900,Kaskazini-Unguja
"34865",-4.4741790100,35.3402779900,Kusini Unguja
"34866",-3.3255691700,36.8950303200,Lindi
"34867",-4.8291937000,38.3734626400,Lindi
"34868",-3.1805475700,33.4026762400,Kagera
"34869",-4.8096023000,30.0128839200,Arusha
"34870",-8.9779777800,34.8226789500,Tabora
"34871",-3.4105985100,37.4685048700,Manyara
"34872",-5.5603455300,36.2642473800,Kigoma
"34873",-3.2715194800,37.3045649800,Lindi
"34874",-3.2923409500,36.6340687500,Lindi
"34875",-3.2417746900,36.9392152900,Lindi
"34876",-6.3030442900,36.8070943800,Kigoma
"34877",-0.0000000200,0.0000000000,
"34878",-7.5987740900,31.2684085500,Kaskazini-Pemba
"34879",-9.1672093900,34.6920385600,Tabora
"34880",-2.8977966700,31.2081084100,Shinyanga
"34881",-4.8477837300,38.1882903900,Arusha
"34882",-2.4070430600,33.1316777800,Dar-Es-Salaam
"34883",-2.8906751600,34.1053516900,Kaskazini-Pemba
"34884",-9.8777972900,39.7402894100,Tanga
"34885",-2.7105914100,31.3169613500,Shinyanga
"34886",-9.6797034000,34.6832320000,Iringa
"34887",-7.5993867200,36.1091794100,Kaskazini-Unguja
"34888",-3.0968039000,34.3445146200,Kusini Unguja
"34889",-1.4666947400,31.7994717300,Dodoma
"34890",-3.0366837900,36.7015179800,Lindi
"34891",-4.1394047000,37.9031917800,Lindi
"34892",-4.7930116600,34.6497729900,Kilimanjaro
"34893",-4.7798546400,32.9627771700,Kaskazini-Pemba
"34894",-10.6691574600,35.5963136300,Tanga
"34895",-9.0046147100,33.2708907600,Shinyanga
"34896",-1.7807110600,31.5989835300,Kaskazini-Pemba
"34897",-11.0360271500,34.7986953200,Tanga
"34898",-10.8504582600,38.9452797000,Tanga
"34899",-1.3220536900,30.8101618700,Ruvuma
"34900",-6.6397740800,36.2727901200,Kigoma
"34901",-9.0861740600,33.5602904900,Singida
"34902",-9.8347875900,35.2654706000,Tanga
"34903",-6.5163298500,38.8916439000,Kusini-Pemba
"34904",-3.2159704500,37.2496805200,Lindi
"34905",-9.3145288500,33.0622801400,Kaskazini-Pemba
"34906",-7.5486797600,35.9508096200,Kaskazini-Unguja
"34907",-0.0000000200,0.0000000000,
"34908",-2.6543433300,31.5708017500,Shinyanga
"34909",-10.5291209000,34.8660522100,Tanga
"34910",-4.1666266200,37.4811507300,Kusini-Pemba
"34911",-4.8068737800,38.8155030800,Arusha
"34912",-1.3376319400,31.7978323900,Dodoma
"34913",-3.3691051400,36.7818544000,Lindi
"34914",-5.5454523400,38.9660734600,Kusini-Pemba
"34915",-5.4960484200,38.4774037100,Arusha
"34916",-8.4136682600,33.1637007000,Kaskazini-Pemba
"34917",-6.3030423600,35.5728425600,Kigoma
"34918",-10.5474406200,36.0249134800,Tanga
"34919",-8.6277719200,36.6396894900,Tanga
"34920",-6.0775701400,38.2419332700,Kusini-Pemba
"34921",-9.5462307300,34.8207172300,Tabora
"34922",-9.3136872100,34.4631712200,Kaskazini-Unguja
"34923",-6.6983798300,38.8362186400,Kusini-Pemba
"34924",-2.6026061800,35.8748451200,Manyara
"34925",-3.5086633000,37.5626166500,Manyara
"34926",-10.7347801600,35.6560845400,Tanga
"34927",-2.4331491600,31.7158935100,Shinyanga
"34928",-1.8191995900,34.7596471300,Kaskazini-Pemba
"34929",-9.0137337800,34.9274924200,Tabora
"34930",-4.4143989700,29.8036387800,Arusha
"34931",-4.3005541700,35.8933216100,Lake Victoria
"34932",-2.6936769100,33.1693316300,Kagera
"34933",-3.4913556600,36.8516579700,Lindi
"34934",-3.0374468000,36.7013126300,Lindi
"34935",-3.3487255600,36.9644881000,Lindi
"34936",-3.5794994900,35.6136934400,Kusini Unguja
"34937",-4.8737193400,29.6652652100,Tabora
"34938",-7.4150761000,38.9365826700,Kusini-Pemba
"34939",-3.3532845900,36.7468909600,Lindi
"34940",-0.0000000200,0.0000000000,
"34941",-4.4362894200,29.8575687900,Arusha
"34942",-4.5339153300,34.2018294300,Kilimanjaro
"34943",-8.9874529400,34.6703880800,Tabora
"34944",-7.3791370400,39.3130308400,Kusini-Pemba
"34945",-0.0000000200,0.0000000000,
"34946",-8.1468328500,35.6392597600,Kaskazini-Unguja
"34947",-1.9153651300,34.0610296400,Kaskazini-Pemba
"34948",-2.7645452800,31.4523041200,Shinyanga
"34949",-2.9709081300,31.3785282800,Shinyanga
"34950",-3.2617549800,36.6364477300,Lindi
"34951",-3.0728675800,33.3302078700,Kagera
"34952",-5.8910024500,36.4490399700,Kigoma
"34953",-8.9612460200,32.9830730400,Kaskazini-Pemba
"34954",-4.3894063700,34.3350489800,Kilimanjaro
"34955",-7.5527053300,36.1088380200,Kaskazini-Unguja
"34956",-4.5514537100,35.7807220400,Kilimanjaro
"34957",-6.2175969000,35.9897110100,Kigoma
"34958",-2.1500657500,35.7104875600,Manyara
"34959",-3.3552978000,36.7972815100,Lindi
"34960",-9.3450690800,34.1778373200,Kaskazini-Unguja
"34961",-0.0000000200,0.0000000000,
