title,studio,domestic_gross,foreign_gross,year,genre pull,pull from tmdb
I'm Not Ashamed,PFR,2100000,,2016,,[18]
The Dressmaker,BG,2000000,,2016,"Comedy,Drama",
The Handmaiden,Magn.,2000000,,2016,,"[53, 18, 10749]"
Demolition,FoxS,2000000,,2016,,"[35, 18]"
American Honey,A24,663000,1200000,2016,"Adventure,Drama,Romance",[18]
Busco Novio Para Mi Mujer,PNT,1700000,,2016,,[35]
A Perfect Day,IFC,14000,1700000,2016,,"[35, 18, 10752]"
Weiner,IFC,1700000,,2016,,[99]
Rustom,Zee,1100000,571000,2016,,
I Saw the Light,SPC,1600000,,2016,,"[18, 10402]"
Jane Got a Gun,Wein.,1500000,,2016,"Action,Drama,Western","[28, 18, 37]"
Toni Erdmann,SPC,1500000,,2016,,"[35, 18]"
The Neon Demon,BG,1300000,,2016,"Horror,Thriller","[53, 27, 9648]"
Embrace of the Serpent,Osci.,1300000,,2016,,"[12, 18]"
Housefull 3,Eros,1300000,,2016,,
Mohenjo Daro,UTV,1300000,,2016,,"[12, 18, 36, 10749]"
Lazer Team,Ampl.,1200000,,2016,,"[28, 35, 878]"
The Music of Strangers,Orch.,1200000,,2016,,
Dough,Men.,1100000,,2016,,"[18, 35]"
Ma ma,Osci.,47300,1100000,2016,,[18]
Wazir,Relbig.,1100000,,2016,,"[53, 28, 80, 18, 9648]"
Papa: Hemingway in Cuba,YFG,1100000,,2016,,
Certain Women,IFC,1100000,,2016,,[18]
The Innocents,MBox,1100000,,2016,,"[18, 36]"
Elvis & Nixon,BST,1100000,,2016,,"[18, 35, 36]"
Operation Chromite,CJ,1000000,,2016,,"[36, 18, 10752, 28]"
Baar Baar Dekho,Eros,982000,,2016,,
Dark Horse (2016),SPC,941000,,2016,,
Neruda,Orch.,939000,,2016,,[18]
Gentleman,Gaatri,898000,,2016,,
Ki & Ka,Eros,858000,,2016,,
Dishoom,Eros,813000,,2016,,
The Wailing (Goksung),WGUSA,787000,,2016,,
Chongqing Hot Pot,CL,780000,,2016,,[18]
The Polar Express (2016 re-issue),WB,765000,,2016,,
Little Men (2016),Magn.,703000,,2016,,
Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,701000,,2016,,
Born to be Blue (US Release),IFC,678000,,2016,,
City of Gold,IFC,641000,,2016,,[99]
Remember (US Release),A24,638000,,2016,,
Embrace: The Documentary,Gathr,629000,,2016,,
Tickled,Magn.,614000,,2016,,"[99, 9648, 53]"
"Lo and Behold, Reveries of the Connected World",Magn.,595000,,2016,,
A Tale of Love and Darkness,FCW,572000,,2016,,[18]
Tunnel,WGUSA,569000,,2016,,"[18, 28, 53]"
Knight of Cups,BG,566000,,2016,,"[10749, 18]"
Harry & Snowman,FR,561000,,2016,,[99]
Viral,W/Dim.,,552000,2016,,"[18, 27, 878]"
American Pastoral,LGF,544000,,2016,,"[80, 18]"
The Age of Shadows,CJ,542000,,2016,,
Fitoor,UTV,529000,,2016,,
The First Monday in May,Magn.,527000,,2016,,[99]
Marguerite,Cohen,497000,,2016,,[18]
The Boy and the Beast,FUN,491000,,2016,,"[16, 14]"
Wiener-Dog,IFC,477000,,2016,,"[35, 18]"
Our Little Sister,SPC,468000,,2016,,"[18, 35]"
Only Yesterday (2016 re-release),GK,453000,,2016,,
Baaghi,UTV,438000,,2016,,
Land of Mine,SPC,435000,,2016,,"[18, 36, 10752, 53]"
Things To Come,IFC,388000,,2016,,
The Lobster (Canada Release),Mon,377000,,2016,,
Mr. Donkey,CL,356000,,2016,,
Happy Bhaag Jayegi,Eros,352000,,2016,,
High-Rise,Magn.,346000,,2016,,[18]
Te3n,Rel.,332000,,2016,,
Francofonia,MBox,307000,,2016,,
Mia Madre,MBox,303000,,2016,,
April and the Extraordinary World,GK,295000,,2016,,
Ixcanul,KL,295000,,2016,,[18]
The People vs. Fritz Bauer,Cohen,288000,,2016,,
Aquarius,Vita.,286000,,2016,,
Kingsglaive: Final Fantasy: XV,VE,270000,,2016,,
My Golden Days,Magn.,269000,,2016,,[18]
The Family Fang,SM,263000,,2016,,"[35, 18, 9648]"
Dheepan,IFC,262000,,2016,"Crime,Drama",
"Life, Animated",Orch.,255000,,2016,,[99]
Oasis: Supersonic,A24,243000,,2016,,
The Invitation,Drft.,232000,,2016,"Drama,Horror,Mystery",[53]
Miss Hokusai,GK,223000,,2016,,"[16, 18, 36]"
Kaptaan,UTV,204000,,2016,,
League of Gods,Sony,182000,,2016,,"[28, 14]"
Viva,Magn.,178000,,2016,,[18]
The Wave,Magn.,177000,,2016,,"[28, 18, 53]"
Asura: The City of Madness,CJ,176000,,2016,,
Louder than Bombs,Orch.,164000,,2016,,
Howards End (2016 Restoration),Cohen,160000,,2016,,
Sunset Song,Magn.,160000,,2016,,[18]
Born to be Blue,EOne,152000,,2016,,
Seasons,MBox,150000,,2016,,
Rams (Hrútar),Cohen,149000,,2016,,
Tumbledown,SM,135000,,2016,,"[18, 9648, 10749]"
The Brand New Testament,MBox,128000,,2016,,"[18, 35, 14]"
Spirits' Homecoming,PM&E,126000,,2016,,"[18, 36]"
Sweet Bean,KL,125000,,2016,,
A War,Magn.,123000,,2016,,"[18, 10752]"
Fire at Sea,KL,121000,,2016,,[99]
Hockney,FM,121000,,2016,,
Three,WGUSA,120000,,2016,,"[10749, 18, 35]"
Tale of Tales,IFC,119000,,2016,,"[10749, 14, 27]"
The Measure of a Man,KL,112000,,2016,,[18]
Aferim!,BWP,108000,,2016,,"[18, 36]"
Until Forever (Por Siempre),CZ,105000,,2016,,
Under the Sun (2016),Icar.,105000,,2016,,
Our Last Tango,Strand,100000,,2016,,
Rock On 2,Eros,98900,,2016,,
Seondal: The Man Who Sells the River,CJ,97500,,2016,,
So Young 2: Never Gone,CL,96400,,2016,,
"New York, New York (2016)",CL,92400,,2016,,
Fireworks Wednesday,Ghop,90500,,2016,,
No One's Life Is Easy: So I Married an Anti-Fan,CL,89300,,2016,,
"My Love, Don't Cross that River",FM,88000,,2016,,"[10749, 99, 18]"
Author: The JT LeRoy Story,Magn.,86000,,2016,,[99]
Mountains May Depart,KL,82900,,2016,,
Cock and Bull,CL,82800,,2016,,"[80, 9648, 53]"
A Street Cat Named Bob,Cleopatra,82700,,2016,"Biography,Comedy,Drama","[18, 10751, 35]"
Les cowboys,Cohen,80800,,2016,,
Saala Khadoos,UTV,76900,,2016,,
The Monster (2016),A24,12500,62200,2016,,
Dancer,IFC,71900,,2016,,[99]
Sweet 20,CJ,71800,,2016,,
The Dark Horse,BG,67500,,2016,,[18]
Phantom Detective,CJ,67100,,2016,,"[28, 18]"
Ran (2016 re-issue),Rialto,66100,,2016,,
Microbe & Gasoline,Scre.,63800,,2016,,
Time Renegades,CJ,59400,,2016,,
Vanishing Time: A Boy Who Returned,Dreamwest,57800,,2016,,
DONGJU: The Portrait of a Poet,CJ,56600,,2016,,
L'attesa,Osci.,55800,,2016,,
The Lovers and the Despot,Magn.,55500,,2016,,[99]
Clown,W/Dim.,55000,,2016,,[27]
Diary of a Chambermaid,Cohen,54200,,2016,,[18]
High Strung (2016),Pala.,53400,,2016,,
The Club,MBox,52800,,2016,,[18]
Being 17,Strand,52700,,2016,,[18]
The Last Man on the Moon,Grav.,52500,,2016,,"[99, 36]"
My Annoying Brother,CJ,52000,,2016,,
Cemetery of Splendor,Strand,52000,,2016,,
Disorder,IFC,51900,,2016,,
Like for Likes,CJ,50800,,2016,,
In the Shadow of Women,Distrib.,50300,,2016,,
In Order of Disappearance,Magn.,50300,,2016,,
The Treasure,SDS,50200,,2016,,[35]
Fatima,KL,50100,,2016,,[99]
We Are X,Drft.,45300,,2016,,"[10402, 99]"
A Melody to Remember,CJ,44300,,2016,,
Phantom of the Theatre,WGUSA,44000,,2016,,
Mastizaade,Eros,43400,,2016,,
Closet Monster,Strand,42200,,2016,,[18]
Troublemakers: The Story of Land Art,FRun,29500,9100,2016,,[99]
Come What May,Cohen,37800,,2016,,
Until Forever,Linn,35800,,2016,,
Summertime (2016),Strand,35300,,2016,,
Songs My Brothers Taught Me,KL,34800,,2016,,[18]
Mr. Right,FCW,34700,,2016,,"[35, 80, 18]"
Phantom Boy,GK,34400,,2016,,"[16, 14, 9648]"
Sweet Sixteen (Xia You Qiao Mu),CL,34300,,2016,,
Eisenstein in Guanajuato,Strand,34300,,2016,,
Last Cab to Darwin,FRun,34200,,2016,,"[35, 18, 10749]"
The Map Against the World,CJ,34000,,2016,,
Kaili Blues,Ghop,32200,,2016,,
Anesthesia,IFC,32200,,2016,,"[18, 53]"
"Rio, I Love You",Scre.,32000,,2016,,"[18, 10749]"
As I Open My Eyes,KL,31000,,2016,,
The Son of Joseph,KL,30600,,2016,,
From Afar,Strand,30200,,2016,,
For a Few Bullets,CL,30100,,2016,,"[35, 9648, 28, 10749, 12]"
The Last Princess,CJ,29300,,2016,,"[18, 36]"
Valley of Love,Strand,28600,,2016,,[18]
Blackway,Electric,27100,,2016,,"[53, 9648]"
Neon Bull,KL,26700,,2016,,
Papa (Luo shan ji dao dan ji hua),Jampa,26700,,2016,,
Standing Tall (La tete haute),Cohen,26100,,2016,,
Chevalier,Strand,25700,,2016,,"[18, 35]"
The New Year's Eve of Old Lee,CL,25400,,2016,,
Cosmos,KL,25300,,2016,,
A Monster with a Thousand Heads,MBox,24900,,2016,,
Evolution,IFC,24800,,2016,"Drama,Mystery,Sci-Fi","[9648, 18, 27]"
"Right Now, Wrong Then",Ghop,24500,,2016,,
Lolo,FR,24100,,2016,,[35]
Sanam Teri Kasam,Eros,22100,,2016,,
Term Life,FCW,21300,,2016,,"[53, 80]"
The Sea of Trees,A24,20400,,2016,,[18]
Wildflower (Secretos del Alma),CZ,18100,,2016,,
Colonia,Scre.,15700,,2016,,"[53, 18, 10749, 36, 9648]"
Argentina,FRun,14900,,2016,,
Remember You,CJ,14800,,2016,,
Adderall Diaries,A24,13200,,2016,,
Neither Heaven Nor Earth,FM,12800,,2016,,
The Ones Below,Magn.,12500,,2016,,[53]
"Kiki, Love to Love",Strand,12500,,2016,,
Don't Call Me Son,Zeit.,11700,,2016,,[18]
Jeruzalem,EpicPics,11300,,2016,,[27]
Serial Killer 1,KL,10300,,2016,,
Chronic,MR,9000,,2016,,[18]
Magnus,FR,8900,,2016,,[99]
The Last King,Magn.,8900,,2016,,"[28, 12, 18, 36]"
Mojave,A24,8300,,2016,,[53]
The Other Side,FM,8100,,2016,,"[18, 27, 53]"
The President,Crnth,7600,,2016,,
They Will Have to Kill Us First,BBC,7500,,2016,Documentary,"[10402, 99]"
The Carer,Crnth,6200,,2016,,
Klown Forever,Drft.,5700,,2016,,
Search Party,FCW,4600,,2016,,[35]
In Harmony,Distrib.,3100,,2016,,
In Her Name (Au nom de ma fille),Distrib.,1600,,2016,,
Next Time I'll Aim for the Heart,Distrib.,800,,2016,,"[80, 53, 18]"
The Student and Mr. Henri,Distrib.,800,,2016,,
Down By Love,Distrib.,700,,2016,,
News From Planet Mars,KL,300,,2016,,
Satanic,Magn.,300,,2016,,[27]
Star Wars: The Last Jedi,BV,620200000,712400000,2017,,"[14, 12, 878, 28]"
Beauty and the Beast (2017),BV,504000000,759500000,2017,,
The Fate of the Furious,Uni.,226000000,"1,010.00",2017,"Action,Crime,Thriller","[28, 80, 53]"
Despicable Me 3,Uni.,264600000,770200000,2017,"Adventure,Animation,Comedy","[28, 16, 35, 10751, 12]"
Jumanji: Welcome to the Jungle,Sony,404500000,557600000,2017,"Action,Adventure,Comedy","[28, 12, 35, 14]"
Spider-Man: Homecoming,Sony,334200000,546000000,2017,"Action,Adventure,Sci-Fi","[28, 12, 878, 18]"
Wolf Warrior 2,HC,2700000,867600000,2017,,
Guardians of the Galaxy Vol. 2,BV,389800000,473900000,2017,,"[28, 12, 35, 878]"
Thor: Ragnarok,BV,315100000,538900000,2017,"Action,Adventure,Comedy","[28, 12, 35, 14]"
Wonder Woman,WB,412600000,409300000,2017,"Action,Adventure,Fantasy","[28, 14]"
Coco,BV,209700000,597400000,2017,0,"[16, 10751, 35, 12, 14]"
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000,622300000,2017,"Action,Adventure,Fantasy","[12, 28, 14, 35]"
It,WB (NL),327500000,372900000,2017,"Horror,Thriller","[27, 53]"
Justice League,WB,229000000,428900000,2017,"Action,Adventure,Fantasy","[28, 12, 14, 878]"
Logan (2017),Fox,226300000,392700000,2017,,
Transformers: The Last Knight,Par.,130199999,475300000,2017,"Action,Adventure,Sci-Fi","[28, 878, 53, 12]"
Kong: Skull Island,WB,168100000,398600000,2017,"Action,Adventure,Fantasy","[28, 12, 14]"
The Boss Baby,Fox,175000000,353000000,2017,"Adventure,Animation,Comedy","[16, 35, 10751]"
Dunkirk,WB,188000000,337200000,2017,"Action,Drama,History","[10752, 28, 18]"
War for the Planet of the Apes,Fox,146900000,343800000,2017,"Action,Adventure,Drama","[18, 878, 10752]"
The Greatest Showman,Fox,174300000,260700000,2017,"Biography,Drama,Musical",[18]
Kingsman: The Golden Circle,Fox,100200000,310700000,2017,"Action,Adventure,Comedy","[28, 12, 35]"
The Mummy (2017),Uni.,80200000,329000000,2017,,
Cars 3,BV,152900000,231000000,2017,"Adventure,Animation,Comedy","[12, 16, 35, 10751]"
Fifty Shades Darker,Uni.,114600000,267000000,2017,"Drama,Romance","[18, 10749]"
Your Name.,FUN,5000000,353000000,2017,,"[10749, 16, 18]"
Murder on the Orient Express (2017),Fox,102800000,250000000,2017,,
xXx: The Return of Xander Cage,Par.,44900000,301200000,2017,,
The Great Wall,Uni.,45500000,289400000,2017,"Action,Adventure,Fantasy","[28, 12, 14]"
Resident Evil: The Final Chapter,SGem,26800000,285400000,2017,"Action,Horror,Sci-Fi","[28, 27, 878]"
The LEGO Batman Movie,WB,175800000,136200000,2017,"Action,Animation,Comedy","[28, 16, 35, 10751, 14]"
Annabelle: Creation,WB (NL),102100000,204400000,2017,"Horror,Mystery,Thriller","[27, 9648, 53]"
Wonder,LGF,132400000,173500000,2017,"Drama,Family","[18, 10751]"
Ferdinand,Fox,84400000,211700000,2017,"Adventure,Animation,Comedy","[16, 10751, 12, 35]"
Split,Uni.,138300000,140200000,2017,"Comedy,Romance,Sport",[18]
Blade Runner 2049,WB,92100000,167200000,2017,"Drama,Mystery,Sci-Fi","[878, 28, 53]"
Get Out,Uni.,176000000,79400000,2017,"Horror,Mystery,Thriller","[35, 16]"
Kung Fu Yoga,WGUSA,363000,253800000,2017,,
Baahubali 2: The Conclusion,GrtIndia,20200000,234000000,2017,"Action,Drama","[28, 18]"
Journey to the West: The Demons Strike Back,Sony,880000,245700000,2017,,"[12, 14, 28]"
Alien: Covenant,Fox,74300000,166600000,2017,"Horror,Sci-Fi,Thriller","[27, 878, 53]"
Baby Driver,TriS,107800000,119100000,2017,"Action,Crime,Drama","[28, 80]"
Valerian and the City of a Thousand Planets,STX,41200000,184700000,2017,"Action,Adventure,Fantasy","[12, 878, 28]"
Geostorm,WB,33700000,187900000,2017,"Action,Sci-Fi,Thriller","[28, 878, 53]"
The Emoji Movie,Sony,86100000,131699999,2017,"Adventure,Animation,Comedy","[16, 10751, 35]"
A Dog's Purpose,Uni.,64500000,140500000,2017,,"[35, 18, 10751, 14]"
Smurfs: The Lost Village,Sony,45000000,152200000,2017,"Adventure,Animation,Comedy","[12, 16, 35, 10751]"
The Shape of Water,FoxS,63900000,131400000,2017,"Adventure,Drama,Fantasy","[18, 14, 10749]"
Pitch Perfect 3,Uni.,104900000,80500000,2017,"Comedy,Music","[35, 10402]"
Daddy's Home 2,Par.,104000000,76600000,2017,,[35]
The Post,Fox,81900000,97900000,2017,"Biography,Drama,History","[18, 36]"
Baywatch,Par.,58100000,119800000,2017,"Action,Comedy,Crime","[28, 35]"
The Hitman's Bodyguard,LG/S,75500000,101100000,2017,,"[28, 35]"
John Wick: Chapter Two,LG/S,92000000,79500000,2017,,
Ghost in the Shell (2017),Par.,40600000,129199999,2017,,
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000,104700000,2017,"Crime,Drama","[80, 18]"
Duckweed,CL,472000,150600000,2017,,"[35, 18]"
Darkest Hour,Focus,56500000,94400000,2017,"Biography,Drama,History","[18, 36]"
King Arthur: Legend of the Sword,WB,39200000,109500000,2017,"Action,Adventure,Drama","[28, 18, 14]"
The Foreigner,STX,34400000,111000000,2017,"Action,Thriller","[28, 53, 18]"
Power Rangers (2017),LGF,85400000,57000000,2017,,
Girls Trip,Uni.,115200000,25400000,2017,"Comedy,Drama",[35]
American Made,Uni.,51300000,83500000,2017,"Action,Biography,Comedy","[28, 80]"
A Bad Moms Christmas,STX,72100000,58400000,2017,"Adventure,Comedy",[35]
Captain Underpants: The First Epic Movie,Fox,73900000,51600000,2017,"Action,Animation,Comedy","[28, 16, 35, 10751]"
Happy Death Day,Uni.,55700000,69800000,2017,"Horror,Mystery,Thriller","[27, 9648, 53]"
The LEGO Ninjago Movie,WB,59300000,63800000,2017,"Action,Adventure,Animation","[28, 16, 12, 10751]"
Secret Superstar,,,122000000,2017,,
The Dark Tower,Sony,50700000,62500000,2017,"Action,Adventure,Fantasy","[28, 14, 878, 37, 27]"
Buddies in India,CL,293000,109300000,2017,,[]
Leap!,Wein.,21900000,81400000,2017,,
Jigsaw,LGF,38100000,64900000,2017,"Crime,Horror,Mystery","[80, 27, 9648, 53]"
Railroad Tigers,WGUSA,218000,102000000,2017,,"[28, 35, 10752]"
Life (2017),Sony,30200000,70300000,2017,,
Atomic Blonde,Focus,51700000,48300000,2017,"Action,Mystery,Thriller","[28, 9648, 53]"
The Shack,LG/S,57400000,39600000,2017,,"[18, 14]"
Some Like It Hot (Qing Shung),CL,100000,95600000,2017,,
Tiger Zinda Hai,Yash,5600000,81800000,2017,,
Going in Style (2017),WB (NL),45000000,39900000,2017,,
Rings,Par.,27800000,55300000,2017,"Drama,Horror,Mystery",[27]
A Taxi Driver,WGUSA,1500000,80100000,2017,,
Underworld: Blood Wars,SGem,30400000,50700000,2017,"Action,Adventure,Fantasy","[28, 14, 27, 18]"
Lady Bird,A24,49000000,30000000,2017,"Comedy,Drama","[35, 18]"
American Assassin,LGF,36200000,31000000,2017,"Action,Thriller","[28, 53]"
One Piece Film: Gold,FUN,424000,65800000,2017,,
Victoria and Abdul,Focus,22200000,43200000,2017,,
The Nut Job 2: Nutty by Nature,ORF,28400000,36800000,2017,"Adventure,Animation,Comedy","[10751, 16, 12, 35]"
Monster Trucks,Par.,33400000,31100000,2017,"Action,Adventure,Comedy","[28, 35, 878]"
The Mountain Between Us,Fox,30300000,32500000,2017,,"[10749, 12, 18]"
The Star,Sony,40900000,22000000,2017,"Adventure,Animation,Comedy","[35, 12, 10751, 14, 16]"
How to be a Latin Lover,PNT,32100000,29700000,2017,"Comedy,Drama",[35]
"Everything, Everything",WB,34100000,27500000,2017,"Drama,Romance","[18, 10749]"
Snatched,Fox,45900000,15000000,2017,Drama,[35]
My Little Pony: The Movie,LGF,21900000,38400000,2017,,"[16, 10751]"
Molly's Game,STX,28800000,30500000,2017,,"[80, 18]"
All the Money in the World,TriS,25100000,31900000,2017,,"[53, 18, 80, 9648]"
The Big Sick,LGF,42900000,13500000,2017,"Comedy,Drama,Romance","[35, 18, 10749]"
Confidential Assignment,CJ,476000,55500000,2017,,[28]
Downsizing,Par.,24400000,30600000,2017,"Drama,Sci-Fi","[35, 18, 878]"
"I, Tonya",Neon,30000000,23900000,2017,"Biography,Comedy,Drama",[18]
Logan Lucky,BST,27800000,20700000,2017,"Comedy,Crime,Drama","[28, 35, 80, 18]"
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000,1000000,2017,,
Phantom Thread,Focus,21200000,26600000,2017,,"[18, 10749]"
Rough Night,Sony,22100000,25200000,2017,"Comedy,Crime,Thriller","[18, 35]"
The Battleship Island,CJ,1100000,45000000,2017,,
Flatliners (2017),Sony,16900000,28300000,2017,,
All Eyez on Me,LG/S,44900000,,2017,"Biography,Drama,Music","[18, 10402]"
mother!,Par.,17800000,26700000,2017,,"[18, 27, 9648]"
47 Meters Down,ENTMP,44300000,,2017,,"[18, 53, 27, 12]"
The Snowman,Uni.,6700000,36400000,2017,"Crime,Drama,Mystery","[18, 80, 53, 27]"
Gifted,FoxS,24800000,18200000,2017,Documentary,"[18, 10751, 35]"
Loving Vincent,Good Deed,6700000,35500000,2017,,"[16, 18, 9648]"
Call Me by Your Name,SPC,18100000,23800000,2017,,"[10749, 18]"
T2: Trainspotting,TriS,2400000,39300000,2017,,
Fist Fight,WB (NL),32200000,8900000,2017,Comedy,[35]
Diary of a Wimpy Kid: The Long Haul,Fox,20700000,19400000,2017,"Comedy,Family","[35, 10751]"
The House,WB (NL),25600000,8600000,2017,"Drama,Mystery,Thriller",[35]
Tad the Lost Explorer and the Secret of King Midas,ParC,5900,34200000,2017,,
Wind River,Wein.,33800000,,2017,,"[80, 18, 9648, 53]"
Sleepless,ORF,20800000,12100000,2017,,"[28, 80, 53]"
Kidnap (2017),Aviron,31000000,,2017,,
The Disaster Artist,A24,21100000,8700000,2017,"Biography,Comedy,Drama","[35, 18]"
Hostiles,ENTMP,29800000,,2017,,"[18, 37, 36]"
The Beguiled (2017),Focus,10700000,16700000,2017,,
Home Again,ORF,27000000,,2017,Drama,"[35, 18, 10749]"
Judwaa 2,FIP,1400000,25500000,2017,,
CHiPs,WB,18600000,8199999,2017,,"[28, 35, 80]"
The Bye Bye Man,STX,22400000,4300000,2017,"Drama,Fantasy,Horror","[27, 53]"
A Cure for Wellness,Fox,8100000,18500000,2017,,"[27, 9648, 878, 53]"
The Zookeeper's Wife,Focus,17600000,8600000,2017,,"[18, 36]"
Only The Brave,Sony,18300000,7400000,2017,"Action,Biography,Drama",[18]
Father Figures,WB,17500000,8100000,2017,"Adventure,Comedy,Drama",[35]
Badrinath Ki Dulhania,FIP,2000000,23200000,2017,,
Born in China,BV,13900000,11200000,2017,,[99]
The Founder,Wein.,12800000,11300000,2017,"Comedy,Sci-Fi","[18, 36]"
Jolly Llb 2,FIP,1700000,21300000,2017,,
The Glass Castle,LGF,17300000,4600000,2017,,[18]
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000,19200000,2017,,"[28, 12, 14, 10749, 16, 878]"
The Circle (2017),STX,20500000,,2017,,
It Comes At Night,A24,14000000,5300000,2017,"Horror,Mystery",[27]
The Lost City of Z,BST,8600000,10700000,2017,"Adventure,Biography,Drama","[12, 18, 36]"
Unforgettable (2017),WB,11400000,6400000,2017,,
The Case for Christ,PFR,14700000,3000000,2017,,[18]
Detroit,Annapurna,16800000,,2017,,"[80, 18, 53, 36]"
Wonder Wheel,Amazon,1400000,14500000,2017,,[18]
Gold,Wein.,7200000,7700000,2017,,"[10751, 35, 18]"
The Space Between Us,STX,7900000,6900000,2017,"Adventure,Drama,Romance","[10749, 12, 878, 18]"
Wish Upon,BG,14300000,,2017,"Drama,Fantasy,Horror","[53, 27, 14]"
A United Kingdom,FoxS,3900000,9900000,2017,,"[18, 36]"
"Roman J. Israel, Esq.",Sony,12000000,1100000,2017,"Crime,Drama,Thriller",[18]
Mubarakan,Sony,759000,12100000,2017,,
Battle of the Sexes,FoxS,12600000,,2017,"Biography,Comedy,Drama",[35]
The Promise (2017),ORF,8199999,4200000,2017,,
Before I Fall,ORF,12200000,,2017,"Drama,Fantasy,Mystery","[18, 9648, 53, 14]"
Earth: One Amazing Day,BBC,81300,11600000,2017,,"[99, 10751]"
Thank You for Your Service (2017),Uni.,9500000,,2017,,
Rock Dog,LG/S,9400000,,2017,"Adventure,Animation,Comedy","[12, 16, 35, 10751, 10402]"
My Cousin Rachel,FoxS,2700000,6500000,2017,,"[18, 10749]"
Truman,FR,211000,8800000,2017,,
Stronger,RAtt.,4200000,4200000,2017,"Biography,Drama",[18]
Tulip Fever,Wein.,2500000,5900000,2017,"Drama,History,Romance","[18, 10749]"
Viceroy's House,IFC,1100000,6700000,2017,,"[18, 36]"
Amityville: The Awakening,W/Dim.,700,7700000,2017,,"[53, 27]"
Just Getting Started,BG,6100000,1600000,2017,"Action,Comedy","[28, 35]"
Beatriz At Dinner,RAtt.,7100000,310000,2017,,"[35, 18]"
I am Not Your Negro,Magn.,7100000,,2017,Documentary,[99]
The Red Turtle,SPC,922000,5700000,2017,,"[16, 18, 14, 10751]"
From the Land of the Moon,IFC,47700,6500000,2017,,
Maudie,SPC,6200000,,2017,,"[18, 36, 10749]"
All Saints,Affirm,5800000,140000,2017,Drama,"[18, 35]"
The Florida Project,A24,5900000,,2017,Drama,[18]
Suburbicon,Par.,5800000,,2017,,"[53, 80, 18, 9648]"
The Man Who Invented Christmas,BST,5700000,,2017,,"[18, 36, 35]"
Paris Can Wait,SPC,5600000,,2017,,[10749]
Phillauri,FIP,468000,5000000,2017,,
Ok Jaanu,FIP,356000,5000000,2017,,"[18, 10749]"
An Inconvenient Sequel: Truth to Power,Par.,3500000,1900000,2017,,[99]
Table 19,FoxS,3600000,1400000,2017,"Comedy,Drama,Romance","[35, 18]"
Collide,ORF,2300000,2500000,2017,Action,"[53, 28]"
The Wall,RAtt.,1800000,2700000,2017,Documentary,"[878, 18]"
Mark Felt: The Man Who Brought Down the White House,SPC,769000,3600000,2017,,"[18, 36, 53]"
Terminator 2: Judgment Day 3D,Distrib.,1000000,2900000,2017,,
Brad's Status,Annapurna,2100000,1700000,2017,,"[35, 18]"
Friend Request,ENTMP,3800000,,2017,Thriller,[53]
Their Finest,STX,3600000,,2017,,"[10749, 10752, 35, 18]"
Wonderstruck,RAtt.,1100000,2200000,2017,,[18]
The Leisure Seeker,SPC,3200000,,2017,,"[18, 10749]"
Raw (2017),FCW,515000,2600000,2017,,
Colossal,Neon,3000000,,2017,,[]
A Gentleman,FIP,410000,2500000,2017,,
Inhumans,Imax,1500000,1300000,2017,,[16]
Kedi,Osci.,2800000,,2017,,[99]
The Only Living Boy in New York,RAtt.,624000,1900000,2017,,[18]
Hazlo Como Hombre (Do It Like An Hombre),PNT,2500000,,2017,,
Poster Boys,Sony,97000,2400000,2017,,
The Salesman,Cohen,2400000,,2017,,[18]
Pokemon the Movie: I Choose You!,Fathom,2400000,,2017,,
Jeepers Creepers 3,Scre.,2300000,,2017,,"[27, 9648, 53]"
Un Padre No Tan Padre,PNT,2200000,,2017,,
Good Time,A24,2000000,,2017,,"[80, 18, 53]"
Everybody Loves Somebody,PNT,1900000,,2017,,"[10749, 35]"
Along with the Gods: The Two Worlds,WGUSA,1900000,,2017,,"[18, 14, 28]"
Youth (2017),CL,1900000,,2017,,
Last Flag Flying,LGF,965000,904000,2017,,"[18, 35]"
A Quiet Passion,MBox,1900000,,2017,,[18]
Free Fire,A24,1800000,,2017,"Action,Comedy,Crime","[28, 80, 9648]"
The Last Word,BST,1800000,,2017,,"[35, 18]"
Human Flow,Magn.,528000,1300000,2017,,[99]
Jane (2017),Abr.,1700000,,2017,,
A Ghost Story,A24,1600000,,2017,"Drama,Fantasy,Romance","[18, 14, 10749]"
The Square,Magn.,1500000,,2017,"Documentary,Drama,History","[99, 18, 36]"
Patti Cake$,FoxS,800000,682000,2017,"Drama,Music",[18]
The Wedding Plan,RAtt.,1400000,,2017,,"[35, 10749]"
Personal Shopper,IFC,1300000,,2017,,"[18, 9648, 53]"
Churchill,Cohen,1300000,,2017,"Biography,Drama,History","[18, 53, 10752]"
The Sense of an Ending,CBS,1300000,,2017,,"[9648, 18]"
3 Idiotas,PNT,1200000,,2017,,"[10751, 35]"
6 Below: Miracle on the Mountain,MOM,14800,1100000,2017,,"[53, 18]"
Lady Macbeth,RAtt.,1100000,,2017,,[18]
Film Stars Don't Die in Liverpool,SPC,1000000,,2017,,"[10749, 18]"
Yu-Gi-Oh! The Dark Side of Dimensions,SV,1000000,,2017,,
Lucky (2017),Magn.,956000,,2017,,
