,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
9858,[10402],232891,en,Flying Colors: Live in Europe,0.657,2013-10-14,Flying Colors: Live in Europe,5.3,2
9859,"[14, 12, 16, 10749]",284596,en,Drawn,0.657,2013-04-19,Drawn,5.0,2
9860,"[18, 10751]",233574,en,Different Drummers,0.657,2013-05-20,Different Drummers,5.0,2
9861,[99],231408,en,Burton Presents: The Streets,0.657,2013-09-27,Burton Presents: The Streets,4.5,2
9862,[],208989,en,Final Recipe,0.657,2013-10-10,Final Recipe,4.5,2
9863,"[53, 27]",224509,en,House Guest,0.657,2013-07-15,House Guest,3.5,2
9864,"[28, 878]",185472,en,Dust of War,0.657,2013-07-18,Dust of War,3.3,2
9865,[18],360103,en,Green Briefs,0.657,2013-11-26,Green Briefs,2.0,2
9866,"[35, 10749, 14]",377227,ru,7 главных желаний,0.657,2013-12-12,7 Main Wishes,1.5,2
9867,"[18, 9648, 10749]",188648,en,Gibsonburg,0.657,2013-06-07,Gibsonburg,1.3,2
9868,[99],307918,en,Nash,0.656,2013-01-01,Nash,8.0,2
9869,[99],273710,en,Counterfeit Culture,0.656,2013-01-01,Counterfeit Culture,8.0,2
9870,[],260918,en,Colossal,0.656,2013-06-27,Colossal,8.0,2
9871,[],175876,en,Bit by Bit Creating the Worlds of Wreck-It Ralph,0.656,2013-03-05,Bit by Bit Creating the Worlds of Wreck-It Ralph,7.5,2
9872,"[878, 18, 9648]",313613,en,The Elegant Clockwork of the Universe,0.656,2013-01-11,The Elegant Clockwork of the Universe,6.5,2
9873,[],324518,en,The Brick House,0.656,2013-01-01,The Brick House,5.5,2
9874,"[18, 35]",294600,en,Last I Heard,0.656,2013-01-01,Last I Heard,5.0,2
9875,[99],217710,en,They Come To America II,0.656,2013-03-22,They Come To America II,5.0,2
9876,"[35, 18, 10749]",171772,en,Somewhere Slow,0.656,2013-03-02,Somewhere Slow,3.5,2
9877,[28],212217,en,Badass Showdown,0.656,2013-04-01,Badass Showdown,1.5,2
9878,[27],224328,en,The Cemetery,0.655,2013-01-12,The Cemetery,4.8,10
9879,"[18, 10770]",263220,en,Eleanor and Franklin: The White House Years,0.65,2013-05-21,Eleanor and Franklin: The White House Years,8.0,2
9880,[10402],31476,en,Iron Maiden: Maiden England,0.65,1989-11-08,Iron Maiden: Maiden England,4.0,2
9881,"[35, 10749]",347676,en,Adonis,0.645,2013-01-01,Adonis,6.0,1
9882,[27],208259,en,Chink,0.643,2013-05-04,Chink,4.0,1
9883,[99],179179,en,American Winter,0.642,2013-03-18,American Winter,7.0,1
9884,[18],333086,en,Remedy,0.642,2013-02-27,Remedy,5.0,1
9885,[35],292257,en,Monster of the Nudist Colony,0.639,2013-12-02,Monster of the Nudist Colony,6.0,1
9886,[],243496,en,Howard Cantour.com,0.637,2013-12-16,Howard Cantour.com,3.4,5
9887,"[10751, 35]",289396,en,Sox: A Family's Best Friend,0.637,2013-07-11,Sox: A Family's Best Friend,3.0,1
9888,[35],239687,en,Jason Byrne's Special Eye Live,0.637,2013-11-25,Jason Byrne's Special Eye Live,3.0,1
9889,"[99, 10402]",171872,en,I'm Now: The Story Of Mudhoney,0.637,2013-10-20,I'm Now: The Story Of Mudhoney,0.0,1
9890,[99],164367,en,Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,0.636,2013-02-01,Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,10.0,1
9891,"[16, 12]",465225,es,Jake and the Never Land Pirates: Jake's Never Land Rescue,0.636,2013-11-27,Jake and the Never Land Pirates: Jake's Never Land Rescue,8.0,1
9892,"[10770, 35, 10749]",249043,en,Holiday Road Trip,0.635,2013-12-01,Holiday Road Trip,4.9,6
9893,"[10751, 35]",199015,en,Nicky Deuce,0.634,2013-05-27,Nicky Deuce,5.4,7
9894,"[28, 18, 12, 16, 878]",426183,ja,トップをねらえ2！DIEBUSTER,0.633,2013-05-21,Aim for the Top 2! Diebuster,7.0,1
9895,[99],243238,en,The Fire Rises: The Creation and Impact of The Dark Knight Trilogy,0.632,2013-09-24,The Fire Rises: The Creation and Impact of The Dark Knight Trilogy,6.7,9
9896,"[16, 35, 10751, 27]",228942,en,A Monsterous Holiday,0.632,2013-10-15,A Monsterous Holiday,2.0,1
9897,"[18, 14, 27]",299242,en,Kakurenbo,0.631,2013-08-19,Hide and Seek,8.0,1
9898,[],275026,en,Seven Deadly Words,0.631,2013-10-11,Seven Deadly Words,6.0,1
9899,"[28, 18, 53]",220798,ru,Crosshairs,0.631,2013-05-13,Crosshairs,5.5,1
9900,[27],367747,en,Hell at Heathridge,0.631,2013-12-05,Hell at Heathridge,5.0,1
9901,"[10749, 35]",275765,en,Amelia's 25th,0.631,2013-07-05,Amelia's 25th,5.0,1
9902,[27],392702,en,Final Footage,0.631,2013-06-01,Final Footage,2.0,1
9903,[35],294806,en,Not Another Celebrity Movie,0.631,2013-01-01,Not Another Celebrity Movie,1.0,1
9904,"[18, 9648]",339677,en,The House at the Edge of the Galaxy,0.63,2013-03-01,The House at the Edge of the Galaxy,8.5,1
9905,[99],228710,en,The Walking Dead: A Decade of Dead,0.63,2013-10-11,The Walking Dead: A Decade of Dead,7.4,8
9906,[18],142349,es,Brecha en el Silencio,0.63,2013-10-04,Breach in the Silence,6.0,1
9907,[99],513084,en,Megastorm Aftermath,0.63,2013-01-01,Megastorm Aftermath,4.0,1
9908,"[18, 27, 53]",282329,en,Craters of the Moon,0.629,2013-03-17,Craters of the Moon,4.0,1
9909,[99],277618,en,Led Zeppelin Played Here,0.628,2013-12-20,Led Zeppelin Played Here,8.0,1
9910,[27],379311,en,Here Comes Santa,0.628,2013-12-24,Here Comes Santa,4.0,1
9911,[],364093,en,The Tattoo Age - The Awareness,0.627,2013-12-08,The Tattoo Age - The Awareness,10.0,1
9912,[10402],364090,en,The Rape of Lucretia,0.627,2013-11-04,The Rape of Lucretia,10.0,1
9913,"[99, 10402]",363996,en,Cloud Cult - Arts in Nature Festival,0.627,2013-09-24,Cloud Cult - Arts in Nature Festival,10.0,1
9914,[],320851,en,The Lonely,0.627,2013-05-05,The Lonely,10.0,1
9915,[],211701,en,Picasso Baby,0.627,2013-08-02,Picasso Baby,10.0,1
9916,[99],282780,en,Forest Man,0.627,2013-10-26,Forest Man,9.0,1
9917,[],253237,en,Melon Head,0.627,2013-10-28,Melon Head,9.0,1
9918,[10402],222246,en,Anathema: Universal,0.627,2013-09-17,Anathema: Universal,9.0,1
9919,"[10402, 99]",531119,en,One Direction: Going Our Way,0.627,2013-07-22,One Direction: Going Our Way,8.0,1
9920,[99],382962,en,If These Knishes Could Talk: The Story of the NY Accent,0.627,2013-05-16,If These Knishes Could Talk: The Story of the NY Accent,8.0,1
9921,[],304109,en,Friends of Mine,0.627,2013-10-18,Friends of Mine,8.0,1
9922,[35],268825,en,Dana Gould: I Know It's Wrong,0.627,2013-06-01,Dana Gould: I Know It's Wrong,8.0,1
9923,"[18, 9648]",209578,en,The Days God Slept,0.627,2013-05-01,The Days God Slept,8.0,1
9924,[99],191459,en,Where We Danced,0.627,2013-04-30,Where We Danced,8.0,1
9925,"[53, 35, 27]",343664,en,Junk Bonds: The Return of Junkbucket,0.627,2013-09-15,Junk Bonds: The Return of Junkbucket,7.5,1
9926,[99],495579,en,Manhunt: Boston Bombers,0.627,2013-05-29,Manhunt: Boston Bombers,7.0,1
9927,[10402],484367,en,Kaskade: Freaks of Nature Tour,0.627,2013-05-14,Kaskade: Freaks of Nature Tour,7.0,1
9928,"[99, 10402]",385304,en,The Making Of Disposable Arts,0.627,2013-10-22,The Making Of Disposable Arts,7.0,1
9929,[99],298362,ru,Card Shark,0.627,2013-06-03,Card Shark,7.0,1
9930,"[99, 18, 36]",238827,en,JFK: A President Betrayed,0.627,2013-11-23,JFK: A President Betrayed,7.0,1
9931,"[27, 53]",227071,en,Doom Room,0.627,2013-10-10,Doom Room,7.0,1
9932,[10402],198633,en,DIO Finding The Sacred Heart - Live In Philly 1986,0.627,2013-05-27,DIO Finding The Sacred Heart - Live In Philly 1986,7.0,1
9933,"[18, 27]",499497,en,Feed Me,0.627,2013-11-19,Feed Me,6.0,1
9934,[16],453490,xx,The Simpsons: Film Noir (TV),0.627,2013-06-20,The Simpsons: Film Noir (TV),6.0,1
9935,[99],328992,en,No Limits,0.627,2013-07-23,No Limits,6.0,1
9936,"[35, 27, 28]",326197,en,Trashtastic,0.627,2013-10-10,Trashtastic,6.0,1
9937,[],326116,en,American Beatboxer,0.627,2013-05-05,American Beatboxer,6.0,1
9938,"[9648, 35, 18]",279264,en,Your Friends Close,0.627,2013-04-27,Your Friends Close,6.0,1
9939,"[53, 9648]",273922,en,Deadline,0.627,2013-05-16,Deadline,6.0,1
9940,[35],241212,en,Trevor Noah: It's My Culture,0.627,2013-11-28,Trevor Noah: It's My Culture,6.0,1
9941,[35],206916,en,"Love, Sex, and Missed Connections",0.627,2013-06-05,"Love, Sex, and Missed Connections",6.0,1
9942,[],188653,en,Adventures of Christopher Bosh in the Multiverse,0.627,2013-04-13,Adventures of Christopher Bosh in the Multiverse,6.0,1
9943,"[14, 9648]",496637,en,Dragons: Real Myths and Unreal Creatures,0.627,2013-06-28,Dragons: Real Myths and Unreal Creatures,5.0,1
9944,[],404484,en,Basketball Diplomacy,0.627,2013-06-14,Basketball Diplomacy,5.0,1
9945,[99],313045,en,The Private Life of Deer,0.627,2013-05-08,The Private Life of Deer,5.0,1
9946,[18],305309,en,Redemption Trail,0.627,2013-10-06,Redemption Trail,5.0,1
9947,[],288119,en,Birthday Cake,0.627,2013-06-03,Birthday Cake,5.0,1
9948,[16],248372,en,The Princess Twins of Legendale,0.627,2013-08-15,The Princess Twins of Legendale,5.0,1
9949,[],234214,en,Center Jenny,0.627,2013-11-02,Center Jenny,5.0,1
9950,"[99, 18]",190868,en,Occupy Love,0.627,2013-05-03,Occupy Love,5.0,1
9951,[],430604,en,Black Marigolds,0.627,2013-04-13,Black Marigolds,4.0,1
9952,[],342316,en,Andrea Perron: House Of Darkness House Of Light,0.627,2013-10-01,Andrea Perron: House Of Darkness House Of Light,4.0,1
9953,"[80, 18]",264451,en,Masterminds,0.627,2013-05-28,Masterminds,4.0,1
9954,"[28, 80]",301703,en,My Name Is Paul,0.627,2013-12-15,My Name Is Paul,3.5,1
9955,[80],503598,en,Julia,0.627,2013-10-10,Julia,2.0,1
9956,[27],393355,en,Scarred,0.627,2013-09-05,Scarred,2.0,1
9957,[35],227121,en,"It's Not You, It's Me",0.627,2013-09-17,"It's Not You, It's Me",2.0,1
9958,[18],207396,en,Colossus,0.627,2013-07-19,Colossus,2.0,1
9959,"[10749, 18, 10751]",347232,en,Adora,0.627,2013-08-10,Adora,1.0,1
9960,[80],279205,en,Betrayal,0.627,2013-10-29,Betrayal,1.0,1
9961,[18],363962,en,I Am Victor,0.627,2013-10-15,I Am Victor,0.5,1
9962,[],294584,en,"Jesus, the Daughter of God",0.626,2013-01-23,"Jesus, the Daughter of God",10.0,1
9963,"[35, 10402]",558985,en,Alice in Chains: AIC 23,0.626,2013-04-03,Alice in Chains: AIC 23,9.5,1
9964,[99],361350,en,Ancient Computer,0.626,2013-04-03,Ancient Computer,9.0,1
9965,[99],197152,en,The Great Culling: Our Water,0.626,2013-03-21,The Great Culling: Our Water,8.5,1
9966,"[36, 99]",321635,en,Henry Ford,0.626,2013-01-29,Henry Ford,8.0,1
9967,[],157093,en,UFC 156: Aldo vs. Edgar,0.626,2013-02-02,UFC 156: Aldo vs. Edgar,7.5,1
9968,[10402],494919,en,Stevie Nicks: Through the Looking Glass,0.626,2013-01-01,Stevie Nicks: Through the Looking Glass,7.0,1
9969,"[10402, 99]",386173,en,AKA: The Lives of Waddy Tudor Jones,0.626,2013-03-27,AKA: The Lives of Waddy Tudor Jones,7.0,1
9970,[],374338,en,The First Hope,0.626,2013-02-20,The First Hope,7.0,1
9971,[99],247269,en,The Incredible Bionic Man,0.626,2013-02-07,The Incredible Bionic Man,7.0,1
9972,"[99, 36]",212969,en,ZIPPER: Coney Island's Last Wild Ride,0.626,2013-02-05,ZIPPER: Coney Island's Last Wild Ride,7.0,1
9973,[18],254167,en,Don't Pass Me By,0.626,2013-01-12,Don't Pass Me By,6.0,1
9974,[],173161,en,William and the Windmill,0.626,2013-03-10,William and the Windmill,6.0,1
9975,[35],460275,en,Tuna,0.626,2013-01-01,Tuna,5.0,1
9976,"[28, 18, 53]",331705,en,El Quetzal de Jade,0.626,2013-01-01,El Quetzal de Jade,5.0,1
9977,"[16, 10751]",292474,en,Strawberry Shortcake: Berry Friends Forever,0.626,2013-03-05,Strawberry Shortcake: Berry Friends Forever,5.0,1
9978,"[18, 12]",192394,en,The Forgotten Kingdom,0.626,2013-04-05,The Forgotten Kingdom,5.0,1
9979,"[18, 99]",159034,en,A River Changes Course,0.626,2013-01-21,A River Changes Course,5.0,1
9980,"[35, 18, 36]",144331,lv,Sapņu komanda 1935,0.626,2013-03-14,Dream Team 1935,5.0,1
9981,[27],370098,en,And Then You Die!,0.626,2013-01-01,And Then You Die!,4.0,1
9982,[18],428456,en,The Lipstick Stain,0.626,2013-01-01,The Lipstick Stain,2.0,1
9983,"[10749, 35, 18]",401944,en,Amateurs,0.626,2013-01-01,Amateurs,2.0,1
9984,"[99, 28]",335654,en,Gun Porn,0.626,2013-01-01,Gun Porn,2.0,1
9985,"[10770, 18, 53]",395791,en,Secret Lives of Husbands and Wives,0.626,2013-01-01,Secret Lives of Husbands and Wives,1.0,1
9986,[],414060,en,Time Doesn't Stand Still,0.625,2011-06-10,Time Doesn't Stand Still,8.0,1
9987,[99],204037,en,Desert Runners,0.623,2013-12-06,Desert Runners,7.5,8
9988,[18],231646,en,The Perfect Summer,0.62,2013-07-13,The Perfect Summer,4.3,4
9989,[99],292307,en,Secrets of Selfridges,0.616,2013-04-06,Secrets of Selfridges,6.6,6
9990,"[10402, 99]",233873,en,Revenge of the Mekons,0.613,2013-11-14,Revenge of the Mekons,7.5,4
9991,[],253492,en,Hell No,0.605,2013-03-02,Hell No,7.3,7
9992,"[10402, 10749, 18]",605434,en,bare: A Rock Musical,0.6,2013-09-06,bare: A Rock Musical,10.0,1
9993,"[18, 27]",603943,en,The Well in the Woods,0.6,2013-10-26,The Well in the Woods,10.0,1
9994,"[14, 35]",548635,en,Junkie Doctors,0.6,2013-03-19,Junkie Doctors,10.0,1
9995,[],546400,hu,Creature - CSFU,0.6,2013-01-01,Creature - CSFU,10.0,1
9996,[99],499237,en,Fastwalkers Open Files Volume Five,0.6,2013-01-17,Fastwalkers Open Files Volume Five,10.0,1
9997,[99],491905,en,Reasonable Cause,0.6,2013-05-20,Reasonable Cause,10.0,1
9998,[],489290,en,One Answer to Cancer,0.6,2013-01-01,One Answer to Cancer,10.0,1
9999,[99],481695,en,24|7|365: The Evolution of Emergency Medicine,0.6,2013-01-01,24|7|365: The Evolution of Emergency Medicine,10.0,1
10000,"[35, 27]",462543,en,Jimmy Neutron Happy Family Happy Hour,0.6,2013-08-14,Jimmy Neutron Happy Family Happy Hour,10.0,1
10001,[99],458775,en,Alien Highway,0.6,2013-02-01,Alien Highway,10.0,1
10002,"[99, 10402]",451715,en,Mickey Hart,0.6,2013-08-06,Mickey Hart,10.0,1
10003,"[18, 27, 878, 53]",444971,en,The Water Tower,0.6,2013-08-27,The Water Tower,10.0,2
10004,"[878, 18, 27]",440898,en,Butterfly Dust,0.6,2014-08-25,Butterfly Dust,10.0,1
10005,[],424117,en,fallen souls,0.6,2013-11-30,fallen souls,10.0,1
10006,[],417269,xx,Solaristics,0.6,2013-01-01,Solaristics,10.0,1
10007,[35],414632,en,The First Annual 'On Cinema' Oscar Special,0.6,2013-02-24,The First Annual 'On Cinema' Oscar Special,10.0,1
10008,[],410535,en,Of Gods and Kings: The Skyros Horse,0.6,2013-08-08,Of Gods and Kings: The Skyros Horse,10.0,1
10009,[],402849,en,Mike Keneally - Sluggo,0.6,2013-01-01,Mike Keneally - Sluggo,10.0,1
10010,[99],398091,en,Ancient Extraterrestrials: Aliens and UFOs Before the Dawn of Time,0.6,2013-04-19,Ancient Extraterrestrials: Aliens and UFOs Before the Dawn of Time,10.0,1
10011,[],397475,en,I Forgot My Phone,0.6,2013-08-22,I Forgot My Phone,10.0,1
10012,[],396872,en,The Bass That Ate Miami: The Foundation,0.6,2013-08-08,The Bass That Ate Miami: The Foundation,10.0,1
10013,[18],394360,en,Dreams of The Wayward,0.6,2013-09-21,Dreams of The Wayward,10.0,1
10014,[99],390780,en,Bob Dylan: Another Self Portrait (1969-1971),0.6,2013-08-26,Bob Dylan: Another Self Portrait (1969-1971),10.0,1
10015,[10402],389463,en,Paramore - Live In Detroit 2013,0.6,2013-05-10,Paramore - Live In Detroit 2013,10.0,1
10016,[],377370,en,White Crack Bastard,0.6,2013-01-01,White Crack Bastard,10.0,1
10017,"[18, 35]",375444,en,Sweating In The Night,0.6,2013-01-01,Sweating In The Night,10.0,1
10018,"[16, 27, 14]",364489,en,Exordium,0.6,2013-12-14,Exordium,10.0,1
10019,[18],353961,en,Who Art in Heaven,0.6,2013-04-21,Who Art in Heaven,10.0,1
10020,[],339839,en,SammyClassicSonicFan's Adventure,0.6,2013-07-26,SammyClassicSonicFan's Adventure,10.0,1
10021,[18],335425,en,IRL,0.6,2013-06-19,IRL,10.0,1
10022,[18],303886,en,Before I Sleep,0.6,2013-10-19,Before I Sleep,10.0,1
10023,[99],285207,en,Video World,0.6,2013-12-06,Video World,10.0,1
10024,[28],281697,en,Out of the Blue,0.6,2013-10-01,Out of the Blue,10.0,1
10025,[35],281532,en,What Would You Do for Love,0.6,2013-01-01,What Would You Do for Love,10.0,1
10026,[],279050,en,Culture Shock,0.6,2013-05-14,Culture Shock,10.0,1
10027,[],277077,en,Spirit of the Marathon II,0.6,2013-01-01,Spirit of the Marathon II,10.0,1
10028,[],275480,en,The Mythical Detective Loki,0.6,2013-01-01,The Mythical Detective Loki,10.0,1
10029,"[35, 18, 10749]",268169,en,Available,0.6,2013-10-19,Available,10.0,1
10030,[],257887,es,Chateles del campo,0.6,2013-07-24,Country Kids,10.0,1
10031,[],254722,en,Disney Cruise Line: Behind the Magic,0.6,2013-04-29,Disney Cruise Line: Behind the Magic,10.0,2
10032,"[99, 28]",253649,en,Blind - Damn...,0.6,2013-01-01,Blind - Damn...,10.0,1
10033,[],248198,en,Clean Before Loading,0.6,2013-03-16,Clean Before Loading,10.0,2
10034,[35],247466,en,Vino Veritas,0.6,2013-07-28,Vino Veritas,10.0,1
10035,[99],240748,en,Take Back Your Power,0.6,2013-09-05,Take Back Your Power,10.0,1
10036,[],233086,en,WSOF 6,0.6,2013-10-26,WSOF 6,10.0,1
10037,[10402],225260,es,Cristian Castro En Primera Fila Dia 1,0.6,2013-04-03,Cristian Castro: En Primera Fila Dia 1,10.0,1
10038,[],224204,en,Lad: A Yorkshire Story,0.6,2013-04-25,Lad: A Yorkshire Story,10.0,2
10039,"[99, 36]",224100,en,The Paw Project,0.6,2013-09-27,The Paw Project,10.0,1
10040,[],223721,en,Emerica MADE Chapter 1,0.6,2013-08-23,Emerica MADE Chapter 1,10.0,1
10041,[99],220293,en,Listening to the Space in My Room,0.6,2013-09-10,Listening to the Space in My Room,10.0,1
10042,[36],218974,en,Redemption,0.6,2013-10-11,Redemption,10.0,2
10043,[99],208654,en,"I Don't Feel at Home in This World Anymore: Film, Stories & Images from the Mississippi Records and Alan Lomax Archive",0.6,2013-07-20,"I Don't Feel at Home in This World Anymore: Film, Stories & Images from the Mississippi Records and Alan Lomax Archive",10.0,1
10044,"[99, 10751]",206671,en,Attenborough: 60 Years in the Wild,0.6,2013-02-13,Attenborough: 60 Years in the Wild,10.0,1
10045,[],203597,it,The Prodigal Returns - The Interview,0.6,2013-05-30,The Prodigal Returns - The Interview,10.0,2
10046,[27],198762,en,Nightmares Through The Needle,0.6,2013-05-31,Nightmares Through The Needle,10.0,1
10047,[35],196174,en,Workforce,0.6,2013-06-03,Workforce,10.0,1
10048,[18],191579,en,R,0.6,2013-05-06,R,10.0,1
10049,[10402],188330,en,James Last: Live at The Royal Albert Hall,0.6,2013-05-14,James Last: Live at The Royal Albert Hall,10.0,2
10050,[35],187527,en,Tell 'em Steve-Dave: Puppet Theater,0.6,2013-04-19,Tell 'em Steve-Dave: Puppet Theater,10.0,1
10051,"[99, 12]",186845,en,Symphony of the Soil,0.6,2013-10-11,Symphony of the Soil,10.0,1
10052,[10402],179175,de,Joe Bonamassa : An Acoustic Evening at the Vienna Opera House,0.6,2013-03-25,Joe Bonamassa : An Acoustic Evening at the Vienna Opera House,10.0,1
10053,[99],174025,en,National Geographic Top Secret Plant 42,0.6,2013-02-05,National Geographic Top Secret Plant 42,10.0,1
10054,[],163197,en,Bidder 70,0.6,2013-05-17,Bidder 70,10.0,1
10055,[],158236,en,Our School,0.6,2013-01-18,Our School,10.0,1
10056,"[35, 99, 10402, 10770]",140595,en,Elaine Stritch: At Liberty,0.6,2004-05-29,Elaine Stritch: At Liberty,10.0,3
10057,[99],137381,en,People of a Feather,0.6,2013-11-08,People of a Feather,10.0,1
10058,[99],127696,en,Congo: The Grand Inga Project,0.6,2013-04-25,Congo: The Grand Inga Project,10.0,1
10059,[],345936,en,Red Cloud: Deliverance,0.6,2013-04-09,Red Cloud: Deliverance,9.5,1
10060,[35],254207,en,Ladies' Man: A Made Movie,0.6,2013-04-09,Ladies' Man: A Made Movie,9.5,1
10061,[],248200,en,Ladybeard,0.6,2013-03-22,Ladybeard,9.5,1
10062,[18],224217,en,Hopes Identity,0.6,2013-08-14,Hopes Identity,9.5,1
10063,[10402],204362,en,Frank Zappa: A Token Of His Extreme,0.6,2013-06-03,Frank Zappa: A Token Of His Extreme,9.5,1
10064,"[18, 35]",203181,en,Coin Toss,0.6,2013-01-12,Coin Toss,9.5,1
10065,[],196755,en,Tumultuary Regions Abroad,0.6,2013-05-25,Tumultuary Regions Abroad,9.5,1
10066,[10402],176181,en,The Dear Hunter Presents: The Color Spectrum Live,0.6,2013-04-12,The Dear Hunter Presents: The Color Spectrum Live,9.5,2
10067,[10402],123511,en,Nirvana: Live and Loud,0.6,2013-09-14,Nirvana: Live and Loud,9.4,7
10068,[99],318832,en,e-motion,0.6,2013-01-01,e-motion,9.3,2
10069,[99],582422,en,24 Hours of Happy,0.6,2013-11-21,24 Hours of Happy,9.0,1
10070,[99],557073,en,Rockefeller Medicine,0.6,2013-11-02,Rockefeller Medicine,9.0,1
10071,[878],549008,en,StarCraft II: Heart of the Swarm,0.6,2013-03-12,StarCraft II: Heart of the Swarm,9.0,1
10072,"[53, 27, 9648]",498939,en,From The Woods,0.6,2013-05-06,From The Woods,9.0,1
10073,"[9648, 53]",468401,en,Stephanie,0.6,2013-03-13,Stephanie,9.0,1
10074,[16],452887,en,This Actually Happens a Lot,0.6,2013-05-09,This Actually Happens a Lot,9.0,2
10075,[],408852,en,The Promise,0.6,2013-10-16,The Promise,9.0,1
10076,"[18, 10749]",381560,en,Silent Treatment,0.6,2013-10-29,Silent Treatment,9.0,1
10077,[99],345364,en,JFK: The Final Hours,0.6,2013-11-08,JFK: The Final Hours,9.0,3
10078,[],339207,en,Etgar Keret What Animal R U?,0.6,2013-10-05,Etgar Keret What Animal R U?,9.0,1
10079,[99],315528,en,Fermilab: Science at Work,0.6,2013-02-11,Fermilab: Science at Work,9.0,1
10080,[],299985,en,The Wanted; the Wanted Dream,0.6,2013-11-08,The Wanted; the Wanted Dream,9.0,1
10081,[],298138,en,Tender Feet,0.6,2013-01-01,Tender Feet,9.0,1
10082,[10402],253548,en,John Mayer: Rock In Rio 2013,0.6,2013-09-20,John Mayer: Rock In Rio 2013,9.0,1
10083,[27],240222,en,The Ballad of Skinless Pete,0.6,2014-03-08,The Ballad of Skinless Pete,9.0,1
10084,[99],232610,en,JFK: The Smoking Gun,0.6,2013-11-15,JFK: The Smoking Gun,9.0,4
10085,[10402],224901,pt,Alicia Keys: Rock In Rio,0.6,2013-09-15,Alicia Keys: Rock In Rio,9.0,3
10086,[35],223578,en,Local Legends,0.6,2013-07-30,Local Legends,9.0,2
10087,[99],203898,en,The Legacy of Dear Zachary: A Journey to Change the Law,0.6,2013-04-04,The Legacy of Dear Zachary: A Journey to Change the Law,9.0,2
10088,[],177324,en,Bon Jovi: Because We Can Tour - Live From Cleveland,0.6,2013-03-09,Bon Jovi: Because We Can Tour - Live From Cleveland,9.0,1
10089,[],175939,en,Live Action Toy Story,0.6,2013-01-08,Live Action Toy Story,9.0,1
10090,[99],208150,en,"Burzynski: Cancer Is Serious Business, Part II",0.6,2013-03-01,"Burzynski: Cancer Is Serious Business, Part II",8.8,2
10091,[],419475,en,Crush,0.6,2013-10-25,Crush,8.7,3
10092,[],253609,en,Queen + Adam Lambert: iHeart Radio Music Festival,0.6,2013-09-20,Queen + Adam Lambert: iHeart Radio Music Festival,8.7,3
10093,[18],220453,en,The Cherokee Word for Water,0.6,2013-05-01,The Cherokee Word for Water,8.7,3
10094,"[14, 16, 18]",211789,en,Woody,0.6,2013-04-05,Woody,8.7,3
10095,"[99, 80, 18]",204050,en,Bet Raise Fold: The Story of Online Poker,0.6,2013-06-30,Bet Raise Fold: The Story of Online Poker,8.7,3
10096,[18],421280,en,Weasel,0.6,2013-06-09,Weasel,8.5,2
10097,[10402],337117,en,Rock and Roll Hall of Fame 2013 Induction Ceremony,0.6,2013-05-18,Rock and Roll Hall of Fame 2013 Induction Ceremony,8.5,1
10098,[99],271342,en,The Organic Life,0.6,2013-01-01,The Organic Life,8.5,1
10099,[27],269075,en,Slenderman,0.6,2013-10-31,Slenderman,8.5,1
10100,[],253478,en,Lamb of God: The Making of As the Palaces Burn Album,0.6,2013-01-01,Lamb of God: The Making of As the Palaces Burn Album,8.5,3
10101,"[10402, 35]",242287,en,Puscifer - What is...,0.6,2013-11-26,Puscifer - What is...,8.5,2
10102,[10402],199676,en,Judas Priest: Epitaph,0.6,2013-05-28,Judas Priest: Epitaph,8.5,3
10103,[35],198994,en,The Little Tin Man,0.6,2013-06-01,The Little Tin Man,8.5,1
10104,[99],193181,en,Bon Voyage,0.6,2013-04-12,Bon Voyage,8.5,1
10105,[],191552,en,Mayweather vs. Guerrero,0.6,2013-05-04,Mayweather vs. Guerrero,8.5,1
10106,[99],178917,en,Best Kept Secret,0.6,2013-05-04,Best Kept Secret,8.5,2
10107,"[99, 18]",175427,en,These Birds Walk,0.6,2013-11-01,These Birds Walk,8.5,4
10108,[],141817,en,Plimpton! Starring George Plimpton as Himself,0.6,2013-05-22,Plimpton! Starring George Plimpton as Himself,8.5,2
10109,[18],398486,en,Ronny & I,0.6,2013-03-26,Ronny & I,8.3,3
10110,[18],594124,en,Bonnie & Clyde,0.6,2013-12-08,Bonnie & Clyde,8.3,4
10111,"[35, 18]",352387,en,Fool's Day,0.6,2013-04-18,Fool's Day,8.3,4
10112,"[36, 99]",230836,en,Levitated Mass,0.6,2013-06-20,Levitated Mass,8.3,2
10113,[99],226320,en,The Book of Manning,0.6,2013-09-24,The Book of Manning,8.3,4
10114,[],158238,en,Stolen Seas,0.6,2013-01-18,Stolen Seas,8.2,6
10115,"[18, 9648, 10749]",283542,en,Ni Jing,0.6,2013-11-09,Ni Jing: Thou Shalt Not Steal,8.1,5
10116,[35],250626,en,Maz Jobrani: I Come in Peace,0.6,2013-01-26,Maz Jobrani: I Come in Peace,8.1,5
10117,[10402],290215,en,Britney: Piece of Me,0.6,2013-12-27,Britney: Piece of Me,8.1,6
10118,[99],596667,en,Real Value,0.6,2013-01-01,Real Value,8.0,1
10119,"[16, 12, 35]",596452,ko,해양경찰 마르코,0.6,2013-12-31,해양경찰 마르코,8.0,1
