title,studio,domestic_gross,foreign_gross,year
Iron Man 3,BV,409000000.0,805800000,2013
Despicable Me 2,Uni.,368100000.0,602700000,2013
The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013
The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013
Fast & Furious 6,Uni.,238700000.0,550000000,2013
Monsters University,BV,268500000.0,475700000,2013
Gravity,WB,274100000.0,449100000,2013
Man of Steel,WB,291000000.0,377000000,2013
Thor: The Dark World,BV,206400000.0,438200000,2013
The Croods,Fox,187200000.0,400000000,2013
World War Z,Par.,202400000.0,337600000,2013
Oz The Great and Powerful,BV,234900000.0,258399999,2013
Star Trek Into Darkness,Par.,228800000.0,238600000,2013
The Wolverine,Fox,132600000.0,282300000,2013
Pacific Rim,WB,101800000.0,309200000,2013
The Wolf of Wall Street,Par.,116900000.0,275100000,2013
G.I. Joe: Retaliation,Par.,122500000.0,253200000,2013
The Hangover Part III,WB,112200000.0,249800000,2013
The Great Gatsby (2013),WB,144800000.0,208800000,2013
Now You See Me,LG/S,117700000.0,234000000,2013
The Smurfs 2,Sony,71000000.0,276500000,2013
The Conjuring,WB (NL),137400000.0,182100000,2013
A Good Day to Die Hard,Fox,67300000.0,237300000,2013
Oblivion,Uni.,89100000.0,197100000,2013
Elysium,TriS,93100000.0,193100000,2013
Turbo,Fox,83000000.0,199500000,2013
Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013
We're the Millers,WB (NL),150400000.0,119600000,2013
Epic,Fox,107500000.0,160900000,2013
The Lone Ranger,BV,89300000.0,171200000,2013
American Hustle,Sony,150100000.0,101100000,2013
Grown Ups 2,Sony,133699999.0,113300000,2013
After Earth,Sony,60500000.0,183300000,2013
Planes,BV,90300000.0,149000000,2013
The Heat,Fox,159600000.0,70300000,2013
Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000,2013
Captain Phillips,Sony,107100000.0,111700000,2013
White House Down,Sony,73100000.0,132300000,2013
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013
Lost in Thailand,WAMCR,57400.0,197700000,2013
Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013
The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013
12 Years a Slave,FoxS,56700000.0,131100000,2013
Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013
Identity Thief,Uni.,134500000.0,39500000,2013
Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013
Olympus Has Fallen,FD,98900000.0,71300000,2013
Insidious Chapter 2,FD,83600000.0,78300000,2013
Lone Survivor,Uni.,125100000.0,29700000,2013
Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000,2013
47 Ronin,Uni.,38400000.0,113400000,2013
Red 2,LG/S,53300000.0,94800000,2013
Mama,Uni.,71600000.0,74800000,2013
Escape Plan,LG/S,25100000.0,112200000,2013
Last Vegas,CBS,63900000.0,70500000,2013
2 Guns,Uni.,75600000.0,56300000,2013
Walking with Dinosaurs,Fox,36100000.0,90500000,2013
This is the End,Sony,101500000.0,24600000,2013
Ender's Game,LG/S,61700000.0,63800000,2013
Prisoners,WB,61000000.0,61100000,2013
Saving Mr. Banks,BV,83300000.0,34600000,2013
Warm Bodies,LG/S,66400000.0,50600000,2013
Jurassic Park 3D,Uni.,45400000.0,71100000,2013
Personal Tailor,CL,376000.0,115800000,2013
Free Birds,Rela.,55800000.0,54600000,2013
Gangster Squad,WB,46000000.0,59200000,2013
Philomena,Wein.,37700000.0,62400000,2013
Instructions Not Included,LGF,44500000.0,54600000,2013
Riddick,Uni.,42000000.0,56300000,2013
Safe Haven,Rela.,71300000.0,26200000,2013
Evil Dead (2013),TriS,54200000.0,43300000,2013
Blue Jasmine,SPC,33400000.0,64099999,2013
The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013
The Internship,Fox,44700000.0,48800000,2013
Rush (2013),Uni.,26900000.0,63300000,2013
The Purge,Uni.,64500000.0,24900000,2013
Dhoom 3,Yash,8000000.0,80000000,2013
About Time,Uni.,15300000.0,71800000,2013
Pain and Gain,Par.,49900000.0,36300000,2013
Carrie (2013),SGem,35300000.0,49500000,2013
The Family (2013),Rela.,36900000.0,41500000,2013
Scary Movie 5,W/Dim.,32000000.0,46400000,2013
R.I.P.D.,Uni.,33600000.0,44700000,2013
Tiny Times,CL,23500.0,77700000,2013
The Book Thief,Fox,21500000.0,55100000,2013
Escape From Planet Earth,Wein.,57000000.0,17600000,2013
August: Osage County,Wein.,37700000.0,36500000,2013
The Best Man Holiday,Uni.,70500000.0,2300000,2013
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000,2013
The Counselor,Fox,17000000.0,54000000,2013
The Call,TriS,51900000.0,16700000,2013
One Direction: This is Us,TriS,28900000.0,39700000,2013
The Grandmaster,Wein.,6600000.0,57500000,2013
Side Effects (2013),ORF,32200000.0,31200000,2013
The Host (2013),ORF,26600000.0,36700000,2013
Runner Runner,Fox,19300000.0,43400000,2013
From Up on Poppy Hill,GK,1000000.0,60000000,2013
Kick-Ass 2,Uni.,28800000.0,32000000,2013
A Haunted House,ORF,40000000.0,20100000,2013
Beautiful Creatures (2013),WB,19500000.0,40600000,2013
Quartet,Wein.,18400000.0,41100000,2013
Dallas Buyers Club,Focus,27300000.0,27900000,2013
The Face Reader,PM&E,516000.0,54100000,2013
Tyler Perry's A Madea Christmas,LGF,52500000.0,853000,2013
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000,2013
Delivery Man,BV,30700000.0,19300000,2013
The Berlin File,CJ,665000.0,48300000,2013
The Last Stand,LGF,12100000.0,36300000,2013
21 and Over,Rela.,25700000.0,22400000,2013
Her (2013),WB,25600000.0,21800000,2013
Tiny Times 2,CL,43800.0,47200000,2013
Texas Chainsaw 3D,LGF,34300000.0,12900000,2013
The Big Wedding,LGF,21800000.0,24700000,2013
Parker,FD,17600000.0,28600000,2013
The World's End,Focus,26000000.0,20100000,2013
Grudge Match,WB,29800000.0,15100000,2013
Homefront,ORF,20200000.0,22900000,2013
Snitch,LG/S,42900000.0,,2013
Jobs,ORF,16100000.0,19800000,2013
The Place Beyond the Pines,Focus,21400000.0,14100000,2013
Inside Llewyn Davis,CBS,13200000.0,19700000,2013
Mud,RAtt.,21600000.0,11000000,2013
Movie 43,Rela.,8800000.0,23600000,2013
Kevin Hart: Let Me Explain,LG/S,32200000.0,74000,2013
Spring Breakers,A24,14100000.0,17600000,2013
New World (2013),WGUSA,458000.0,31200000,2013
Don Jon,Rela.,24500000.0,6000000,2013
I Give It a Year,Magn.,34700.0,28200000,2013
Nebraska,Par.,17700000.0,10000000,2013
The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013
Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000,2013
Khumba,MNE,1000.0,27200000,2013
Dark Skies,W/Dim.,17400000.0,9000000,2013
Enough Said,FoxS,17600000.0,7700000,2013
Trance,FoxS,2300000.0,21900000,2013
"The Way, Way Back",FoxS,21500000.0,1700000,2013
Kon-Tiki,Wein.,1500000.0,21300000,2013
Baggage Claim,FoxS,21600000.0,887000,2013
Diana,EOne,335000.0,21400000,2013
The Great Beauty,Jan.,2900000.0,18500000,2013
22 Bullets,Cdgm.,,21300000,2013
The Sapphires,Wein.,2500000.0,18000000,2013
Broken City,Fox,19700000.0,,2013
The Company You Keep,SPC,5100000.0,14500000,2013
The Bling Ring,A24,5800000.0,13300000,2013
You're Next,LGF,18500000.0,,2013
Dead Man Down,FD,10900000.0,7200000,2013
Admission,Focus,18000000.0,,2013
Fruitvale Station,Wein.,16100000.0,1300000,2013
Battle of the Year,SGem,8900000.0,7700000,2013
Out of the Furnace,Rela.,11300000.0,4300000,2013
Billy and Buddy,Distrib.,900.0,15200000,2013
The Last Exorcism Part II,CBS,15200000.0,,2013
Machete Kills,ORF,8000000.0,7000000,2013
Journey to the South Pacific,Imax,7600000.0,6500000,2013
Paranoia,Rela.,7400000.0,6400000,2013
All Is Lost,RAtt.,6300000.0,7400000,2013
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000,2013
Stoker,FoxS,1700000.0,10400000,2013
In the House,Cohen,390000.0,11500000,2013
I'm So Excited,SPC,1400000.0,10400000,2013
Haute Cuisine,Wein.,218000.0,11200000,2013
Before Midnight,SPC,8100000.0,3100000,2013
Only God Forgives,RTWC,779000.0,9900000,2013
The Past,SPC,1300000.0,9300000,2013
Love is All You Need,SPC,1600000.0,8400000,2013
Bullet to the Head,WB,9500000.0,,2013
Tyler Perry Presents Peeples,LGF,9200000.0,130000,2013
Jerusalem,NGE,8000000.0,1300000,2013
The Fifth Estate,BV,3300000.0,5300000,2013
Upside Down,MNE,105000.0,8000000,2013
Metallica Through the Never,PH,3400000.0,4600000,2013
Pulling Strings,LGF,5800000.0,2000000,2013
Black Nativity,FoxS,7000000.0,436000,2013
Blue Is the Warmest Color,IFC,2200000.0,5200000,2013
Unfinished Song,Wein.,1700000.0,5300000,2013
The Angels' Share,IFC,347000.0,6700000,2013
The Spectacular Now,A24,6900000.0,,2013
The Sweeney,EOne,26700.0,6300000,2013
Believe,ORF,6200000.0,,2013
Matru Ki Bijlee Ka Mandola,FIP,,6000000,2013
Closed Circuit,Focus,5800000.0,,2013
Populaire,Wein.,179000.0,5300000,2013
Broken Circle Breakdown,Trib.,175000.0,5300000,2013
Fists of Legend,CJ,134000.0,5300000,2013
Chennai Express,UTV,5300000.0,,2013
20 Feet from Stardom,RTWC,4900000.0,,2013
Oldboy (2013),FD,2200000.0,2700000,2013
Commitment,WGUSA,76500.0,4500000,2013
White Elephant,Strand,8900.0,4400000,2013
Much Ado About Nothing (2013),RAtt.,4300000.0,,2013
Frances Ha,IFC,4099999.0,,2013
You Will Be My Son,Cohen,285000.0,3600000,2013
Yeh Jawaani Hai Deewani,Eros,3800000.0,,2013
Pieta,Drft.,22100.0,3600000,2013
Mental,Da.,17700.0,3600000,2013
The To-Do List,CBS,3500000.0,74600,2013
Mr. Nobody,Magn.,3600.0,3500000,2013
Emperor,RAtt.,3300000.0,,2013
Stand Up Guys,LGF,3300000.0,,2013
In a World,RAtt.,3000000.0,,2013
Ram-Leela,Eros,2700000.0,,2013
Capital,Cohen,102000.0,2400000,2013
The East,FoxS,2300000.0,99700,2013
I'm In Love With a Church Girl,HTR,2400000.0,,2013
No (2013),SPC,2300000.0,,2013
Renoir,Gold.,2300000.0,,2013
The Christmas Candle,ELS,2300000.0,,2013
Reality (2013),Osci.,72600.0,2200000,2013
Krrish 3,Eros,2200000.0,,2013
Austenland,SPC,2200000.0,,2013
The Sorcerer and the White Snake,Magn.,18800.0,2100000,2013
The Snitch Cartel,PI,,2100000,2013
The Iceman (2013),MNE,2000000.0,,2013
All the Boys Love Mandy Lane,RTWC,,1900000,2013
Fill the Void,SPC,1800000.0,,2013
Starbuck (U.S. only),E1,340000.0,1300000,2013
Bhaag Milkha Bhaag,Relbig.,1600000.0,,2013
Therese,MPI,102000.0,1500000,2013
Stories We Tell,RAtt.,1600000.0,,2013
Lovelace,RTWC,357000.0,1200000,2013
Race 2,UTV,1600000.0,,2013
Disconnect,LD,1400000.0,,2013
Girl Most Likely,RAtt.,1400000.0,,2013
Wadjda (U.S. only),SPC,1300000.0,,2013
The Kings of Summer,CBS,1300000.0,,2013
The Invisible Woman,SPC,1200000.0,,2013
Violeta Went to Heaven,KL,21500.0,1200000,2013
Romeo and Juliet (2013),Rela.,1200000.0,,2013
Still Mine,Gold.,1200000.0,,2013
The Wall (2013),MBox,38700.0,1100000,2013
Kai Po Che,UTV,1100000.0,,2013
What Maisie Knew,MNE,1100000.0,,2013
Thanks for Sharing,RAtt.,1100000.0,,2013
Ain't Them Bodies Saints,IFC,397000.0,635000,2013
Kill Your Darlings,SPC,1000000.0,,2013
Short Term 12,Cdgm.,1000000.0,,2013
Ginger & Rosa,A24,1000000.0,,2013
Lore,MBox,970000.0,,2013
Raanjhana,Eros,903000.0,,2013
6 Souls,RTWC,,852000,2013
Generation Iron,TVC,850000.0,,2013
The Monk,ATO,13500.0,794000,2013
Satyagraha,UTV,739000.0,,2013
Hannah Arendt,Zeit.,717000.0,,2013
Besharam,Relbig.,680000.0,,2013
Salinger,Wein.,584000.0,67000,2013
The Hunt,Magn.,613000.0,,2013
Walking the Camino: Six Ways to Santiago,FEF,613000.0,,2013
To The Wonder,Magn.,588000.0,,2013
Lootera,Eros,582000.0,,2013
Museum Hours,CGld,561000.0,,2013
The Reluctant Fundamentalist,IFC,553000.0,,2013
You Ain't Seen Nothin' Yet,KL,18900.0,488000,2013
The Inevitable Defeat of Mister and Pete,LGF,495000.0,,2013
Act of Killing,Drft.,487000.0,,2013
Sound City,Vari.,423000.0,,2013
Shadow Dancer,Magn.,101000.0,319000,2013
A Hijacking,Magn.,414000.0,,2013
Grand Masti,Eros,414000.0,,2013
Phata Poster Nikla Hero,Eros,411000.0,,2013
The Armstrong Lie,SPC,383000.0,,2013
Tai Chi Hero,WGUSA,35100.0,347000,2013
At Any Price,SPC,381000.0,,2013
Shootout at Wadala,Eros,370000.0,,2013
Gori Tere Pyaar Mein,Relbig.,342000.0,,2013
Adore,EXCL,319000.0,,2013
A Bottle in the Gaza Sea,FM,5900.0,306000,2013
Go Goa Gone,Eros,298000.0,,2013
Blancanieves,Cohen,280000.0,,2013
Himmatwala,UTV,271000.0,,2013
Great Expectations (2013),MSF,259000.0,,2013
The Silence,MBox,100000.0,132000,2013
Singh Saab The Great,Eros,226000.0,,2013
ABCD (Any Body Can Dance),UTV,222000.0,,2013
Arthur Newman,Cdgm.,208000.0,,2013
Ghanchakkar,UTV,203000.0,,2013
Midnight's Children,P/108,190000.0,,2013
R... Rajkumar,Eros,167000.0,,2013
We Steal Secrets: The Story of Wikileaks,FCW,166000.0,,2013
The Patience Stone,SPC,149000.0,,2013
Rangeelay,Eros,148000.0,,2013
Drug War,Vari.,128000.0,,2013
Beyond the Hills,IFC,125000.0,,2013
Storm Surfers 3D,XL,117000.0,,2013
Yossi,Strand,117000.0,,2013
Spinning Plates,TFA,112000.0,,2013
Ek Thi Daayan,Eros,112000.0,,2013
The English Teacher,Cdgm.,105000.0,,2013
Man of Tai Chi,RTWC,100000.0,,2013
Passion,EOne,92200.0,,2013
Byzantium,IFC,89200.0,,2013
The Rooftop,WGUSA,85800.0,,2013
We Are What We Are,EOne,81400.0,,2013
Stuck in Love,MNE,81100.0,,2013
More Than Honey,KL,79800.0,,2013
Caesar Must Die,AF,76900.0,,2013
Leviathan (2013),CGld,76200.0,,2013
No One Lives,Anch.,74900.0,,2013
War Witch,Trib.,70500.0,,2013
The Pervert's Guide to Ideology,Zeit.,68000.0,,2013
My Lucky Star,CL,64400.0,,2013
Becoming Traviata,Distrib.,62700.0,,2013
Sightseers,IFC,61800.0,,2013
The Canyons,IFC,56800.0,,2013
Table No. 21,Eros,46700.0,,2013
Wish You Were Here (2013),EOne,46300.0,,2013
A Glimpse Inside the Mind of Charles Swan III,A24,45400.0,,2013
The We and the I,P/108,42200.0,,2013
Killing Season,MNE,39900.0,,2013
Post Tenebras Lux,Strand,39200.0,,2013
Rising From Ashes,FRun,38600.0,,2013
Berberian Sound Studio,IFC,38500.0,,2013
Ip Man: The Final Fight,WGUSA,37900.0,,2013
Redemption (2013),RAtt.,36900.0,,2013
Camille Claudel 1915,KL,35300.0,,2013
Bastards,IFC,24500.0,,2013
Paradise: Love,Strand,24300.0,,2013
Our Children,Distrib.,23200.0,,2013
V/H/S/2,Magn.,21800.0,,2013
The Look of Love,IFC,21300.0,,2013
The Painting (2013),GK,21000.0,,2013
Terraferma,Cohen,20000.0,,2013
Love and Honor (2013),IFC,19700.0,,2013
Nostalghia,KL,18800.0,,2013
Casting By,SD,18200.0,,2013
Violet & Daisy,Cdgm.,17200.0,,2013
Jayne Mansfield's Car,Anch.,14800.0,,2013
A Wedding Invitation,CJ,14400.0,,2013
Red Obsession,A23,13200.0,,2013
The Selfish Giant,IFC,12200.0,,2013
Charlie Countryman,MNE,11700.0,,2013
Just Like a Woman,Cohen,11400.0,,2013
So Young,CL,11200.0,,2013
In the Name Of,FM,9900.0,,2013
InchAllah (U.S. only),EOne,9800.0,,2013
Welcome to the Punch,IFC,9700.0,,2013
Clandestine Childhood,IFC,9000.0,,2013
Argento's Dracula 3D,IFC,8100.0,,2013
Finding Mr. Right,CL,6900.0,,2013
Paradise: Hope,Strand,6700.0,,2013
Paradise: Faith,Strand,6500.0,,2013
The Guillotines,WGUSA,5300.0,,2013
The Stroller Strategy,Rialto,3500.0,,2013
What Richard Did,Trib.,2700.0,,2013
Caught in the Web,Vita.,1100.0,,2013
I Spit on Your Grave 2,Anch.,800.0,,2013
Into the White,Magn.,700.0,,2013
Storage 24,Magn.,100.0,,2013
Transformers: Age of Extinction,Par.,245400000.0,858600000,2014
The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014
Guardians of the Galaxy,BV,333200000.0,440200000,2014
Maleficent,BV,241400000.0,517100000,2014
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000,2014
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014
Captain America: The Winter Soldier,BV,259800000.0,454500000,2014
Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014
The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014
Interstellar,Par.,188000000.0,489400000,2014
Big Hero 6,BV,222500000.0,435300000,2014
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014
American Sniper,WB,350100000.0,197300000,2014
Godzilla (2014),WB,200700000.0,328400000,2014
Rio 2,Fox,131500000.0,368600000,2014
Teenage Mutant Ninja Turtles (2014),Par.,191200000.0,302100000,2014
The LEGO Movie,WB,257800000.0,211400000,2014
Lucy,Uni.,126700000.0,336700000,2014
Penguins of Madagascar,Fox,83400000.0,289700000,2014
Edge of Tomorrow,WB,100200000.0,270300000,2014
Gone Girl,Fox,167800000.0,201600000,2014
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014
Noah,Par.,101200000.0,261399999,2014
The Maze Runner,Fox,102400000.0,245900000,2014
300: Rise of An Empire,WB,106600000.0,231000000,2014
22 Jump Street,Sony,191700000.0,139600000,2014
The Fault in our Stars,Fox,124900000.0,182300000,2014
Divergent,LG/S,150900000.0,137900000,2014
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014
Neighbors,Uni.,150200000.0,120500000,2014
Exodus: Gods and Kings,Fox,65000000.0,203200000,2014
Annabelle,WB (NL),84300000.0,172800000,2014
Hercules (2014),Par.,72700000.0,172100000,2014
RoboCop (2014),Sony,58600000.0,184100000,2014
The Imitation Game,Wein.,91100000.0,142400000,2014
Non-Stop,Uni.,92200000.0,130600000,2014
Dracula Untold,Uni.,56300000.0,160800000,2014
The Expendables 3,LGF,39300000.0,175300000,2014
Into the Woods,BV,128000000.0,85100000,2014
Fury (2014),Sony,85800000.0,126000000,2014
Journey to the West,Magn.,18100.0,205600000,2014
Need for Speed,BV,43600000.0,159700000,2014
The Other Woman (2014),Fox,83900000.0,112800000,2014
The Equalizer,Sony,101500000.0,90800000,2014
Breakup Buddies,CL,778000.0,188200000,2014
The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014
Dumb and Dumber To,Uni.,86200000.0,83600000,2014
Unbroken,Uni.,115600000.0,47800000,2014
Into The Storm,WB (NL),47600000.0,114100000,2014
The Monuments Men,Sony,78000000.0,77000000,2014
Ride Along,Uni.,134900000.0,19500000,2014
Planes: Fire & Rescue,BV,59200000.0,92200000,2014
Let's Be Cops,Fox,82400000.0,55800000,2014
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014
Annie (2014),Sony,85900000.0,47900000,2014
Blended,WB,46300000.0,81700000,2014
Sex Tape,Sony,38500000.0,87500000,2014
The Theory of Everything,Focus,35900000.0,87800000,2014
The Nut Job,ORF,64300000.0,56600000,2014
The Wind Rises,BV,5200000.0,112700000,2014
Pompeii,TriS,23200000.0,94600000,2014
The Admiral: Roaring Currents,CJ,2600000.0,109600000,2014
The Purge: Anarchy,Uni.,72000000.0,40000000,2014
The Boxtrolls,Focus,50800000.0,58400000,2014
Horrible Bosses 2,WB,54400000.0,53200000,2014
Ouija,Uni.,50900000.0,52700000,2014
Birdman,FoxS,42300000.0,60900000,2014
Transcendence,WB,23000000.0,80000000,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000,2014
Heaven is for Real,TriS,91400000.0,9900000,2014
Tammy,WB (NL),84500000.0,16000000,2014
P.K.,UTV,10600000.0,89800000,2014
The Book of Life (2014),Fox,50200000.0,49600000,2014
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000,2014
The Hundred-Foot Journey,BV,54200000.0,34600000,2014
John Wick,LG/S,43000000.0,45700000,2014
Deliver Us From Evil,SGem,30600000.0,57400000,2014
A Million Ways to Die in the West,Uni.,43100000.0,44100000,2014
Snowpiercer,RTWC,4600000.0,82200000,2014
Step Up All In,LG/S,14900000.0,71300000,2014
The Judge,WB,47100000.0,37300000,2014
Muppets Most Wanted,BV,51200000.0,29200000,2014
If I Stay,WB (NL),50500000.0,28400000,2014
"I, Frankenstein",LGF,19100000.0,52100000,2014
The Attorney,WGUSA,557000.0,70000000,2014
Think Like a Man Too,SGem,65200000.0,5000000,2014
Brick Mansions,Rela.,20400000.0,48500000,2014
Stalingrad (2014),Sony,1000000.0,67099999,2014
Son of God,Fox,59700000.0,8100000,2014
Jersey Boys,WB,47000000.0,20600000,2014
The Giver,Wein.,45100000.0,21900000,2014
Selma,Par.,52100000.0,14700000,2014
God's Not Dead,Free,60800000.0,3900000,2014
Thunder and the House of Magic!,Shout!,4100.0,64200000,2014
Begin Again,Wein.,16200000.0,47300000,2014
The Legend of Hercules,LG/S,18800000.0,42400000,2014
Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000,2014
Dolphin Tale 2,WB,42000000.0,15800000,2014
St. Vincent,Wein.,44100000.0,10700000,2014
No Good Deed (2014),SGem,52500000.0,1800000,2014
A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014
3 Days to Kill,Rela.,30700000.0,21900000,2014
Wild (2014),FoxS,37900000.0,14600000,2014
Magic in the Moonlight,SPC,10500000.0,40500000,2014
Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000,2014
About Last Night (2014),SGem,48600000.0,365000,2014
Whiplash,SPC,13100000.0,35900000,2014
Chef,ORF,31400000.0,14500000,2014
Earth to Echo,Rela.,38900000.0,6400000,2014
Boyhood,IFC,25400000.0,19100000,2014
Oculus,Rela.,27700000.0,16300000,2014
Bang Bang,FIP,2500000.0,39500000,2014
As Above/So Below,Uni.,21300000.0,20600000,2014
This is Where I Leave You,WB,34300000.0,7000000,2014
That Awkward Moment,Focus,26100000.0,14400000,2014
Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000.0,25600000,2014
The Gambler,Par.,33700000.0,5600000,2014
Million Dollar Arm,BV,36500000.0,2800000,2014
Nightcrawler,ORF,32400000.0,6300000,2014
Devil's Due,Fox,15800000.0,21100000,2014
A Most Wanted Man,RAtt.,17200000.0,19000000,2014
The Best of Me,Rela.,26800000.0,9200000,2014
Endless Love (2014),Uni.,23400000.0,11300000,2014
Get On Up,Uni.,30700000.0,2700000,2014
The November Man,Rela.,25000000.0,7500000,2014
The Pirates,WGUSA,416000.0,32100000,2014
Winter's Tale,WB,12600000.0,18500000,2014
When the Game Stands Tall,TriS,30100000.0,,2014
Draft Day,LG/S,28800000.0,620000,2014
Big Eyes,Wein.,14500000.0,14800000,2014
The Divine Move,CJ,137000.0,27800000,2014
Top Five,Par.,25300000.0,800000,2014
Iceman (2014),WGUSA,7700.0,26000000,2014
And So It Goes,CE,15200000.0,10200000,2014
On the Other Side of the Tracks,Wein.,9600.0,25100000,2014
The Players,Wein.,10900.0,24600000,2014
The Tale of The Princess Kaguya,GK,703000.0,23500000,2014
A Haunted House 2,ORF,17300000.0,6600000,2014
The Railway Man,Wein.,4400000.0,17900000,2014
Mr. Turner,SPC,4000000.0,18200000,2014
The Suspect (2014),WGUSA,219000.0,21400000,2014
Bears,BV,17800000.0,3500000,2014
Yves Saint Laurent,Wein.,724000.0,20300000,2014
Labor Day,Par.,13400000.0,6900000,2014
"Like Father, Like Son (2014)",IFC,335000.0,19600000,2014
Left Behind (2014),Free,14000000.0,5700000,2014
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000,2014
The Drop,FoxS,10700000.0,7900000,2014
The Quiet Ones,LGF,8500000.0,9300000,2014
Sabotage (2014),ORF,10500000.0,7000000,2014
Addicted,LGF,17400000.0,,2014
Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000,2014
Calvary,FoxS,3600000.0,13300000,2014
The Pyramid,Fox,2800000.0,14100000,2014
Tyler Perry's The Single Moms Club,LGF,16000000.0,364000,2014
Beyond Outrage,Magn.,3900.0,16200000,2014
Before I Go To Sleep,CE,3200000.0,12200000,2014
Vampire Academy,Wein.,7800000.0,7600000,2014
Inherent Vice,WB,8100000.0,6600000,2014
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000,2014
The Two Faces of January,Magn.,507000.0,13000000,2014
Fading Gigolo,MNE,3800000.0,9600000,2014
Foxcatcher,SPC,12100000.0,,2014
A Most Violent Year,A24,5700000.0,6300000,2014
The Interview (2014),Sony,6100000.0,5200000,2014
One Chance,Wein.,101000.0,10800000,2014
Bicycling with Moliere,Strand,59900.0,10700000,2014
Belle,FoxS,10700000.0,,2014
Wetlands,Strand,59500.0,10500000,2014
Moms' Night Out,TriS,10400000.0,,2014
The Babadook,IFC,964000.0,9300000,2014
Nymphomaniac: Volume I,Magn.,786000.0,9500000,2014
Gladiators of Rome,VPD,8200.0,10100000,2014
Mood Indigo,Drft.,303000.0,9500000,2014
Alan Partridge: The Movie,Magn.,153000.0,9600000,2014
Venus in Fur,IFC,374000.0,8000000,2014
Filth,Magn.,34400.0,8300000,2014
What If (2014),CBS,3500000.0,4400000,2014
Finding Fanny,FIP,616000.0,7100000,2014
Pride (2014),CBS,1400000.0,6100000,2014
Chinese Puzzle,Cohen,339000.0,7100000,2014
A Long Way Down,Magn.,13300.0,7200000,2014
Jessabelle,LGF,,7000000,2014
"Two Days, One Night",IFC,1400000.0,5400000,2014
A Letter to Momo,GK,71700.0,6700000,2014
Cantinflas,LGF,6400000.0,,2014
Le Chef,Cohen,343000.0,5900000,2014
Mas Negro Que La Noche,LGF,870000.0,5200000,2014
French Gigolo (Cliente),IFC,3000.0,6000000,2014
The Trip to Italy,IFC,2900000.0,3000000,2014
The Immigrant,Wein.,2000000.0,3800000,2014
Wish I Was Here,Focus,3600000.0,1900000,2014
Under the Skin (2014),A24,2600000.0,2800000,2014
The Skeleton Twins,RAtt.,5300000.0,,2014
The French Minister,IFC,12000.0,5100000,2014
Ernest & Celestine,GK,262000.0,4800000,2014
Tracks (2014),Wein.,510000.0,4400000,2014
The Love Punch,KE,267000.0,4500000,2014
Dear White People,RAtt.,4400000.0,,2014
The Lunchbox,SPC,4200000.0,,2014
My Old Lady,Cohen,4000000.0,,2014
Diplomacy,Zeit.,231000.0,3700000,2014
Horns,RTWC,174000.0,3700000,2014
Ida,MBox,3800000.0,,2014
14 Blades,RTWC,,3800000,2014
Ragnarok,Magn.,1400.0,3700000,2014
Veronica Mars,WB,3300000.0,195000,2014
Mommy,RAtt.,3500000.0,,2014
Jack and the Cuckoo-Clock Heart,Shout!,,3400000,2014
The Grand Seduction,EOne,3400000.0,,2014
Enemy,A24,1000000.0,2400000,2014
Words and Pictures,RAtt.,2200000.0,1200000,2014
The Protector 2,Magn.,2500.0,3300000,2014
The Rover,A24,1100000.0,2100000,2014
