id,release_date,movie,production_budget,domestic_gross,worldwide_gross
44,"May 14, 1982",Conan the Barbarian,"$20,000,000","$38,264,085","$79,114,085"
45,"Aug 14, 1998",How Stella Got Her Groove Back,"$20,000,000","$37,672,944","$37,672,944"
46,"Jul 19, 1991",Bill & Ted's Bogus Journey,"$20,000,000","$37,537,675","$37,537,675"
47,"Oct 13, 2006",Man of the Year,"$20,000,000","$37,442,180","$41,342,180"
48,"Feb 19, 2016",Risen,"$20,000,000","$36,880,033","$46,255,763"
49,"Aug 18, 2010",Vampires Suck,"$20,000,000","$36,661,504","$81,424,988"
50,"Dec 21, 1979",The Black Hole,"$20,000,000","$35,841,901","$35,841,901"
51,"Sep 1, 2010",The American,"$20,000,000","$35,606,376","$67,950,723"
52,"Mar 21, 1997",Selena,"$20,000,000","$35,450,113","$35,450,113"
53,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,"$20,000,000","$35,061,031","$36,265,745"
54,"Mar 19, 2004",Eternal Sunshine of the Spotless Mind,"$20,000,000","$34,366,518","$72,570,762"
55,"Jan 4, 2013",Texas Chainsaw 3D,"$20,000,000","$34,341,945","$47,666,013"
56,"Oct 27, 2006",Babel,"$20,000,000","$34,302,837","$132,121,212"
57,"Sep 19, 2014",This is Where I Leave You,"$20,000,000","$34,296,320","$41,296,320"
58,"Dec 12, 2008",Doubt,"$20,000,000","$33,446,470","$53,191,101"
59,"Oct 15, 2004",Team America: World Police,"$20,000,000","$32,774,834","$50,948,811"
60,"Oct 27, 1995",Copycat,"$20,000,000","$32,051,917","$32,051,917"
61,"Apr 12, 2013",Scary Movie V,"$20,000,000","$32,015,787","$78,613,981"
62,"Mar 12, 2010",She's Out of My League,"$20,000,000","$32,010,860","$48,680,977"
63,"Nov 26, 2008",Milk,"$20,000,000","$31,841,299","$57,293,371"
64,"Oct 15, 1969",Paint Your Wagon,"$20,000,000","$31,678,778","$31,678,778"
65,"Aug 31, 2011",The Debt,"$20,000,000","$31,177,548","$46,604,054"
66,"Oct 25, 2002",Ghost Ship,"$20,000,000","$30,113,491","$68,349,884"
67,"Jan 8, 2010",Daybreakers,"$20,000,000","$30,101,577","$51,445,503"
68,"Mar 7, 2008",The Bank Job,"$20,000,000","$30,060,660","$66,143,005"
69,"Mar 20, 1998",Wild Things,"$20,000,000","$29,795,299","$55,576,699"
70,"Oct 16, 2009",The Stepfather,"$20,000,000","$29,062,561","$29,227,561"
71,"Mar 31, 2000",High Fidelity,"$20,000,000","$27,277,055","$47,881,663"
72,"Apr 28, 2006",Stick It,"$20,000,000","$26,910,736","$30,399,714"
73,"Jan 4, 2008",One Missed Call,"$20,000,000","$26,890,041","$44,513,466"
74,"Jan 12, 1996",Eye for an Eye,"$20,000,000","$26,792,700","$26,792,700"
75,"Apr 11, 2008",Street Kings,"$20,000,000","$26,418,667","$65,457,811"
76,"Aug 23, 2013",The World's End,"$20,000,000","$26,004,851","$47,508,505"
77,"Jan 19, 1996",From Dusk Till Dawn,"$20,000,000","$25,728,961","$25,732,986"
78,"Sep 24, 2010",You Again,"$20,000,000","$25,702,053","$32,838,945"
79,"Jun 15, 2007",Nancy Drew,"$20,000,000","$25,584,685","$30,703,845"
80,"Sep 17, 2010",Alpha and Omega 3D,"$20,000,000","$25,107,267","$48,958,353"
81,"Dec 25, 2018",On the Basis of Sex,"$20,000,000","$24,622,687","$38,073,377"
82,"Feb 14, 2014",Endless Love,"$20,000,000","$23,438,250","$34,718,173"
83,"Sep 8, 2006",The Covenant,"$20,000,000","$23,364,784","$38,164,784"
84,"Jul 1, 2011",Monte Carlo,"$20,000,000","$23,186,769","$39,686,769"
85,"Mar 24, 2006",Stay Alive,"$20,000,000","$23,086,480","$23,187,506"
86,"Oct 7, 2005",2 For the Money,"$20,000,000","$22,991,379","$30,491,379"
87,"Jun 16, 2017",Rough Night,"$20,000,000","$22,105,643","$46,844,357"
88,"Dec 4, 1998",Psycho,"$20,000,000","$21,541,218","$37,226,218"
89,"Oct 19, 1990",Quigley Down Under,"$20,000,000","$21,413,105","$21,413,105"
90,"Sep 27, 1995",To Die For,"$20,000,000","$21,284,514","$27,688,744"
91,"Aug 21, 2009",Shorts,"$20,000,000","$20,919,166","$29,870,801"
92,"Oct 30, 1998",Vampires,"$20,000,000","$20,268,825","$20,268,825"
93,"Sep 19, 2008",Appaloosa,"$20,000,000","$20,211,394","$27,911,453"
94,"Nov 20, 2015",Secret in Their Eyes,"$20,000,000","$20,180,155","$32,608,019"
95,"Aug 13, 2004",Yu-Gi-Oh,"$20,000,000","$19,762,690","$28,762,690"
96,"Mar 23, 2007",Reign Over Me,"$20,000,000","$19,661,987","$20,081,987"
97,"Sep 19, 2008",My Best Friend's Girl,"$20,000,000","$19,219,250","$34,787,111"
98,"May 11, 2007",Georgia Rule,"$20,000,000","$18,882,880","$20,819,601"
99,"Jul 31, 1981",Under the Rainbow,"$20,000,000","$18,826,490","$18,826,490"
100,"Apr 12, 1985",Ladyhawke,"$20,000,000","$18,400,000","$18,400,000"
1,"Sep 21, 2007",Into the Wild,"$20,000,000","$18,354,356","$56,822,960"
2,"Sep 11, 1998",Simon Birch,"$20,000,000","$18,253,415","$18,310,591"
3,"Feb 11, 2005",Pooh's Heffalump Movie,"$20,000,000","$18,098,433","$55,686,944"
4,"Sep 29, 2006",School for Scoundrels,"$20,000,000","$17,807,569","$17,807,569"
5,"Oct 26, 2012",Silent Hill: Revelation 3D,"$20,000,000","$17,530,219","$55,975,672"
6,"Nov 3, 1995",Home for the Holidays,"$20,000,000","$17,468,887","$22,119,269"
7,"Mar 31, 2017",The Zookeeperâs Wife,"$20,000,000","$17,445,186","$26,308,749"
8,"Feb 20, 2009",Fired Up,"$20,000,000","$17,231,291","$18,608,570"
9,"Apr 8, 2005",Kung Fu Hustle,"$20,000,000","$17,104,669","$102,034,104"
10,"Jul 26, 2002",The Country Bears,"$20,000,000","$16,988,996","$16,988,996"
11,"Sep 29, 2017",Flatliners,"$20,000,000","$16,883,115","$45,173,738"
12,"Mar 16, 2007",Dead Silence,"$20,000,000","$16,574,590","$20,614,661"
13,"Nov 21, 2003",21 Grams,"$20,000,000","$16,248,701","$59,667,625"
14,"Dec 4, 2009",Armored,"$20,000,000","$15,988,876","$23,661,038"
15,"Dec 14, 2007",The Kite Runner,"$20,000,000","$15,800,078","$74,180,745"
16,"Sep 3, 2004",Paparazzi,"$20,000,000","$15,712,072","$16,612,072"
17,"Jan 17, 2003",A Guy Thing,"$20,000,000","$15,543,862","$17,430,594"
18,"Feb 15, 1965",The Greatest Story Ever Told,"$20,000,000","$15,473,333","$15,473,333"
19,"Jul 21, 2000",Loser,"$20,000,000","$15,464,026","$18,250,106"
20,"Mar 6, 1998",Twilight,"$20,000,000","$15,055,091","$15,055,091"
21,"Sep 23, 2009",Capitalism: A Love Story,"$20,000,000","$14,363,397","$19,121,531"
22,"Apr 13, 2012",Lockout,"$20,000,000","$14,326,865","$33,943,049"
23,"Aug 29, 2008",Disaster Movie,"$20,000,000","$14,190,901","$36,720,752"
24,"Sep 30, 2011",What's Your Number?,"$20,000,000","$14,011,084","$30,163,785"
25,"Nov 14, 1997",The Man Who Knew Too Little,"$20,000,000","$13,801,755","$13,801,755"
26,"Apr 17, 2009",Crank 2: High Voltage,"$20,000,000","$13,684,249","$35,472,739"
27,"Oct 30, 2015",Burnt,"$20,000,000","$13,651,946","$36,773,510"
28,"Apr 30, 2004",Envy,"$20,000,000","$13,548,322","$14,566,246"
29,"Oct 13, 2006",One Night with the King,"$20,000,000","$13,395,961","$13,725,032"
30,"Oct 21, 1994",Bullets Over Broadway,"$20,000,000","$13,383,747","$13,383,747"
31,"Sep 19, 2008",Ghost Town,"$20,000,000","$13,367,624","$29,958,228"
32,"Nov 22, 2002",The Quiet American,"$20,000,000","$12,987,647","$26,348,203"
33,"Feb 26, 2016",Triple 9,"$20,000,000","$12,639,297","$25,943,792"
34,"Sep 2, 2016",The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732"
35,"Oct 28, 2005",The Weather Man,"$20,000,000","$12,482,775","$15,466,961"
36,"Aug 23, 2002",Undisputed,"$20,000,000","$12,398,628","$12,398,628"
37,"Mar 27, 2009",12 Rounds,"$20,000,000","$12,234,694","$17,306,648"
38,"Oct 1, 2010",Let Me In,"$20,000,000","$12,134,935","$28,270,399"
39,"May 6, 1994",3 Ninjas Kick Back,"$20,000,000","$11,744,960","$11,744,960"
40,"Feb 22, 2008",Be Kind Rewind,"$20,000,000","$11,175,164","$30,894,247"
41,"Dec 9, 2005",Mrs. Henderson Presents,"$20,000,000","$11,036,366","$27,836,366"
42,"Dec 12, 1997",Deconstructing Harry,"$20,000,000","$10,686,841","$10,686,841"
43,"Oct 22, 1999",Three to Tango,"$20,000,000","$10,570,375","$10,570,375"
44,"Dec 15, 1989",We're No Angels,"$20,000,000","$10,555,348","$10,555,348"
45,"Dec 6, 1996",Everyone Says I Love You,"$20,000,000","$9,725,847","$34,600,000"
46,"Aug 31, 2007",Death Sentence,"$20,000,000","$9,534,258","$16,907,831"
47,"Jun 3, 2016",Popstar: Never Stop Never Stopping,"$20,000,000","$9,496,130","$9,537,120"
48,"Oct 27, 2017",Thank You for Your Service,"$20,000,000","$9,479,390","$9,985,316"
49,"Dec 4, 2009",Everybody's Fine,"$20,000,000","$9,208,876","$9,208,876"
50,"Aug 27, 2004",Superbabies: Baby Geniuses 2,"$20,000,000","$9,109,322","$9,355,369"
51,"Sep 20, 2013",Battle of the Year,"$20,000,000","$8,888,355","$16,723,377"
52,"Apr 29, 2016",Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639"
53,"Aug 17, 2007",Death at a Funeral,"$20,000,000","$8,580,428","$46,790,428"
54,"Sep 9, 2005",The Man,"$20,000,000","$8,330,720","$10,393,696"
55,"Jan 5, 2007",Code Name: The Cleaner,"$20,000,000","$8,135,024","$8,135,024"
56,"Dec 12, 2014",Inherent Vice,"$20,000,000","$8,110,975","$14,772,346"
57,"Apr 16, 2004",Connie & Carla,"$20,000,000","$8,047,525","$8,047,525"
58,"Oct 11, 2013",Machete Kills,"$20,000,000","$8,008,161","$18,273,009"
59,"Jan 1, 1969",Sweet Charity,"$20,000,000","$8,000,000","$8,000,000"
60,"Feb 24, 2006",Doogal,"$20,000,000","$7,578,946","$28,058,652"
61,"Sep 16, 2005",Proof,"$20,000,000","$7,535,331","$8,284,331"
62,"Oct 3, 2008",An American Carol,"$20,000,000","$7,013,191","$7,022,183"
63,"Mar 14, 2003",Willard,"$20,000,000","$6,882,696","$6,882,696"
64,"Feb 1, 2008",Strange Wilderness,"$20,000,000","$6,575,282","$6,947,084"
65,"Apr 24, 2015",Little Boy,"$20,000,000","$6,485,961","$17,769,299"
66,"Dec 17, 1999",Topsy Turvy,"$20,000,000","$6,201,757","$6,201,757"
67,"Oct 26, 2012",Chasing Mavericks,"$20,000,000","$6,002,756","$8,300,821"
68,"Dec 31, 2014",A Most Violent Year,"$20,000,000","$5,749,134","$8,846,875"
69,"Nov 23, 2011",A Dangerous Method,"$20,000,000","$5,702,083","$14,807,531"
70,"Jul 7, 2006",A Scanner Darkly,"$20,000,000","$5,501,616","$7,405,084"
71,"Aug 14, 2009",Bandslam,"$20,000,000","$5,210,988","$12,967,829"
72,"Jan 28, 2005",Alone in the Dark,"$20,000,000","$5,178,569","$10,588,079"
73,"Oct 29, 2004",Birth,"$20,000,000","$5,005,899","$14,603,001"
74,"Aug 26, 2016",Hands of Stone,"$20,000,000","$4,712,792","$5,031,975"
75,"Oct 24, 2008",Passchendaele,"$20,000,000","$4,452,423","$4,453,327"
76,"Oct 3, 2008",Flash of Genius,"$20,000,000","$4,442,377","$4,504,111"
77,"Nov 21, 2007",Iâm Not There,"$20,000,000","$4,017,609","$12,397,613"
78,"Sep 7, 2012",The Cold Light of Day,"$20,000,000","$3,763,583","$25,361,206"
79,"May 15, 2009",The Brothers Bloom,"$20,000,000","$3,531,756","$5,531,756"
80,"Oct 24, 2008","Synecdoche, New York","$20,000,000","$3,083,538","$4,383,538"
81,"Oct 26, 2018",Suspiria,"$20,000,000","$2,483,472","$7,034,615"
82,"Nov 3, 2017",LBJ,"$20,000,000","$2,468,683","$2,507,181"
83,"Oct 29, 1999",Mononoke-hime,"$20,000,000","$2,374,107","$150,350,000"
84,"Mar 19, 2004",Bon Voyage,"$20,000,000","$2,353,728","$8,361,736"
85,"Nov 13, 2015",My All-American,"$20,000,000","$2,246,000","$2,246,000"
86,"Jun 20, 1980",Can't Stop the Music,"$20,000,000","$2,000,000","$2,000,000"
87,"May 5, 2006",The Proposition,"$20,000,000","$1,903,434","$5,313,608"
88,"Aug 22, 2003",Marci X,"$20,000,000","$1,646,664","$1,646,664"
89,"Dec 6, 2002",Equilibrium,"$20,000,000","$1,190,018","$5,345,869"
90,"Apr 29, 2011",Dylan Dog: Dead of Night,"$20,000,000","$1,186,538","$6,093,725"
91,"Aug 29, 2012",The Oogieloves in the BIG Balloon Adventure,"$20,000,000","$1,065,907","$1,065,907"
92,"May 23, 2008",The Children of Huang Shi,"$20,000,000","$1,031,872","$8,221,700"
93,"Oct 20, 2000",The Yards,"$20,000,000","$882,710","$2,282,710"
94,"Aug 6, 2010",Middle Men,"$20,000,000","$754,301","$754,301"
95,"Apr 28, 2017",JÃ¬yÃ¬ dÃ shÄ«,"$20,000,000","$587,470","$43,888,531"
96,"Dec 3, 2010",All Good Things,"$20,000,000","$582,024","$873,617"
97,"Nov 13, 2015",By the Sea,"$20,000,000","$538,460","$3,727,746"
98,"Mar 18, 2005",Steamboy,"$20,000,000","$468,867","$10,468,867"
99,"Apr 22, 2005",The Game of Their Lives,"$20,000,000","$375,474","$375,474"
100,"Sep 11, 1994",Rapa Nui,"$20,000,000","$305,070","$305,070"
1,"Dec 10, 2010",The Tempest,"$20,000,000","$277,943","$277,943"
2,"Mar 7, 2008",é·æ±ä¸è (CJ7),"$20,000,000","$206,678","$47,300,771"
3,"Sep 18, 2009",The Burning Plain,"$20,000,000","$200,730","$1,167,092"
4,"Mar 27, 1998",Les Couloirs du temps: Les visiteurs 2,"$20,000,000","$146,072","$26,146,072"
5,"Apr 25, 2003",People I Know,"$20,000,000","$121,972","$5,694,213"
6,"Oct 30, 2015",Regression,"$20,000,000","$55,039","$15,824,374"
7,"Dec 31, 2008",Admiral,"$20,000,000",$0,"$38,585,047"
8,"Dec 31, 2012",Zambezia,"$20,000,000",$0,"$34,454,336"
9,"Apr 13, 2010",Three Kingdoms: Resurrection of the Dragon,"$20,000,000",$0,"$22,139,590"
10,"Mar 31, 2004",The Touch,"$20,000,000",$0,"$5,918,742"
11,"May 29, 2015",Survivor,"$20,000,000",$0,"$1,703,281"
12,"Nov 18, 2016",The History of Love,"$20,000,000",$0,"$476,624"
13,"Dec 25, 2007",Butterfly on a Wheel,"$20,000,000",$0,$0
14,"Aug 29, 2014",Dwegons and Leprechauns,"$20,000,000",$0,$0
15,"Jul 22, 2016",Fight Valley,"$20,000,000",$0,$0
16,"Dec 31, 2017",The Thousand Miles,"$20,000,000",$0,$0
17,"Dec 13, 2018",Bird Box,"$19,800,000",$0,$0
18,"Aug 21, 2009",Der Baader Meinhof Komplex,"$19,700,000","$476,270","$16,498,827"
19,"Dec 1, 2017",The Shape of Water,"$19,500,000","$63,859,435","$195,790,794"
20,"Nov 23, 2012",De rouille et dâos,"$19,500,000","$2,061,449","$29,393,634"
21,"Dec 20, 2006",The Painted Veil,"$19,400,000","$8,060,487","$15,118,795"
22,"Aug 23, 2013",The Frozen Ground,"$19,200,000",$0,"$5,617,460"
23,"Jul 29, 2011",The Devil's Double,"$19,100,000","$1,361,512","$5,965,646"
24,"Jul 3, 1985",Back to the Future,"$19,000,000","$212,259,762","$385,524,784"
25,"Nov 9, 1990",Dances with Wolves,"$19,000,000","$184,208,842","$424,200,000"
26,"Jul 7, 2000",Scary Movie,"$19,000,000","$157,019,771","$277,200,000"
27,"Jun 24, 2011",Bad Teacher,"$19,000,000","$100,292,856","$215,448,997"
28,"Aug 12, 2016",Sausage Party,"$19,000,000","$97,670,358","$141,344,255"
29,"Sep 15, 1989",Sea of Love,"$19,000,000","$58,571,513","$58,571,513"
30,"Jan 10, 2003",Just Married,"$19,000,000","$56,127,162","$101,564,935"
31,"Sep 11, 2009",I Can Do Bad All By Myself,"$19,000,000","$51,733,921","$51,733,921"
32,"Jul 16, 2004",A Cinderella Story,"$19,000,000","$51,438,175","$70,164,105"
33,"May 23, 1980",The Shining,"$19,000,000","$44,017,374","$44,728,227"
34,"Oct 26, 2001",Thirteen Ghosts,"$19,000,000","$41,867,960","$68,467,960"
35,"Oct 29, 1999",House on Haunted Hill,"$19,000,000","$40,846,082","$65,090,541"
36,"Feb 26, 2010",The Crazies,"$19,000,000","$39,123,589","$56,445,534"
37,"Jan 16, 2009",Notorious,"$19,000,000","$36,843,682","$44,972,183"
38,"Nov 2, 2018",Nobodyâs Fool,"$19,000,000","$31,713,110","$32,589,493"
39,"Aug 20, 2010",The Switch,"$19,000,000","$27,758,465","$49,858,465"
40,"Jan 8, 2010",Leap Year,"$19,000,000","$25,918,920","$32,618,920"
41,"Nov 8, 2013",The Book Thief,"$19,000,000","$21,488,481","$76,086,711"
42,"Oct 19, 2007","Gone, Baby, Gone","$19,000,000","$20,300,218","$34,352,162"
43,"Jul 26, 2000",Thomas and the Magic Railroad,"$19,000,000","$15,911,332","$15,911,332"
44,"Nov 8, 1962",Mutiny on The Bounty,"$19,000,000","$13,680,000","$13,680,000"
45,"Sep 20, 2002",Sen to Chihiro no Kamikakushi,"$19,000,000","$10,049,886","$274,949,886"
46,"Oct 17, 2008",Sex Drive,"$19,000,000","$8,402,485","$10,412,485"
47,"Jan 9, 1998",Firestorm,"$19,000,000","$8,123,860","$8,123,860"
48,"Mar 4, 2011",Take Me Home Tonight,"$19,000,000","$6,928,068","$7,576,604"
49,"Sep 28, 2012",Won't Back Down,"$19,000,000","$5,310,554","$5,745,503"
50,"Jun 1, 2018",Action Point,"$19,000,000","$5,059,608","$5,103,675"
51,"Jan 1, 1964",The Fall of the Roman Empire,"$19,000,000","$4,750,000","$4,750,000"
52,"Nov 24, 1993",The Nutcracker,"$19,000,000","$2,119,994","$2,119,994"
53,"Dec 13, 2011",George Balanchine\'s The Nutcracker,"$19,000,000","$2,119,994","$2,119,994"
54,"Aug 16, 1996",Kansas City,"$19,000,000","$1,353,824","$1,353,824"
55,"Mar 8, 2016",Out of the Inferno,"$19,000,000",$0,$0
56,"Jun 24, 2005",George A. Romero's Land of the Dead,"$18,975,000","$20,700,082","$47,751,015"
57,"Dec 15, 2006",IndigÃ¨nes,"$18,900,000","$320,700","$26,063,572"
58,"Apr 15, 2005",The Amityville Horror,"$18,500,000","$65,233,369","$109,175,673"
59,"Dec 6, 2002",Adaptation,"$18,500,000","$22,498,520","$32,531,759"
60,"Oct 2, 2009",The Invention of Lying,"$18,500,000","$18,451,251","$32,679,264"
61,"May 22, 1998",Fear and Loathing in Las Vegas,"$18,500,000","$10,680,275","$13,711,903"
62,"Jul 4, 2008",Ne le dis Ã personne,"$18,500,000","$6,198,883","$33,954,018"
63,"Feb 2, 2001",Left Behind,"$18,500,000","$4,221,341","$4,221,341"
64,"May 9, 2014",Neighbors,"$18,000,000","$150,086,800","$270,944,428"
65,"Nov 3, 2006",Borat,"$18,000,000","$128,505,958","$261,443,242"
66,"Jul 29, 1994",The Mask,"$18,000,000","$119,920,129","$351,620,129"
67,"Jun 3, 1988",Big,"$18,000,000","$114,968,774","$151,668,774"
68,"Jul 13, 2001",Legally Blonde,"$18,000,000","$96,493,426","$141,809,235"
69,"Apr 30, 2004",Mean Girls,"$18,000,000","$86,047,227","$130,953,026"
70,"Jun 1, 1984",Star Trek III: The Search for Spock,"$18,000,000","$76,471,046","$87,000,000"
71,"Sep 9, 2005",The Exorcism of Emily Rose,"$18,000,000","$75,072,454","$144,529,078"
72,"Dec 10, 1999",Deuce Bigalow: Male Gigolo,"$18,000,000","$65,535,067","$92,935,067"
73,"Jan 1, 2004",Barbershop 2: Back in Business,"$18,000,000","$65,070,412","$65,842,412"
74,"Dec 16, 2005",The Family Stone,"$18,000,000","$60,062,868","$92,357,499"
75,"Nov 26, 2003",Bad Santa,"$18,000,000","$60,060,328","$77,147,031"
76,"Jun 12, 1987",Predator,"$18,000,000","$59,735,548","$98,267,558"
77,"Mar 25, 2016",My Big Fat Greek Wedding 2,"$18,000,000","$59,689,605","$92,096,558"
78,"Sep 11, 2015",The Perfect Guy,"$18,000,000","$57,027,435","$60,278,166"
79,"May 2, 1997",Austin Powers: International Man of Mystery,"$18,000,000","$53,883,989","$67,683,989"
80,"Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,"$18,000,000","$52,698,535","$73,695,194"
81,"Sep 19, 1984",Amadeus,"$18,000,000","$51,973,029","$51,973,029"
82,"Apr 11, 2008",Prom Night,"$18,000,000","$43,869,350","$57,193,655"
83,"Apr 8, 2011",Soul Surfer,"$18,000,000","$43,853,424","$47,158,652"
84,"Sep 26, 2003",Under the Tuscan Sun,"$18,000,000","$43,601,508","$57,490,024"
85,"Jun 29, 2018",Uncle Drew,"$18,000,000","$42,469,946","$46,527,161"
86,"Oct 17, 2014",Birdman or (The Unexpected Virtue of Ignorance),"$18,000,000","$42,340,598","$103,215,094"
87,"Oct 10, 1986",Peggy Sue Got Married,"$18,000,000","$41,382,841","$41,382,841"
88,"Dec 26, 2001",Gosford Park,"$18,000,000","$41,300,105","$41,300,105"
89,"Jan 11, 2002",Orange County,"$18,000,000","$41,059,716","$43,308,707"
90,"Jul 26, 2013",Blue Jasmine,"$18,000,000","$33,404,871","$102,912,961"
91,"Apr 28, 2006",United 93,"$18,000,000","$31,567,134","$77,635,035"
92,"Dec 5, 2003",Honey,"$18,000,000","$30,272,254","$62,646,763"
93,"Oct 14, 2005",The Fog,"$18,000,000","$29,511,112","$37,048,526"
94,"May 24, 1996",Spy Hard,"$18,000,000","$26,936,265","$26,936,265"
95,"Aug 7, 2015",Ricki and the Flash,"$18,000,000","$26,839,498","$41,166,033"
96,"Dec 13, 1989",Glory,"$18,000,000","$26,593,580","$26,593,580"
97,"Jun 29, 1984",Conan the Destroyer,"$18,000,000","$26,400,000","$26,400,000"
98,"Nov 13, 2015",Love the Coopers,"$18,000,000","$26,302,731","$42,227,490"
99,"Jun 24, 1970",Catch-22,"$18,000,000","$24,911,670","$24,911,670"
100,"Apr 10, 2009",Observe and Report,"$18,000,000","$24,007,324","$27,148,898"
1,"Nov 14, 1980",Raging Bull,"$18,000,000","$23,380,203","$23,380,203"
2,"Sep 18, 2009",Love Happens,"$18,000,000","$22,965,110","$36,133,014"
3,"Sep 25, 2009",Fame,"$18,000,000","$22,455,510","$80,227,619"
4,"Apr 28, 2017",The Circle,"$18,000,000","$20,497,844","$40,651,864"
5,"Dec 4, 1985",Young Sherlock Holmes,"$18,000,000","$19,739,000","$19,739,000"
6,"Nov 5, 2010",127 Hours,"$18,000,000","$18,335,230","$60,217,171"
7,"May 19, 2000",Small Time Crooks,"$18,000,000","$17,266,359","$29,934,477"
8,"May 12, 2000",Center Stage,"$18,000,000","$17,200,925","$21,361,109"
9,"Jan 15, 2016",Norm of the North,"$18,000,000","$17,062,499","$30,535,660"
10,"Feb 6, 2004",Catch That Kid,"$18,000,000","$16,703,799","$16,959,614"
11,"Aug 16, 2013",Jobs,"$18,000,000","$16,131,410","$43,402,515"
12,"Oct 26, 2001",Life as a House,"$18,000,000","$15,652,637","$23,889,158"
13,"Jan 8, 2010",Youth in Revolt,"$18,000,000","$15,285,588","$19,685,588"
14,"Jul 25, 2014",And So It Goes,"$18,000,000","$15,160,801","$17,920,013"
15,"Jul 10, 2009","I Love You, Beth Cooper","$18,000,000","$14,800,725","$16,382,538"
16,"Jul 24, 1981",Blow Out,"$18,000,000","$13,747,234","$13,747,234"
17,"Mar 30, 2001",The Tailor of Panama,"$18,000,000","$13,491,653","$27,491,653"
18,"May 22, 1981",The Legend of the Lone Ranger,"$18,000,000","$13,400,000","$13,400,000"
19,"Jan 31, 2014",Labor Day,"$18,000,000","$13,371,528","$14,189,810"
20,"Aug 30, 2013",Getaway,"$18,000,000","$10,501,938","$11,813,989"
21,"Sep 26, 1997",The Ice Storm,"$18,000,000","$8,038,061","$16,011,975"
22,"Oct 15, 2004",Being Julia,"$18,000,000","$7,739,049","$14,488,705"
23,"Mar 22, 1989",Troop Beverly Hills,"$18,000,000","$7,190,505","$7,190,505"
24,"Feb 21, 1986",Nine 1/2 Weeks,"$18,000,000","$6,734,844","$6,734,844"
25,"Jan 15, 2010",The Last Station,"$18,000,000","$6,617,867","$15,696,146"
26,"Jun 26, 1981",Dragonslayer,"$18,000,000","$6,000,000","$6,000,000"
27,"Sep 30, 1994",Ed Wood,"$18,000,000","$5,828,466","$5,828,466"
28,"Jun 6, 2008",Mongol,"$18,000,000","$5,705,761","$27,147,349"
29,"Oct 8, 2008",RocknRolla,"$18,000,000","$5,700,626","$27,794,339"
30,"Jun 25, 1982",Megaforce,"$18,000,000","$5,675,599","$5,675,599"
31,"Aug 20, 2010",Mao's Last Dancer,"$18,000,000","$4,806,750","$25,941,437"
32,"Dec 25, 1996",Hamlet,"$18,000,000","$4,501,094","$7,129,670"
33,"Apr 11, 2014",The Railway Man,"$18,000,000","$4,438,438","$23,910,210"
34,"Dec 29, 1995",Restoration,"$18,000,000","$4,100,000","$4,100,000"
35,"Mar 18, 2016",Midnight Special,"$18,000,000","$3,712,282","$7,680,250"
36,"Nov 25, 2016",Miss Sloane,"$18,000,000","$3,500,605","$7,719,630"
37,"Sep 27, 2013",Metallica Through the Never,"$18,000,000","$3,419,967","$9,082,906"
38,"Sep 19, 2003",Anything Else,"$18,000,000","$3,203,044","$13,203,044"
39,"Feb 23, 1996",Unforgettable,"$18,000,000","$2,483,790","$2,483,790"
40,"Mar 17, 2017",T2: Trainspotting,"$18,000,000","$2,402,004","$42,091,262"
41,"Dec 30, 2009",Das Weisse Band: Eine deutsche Kindergeschichte,"$18,000,000","$2,222,862","$25,727,044"
42,"Apr 25, 1986",8 Million Ways to Die,"$18,000,000","$1,305,114","$1,305,114"
43,"Mar 1, 2013",Phantom,"$18,000,000","$1,034,589","$1,199,510"
44,"Apr 26, 2002",The Salton Sea,"$18,000,000","$676,698","$676,698"
45,"Apr 24, 2009",The Informers,"$18,000,000","$315,000","$315,000"
46,"Sep 24, 1999",One Man's Hero,"$18,000,000","$229,311","$229,311"
47,"Oct 15, 2010",Carlos,"$18,000,000","$145,526","$1,619,153"
48,"Sep 22, 2006",Renaissance,"$18,000,000","$70,644","$2,401,413"
49,"Dec 31, 2008",I Come with the Rain,"$18,000,000",$0,"$627,422"
50,"Apr 15, 2016",I Am Wrath,"$18,000,000",$0,"$309,608"
51,"Nov 14, 2014",Wolves,"$18,000,000",$0,"$94,953"
52,"Apr 8, 2008",Day of the Dead,"$18,000,000",$0,$0
53,"Aug 22, 2014",The Prince,"$18,000,000",$0,$0
54,"Feb 19, 2016",Forsaken,"$18,000,000",$0,$0
55,"Jun 28, 1985",Red Sonja,"$17,900,000","$6,905,861","$6,908,640"
56,"Jul 13, 2012",Red Lights,"$17,700,000","$49,521","$14,518,884"
57,"Aug 17, 2007",Superbad,"$17,500,000","$121,463,226","$169,955,142"
58,"Feb 20, 2009",Madea Goes To Jail,"$17,500,000","$90,508,336","$90,508,336"
59,"Feb 14, 2008",Step Up 2 the Streets,"$17,500,000","$58,017,783","$148,586,910"
60,"Jan 13, 2006",Hoodwinked,"$17,500,000","$51,386,611","$109,843,390"
61,"Dec 22, 2004",Hotel Rwanda,"$17,500,000","$23,519,128","$36,521,223"
